"height","weight","age","playedPositions","playedPositionsShort","name","firstName","lastName","playerId"
175,69,30,-AMC-AML-AMR-FW-,"AM(CLR),FW",Sadio Mané,Sadio,Mané,109915
173,64,28,-FW-MC-ML-MR-,"M(CLR),FW",Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,136741
175,73,25,-AML-AMR-FW-,"AM(LR),FW",Gabriel Jesus,Gabriel Fernando,de Jesus,279379
188,86,29,-AMC-FW-,"AM(C),FW",Harry Kane,Harry,Kane,83532
171,70,22,-AMC-AML-AMR-FW-,"AM(CLR),FW",Phil Foden,Phil,Foden,331254
182,0,20,-AMC-,AM(C),Cole Palmer,Cole,Palmer,395692
190,83,32,-FW-,FW,Christian Benteke,Christian,Benteke,68312
178,68,26,-AMC-AML-AMR-FW-,"AM(CLR),FW",Diogo Jota,Diogo José,Teixeira da Silva,235755
179,70,26,-FW-,FW,Ivan Toney,Ivan,Toney,134240
172,72,30,-AMC-AML-AMR-FW-,"AM(CLR),FW",Lucas Moura,Lucas,Rodrigues Moura da Silva,92508
181,76,31,-FW-MC-ML-MR-,"M(CLR),FW",Roberto Firmino,Roberto Firmino,Barbosa de Oliveira,96182
187,83,38,-FW-ML-,"M(L),FW",Cristiano Ronaldo,Cristiano Ronaldo,dos Santos Aveiro,5583
193,83,23,-FW-MC-MR-,"M(CR),FW",Kai Havertz,Kai,Havertz,326413
175,72,23,-FW-,FW,Eddie Nketiah,Eddie,Nketiah,345845
184,77,22,-AML-AMR-FW-,"AM(LR),FW",Ferran Torres,Ferran,Torres,349760
173,67,25,-AMC-AML-AMR-FW-,"AM(CLR),FW",Allan Saint-Maximin,Allan,Saint-Maximin,135891
180,76,22,-AMC-AML-AMR-,AM(CLR),Jadon Sancho,Jadon,Sancho,346300
181,70,21,-AMR-FW-,"AM(R),FW",Mason Greenwood,Mason,Greenwood,367782
186,81,26,-AMC-AML-AMR-FW-,"AM(CLR),FW",Joelinton,Joelinton Cássio,Apolinário de Lira,201755
191,93,29,-AMR-FW-,"AM(R),FW",Romelu Lukaku,Romelu,Lukaku,78498
175,70,26,-AMC-AML-AMR-FW-,"AM(CLR),FW",Jarrod Bowen,Jarrod,Bowen,322596
179,74,36,-AML-FW-,"AM(L),FW",Jamie Vardy,Jamie,Vardy,106981
180,71,30,-AMC-AML-FW-,"AM(CL),FW",Matej Vydra,Matej,Vydra,84129
175,73,31,-FW-MC-ML-MR-,"M(CLR),FW",Alexandre Lacazette,Alexandre,Lacazette,73078
180,75,24,-AMC-AMR-FW-,"AM(CR),FW",Tyler Roberts,Tyler,Roberts,280771
185,73,32,-AMC-AML-AMR-FW-,"AM(CLR),FW",Danny Welbeck,Danny,Welbeck,39308
175,67,25,-FW-ML-MR-,"M(LR),FW",Emmanuel Dennis,Emmanuel,Dennis,329811
176,68,26,-AML-AMR-FW-,"AM(LR),FW",Raphinha,Raphael,Dias Belloli,300447
172,67,27,-AMC-AML-AMR-,AM(CLR),Saïd Benrahma,Saïd,Benrahma,137021
172,69,22,-AMC-AML-AMR-FW-,"AM(CLR),FW",Pedro Neto,Pedro,Lomba Neto,337916
192,88,25,-FW-,FW,Jean-Philippe Mateta,Jean-Philippe,Mateta,328096
187,71,25,-AML-FW-,"AM(L),FW",Dominic Calvert-Lewin,Dominic,Calvert-Lewin,141469
175,76,27,-AMC-AML-FW-,"AM(CL),FW",Jack Grealish,Jack,Grealish,113069
172,61,28,-FW-MC-ML-MR-,"M(CLR),FW",Leandro Trossard,Leandro,Trossard,113994
179,67,31,-AMC-AML-AMR-FW-,"AM(CLR),FW",Riyad Mahrez,Riyad,Mahrez,104749
180,82,32,-DR-FW-MC-ML-MR-,"D(R),M(CLR),FW",Michail Antonio,Michail,Antonio,69517
178,86,27,-FW-MC-ML-MR-,"M(CLR),FW",Adama Traoré,Adama,Traoré,140088
173,69,28,-AMC-AML-AMR-FW-,"AM(CLR),FW",Nathan Redmond,Nathan,Redmond,86425
182,70,21,-AMC-AML-FW-,"AM(CL),FW",João Pedro,João Pedro,Junqueira de Jesus,373525
180,70,27,-AML-AMR-FW-,"AM(LR),FW",Ollie Watkins,Ollie,Watkins,148503
177,75,26,-ML-MR-,M(LR),Sergi Canós,Sergi,Canós,295964
182,76,22,-MC-ML-MR-,M(CLR),Callum Hudson-Odoi,Callum,Hudson-Odoi,350088
175,70,26,-AMC-AML-FW-,"AM(CL),FW",Che Adams,Che,Adams,256419
165,58,27,-AMC-AML-AMR-FW-,"AM(CLR),FW",Daniel Podence,Daniel,Castelo Podence,300513
185,82,26,-AMC-FW-,"AM(C),FW",Kelechi Iheanacho,Kelechi,Iheanacho,289253
191,0,21,-FW-,FW,Armando Broja,Armando,Broja,393407
184,77,30,-FW-MC-ML-MR-,"M(CLR),FW",Son Heung-Min,Heung-Min,Son,91909
187,80,33,-FW-MC-ML-MR-,"M(CLR),FW",Pierre-Emerick Aubameyang,Pierre-Emerick,Aubameyang,44120
180,75,26,-AMC-AML-AMR-FW-,"AM(CLR),FW",Timo Werner,Timo,Werner,130903
180,74,31,-AMC-AML-AMR-FW-,"AM(CLR),FW",Joshua King,Joshua,King,81026
191,81,31,-FW-,FW,Chris Wood,Chris,Wood,73380
0,0,23,-AML-AMR-FW-,"AM(LR),FW",Nathan Tella,Nathan,Tella,395472
187,83,25,-AML-FW-,"AM(L),FW",Odsonne Édouard,Odsonne,Édouard,317504
178,73,30,-AMC-FW-,"AM(C),FW",Danny Ings,Danny,Ings,91762
190,76,31,-FW-,FW,Raúl Jiménez,Raúl,Jiménez,108186
185,84,34,-AMC-AML-AMR-FW-,"AM(CLR),FW",Jay Rodríguez,Jay,Rodríguez,33891
165,63,35,-ML-MR-,M(LR),Aaron Lennon,Aaron,Lennon,5625
178,81,36,-AMR-FW-,"AM(R),FW",Shane Long,Shane,Long,13798
197,84,30,-FW-,FW,Wout Weghorst,Wout,Weghorst,115479
180,69,27,-MC-MR-,M(CR),Josh Brownhill,Josh,Brownhill,138929
173,64,23,-AML-AMR-FW-,"AM(LR),FW",Bryan Mbeumo,Bryan,Mbeumo,353377
180,66,30,-AML-AMR-FW-,"AM(LR),FW",Wilfried Zaha,Wilfried,Zaha,85059
184,83,25,-AMC-AML-AMR-FW-,"AM(CLR),FW",Richarlison,Richarlison,de Andrade,317804
180,66,30,-FW-,FW,Callum Wilson,Callum,Wilson,134115
178,67,26,-MC-ML-MR-,M(CLR),Pablo Fornals,Pablo,Fornals,297203
190,83,21,-FW-,FW,Adam Idah,Adam,Idah,382368
172,69,28,-FW-MC-ML-MR-,"M(CLR),FW",Raheem Sterling,Raheem,Sterling,97692
188,78,23,-MC-ML-,M(CL),Jakub Moder,Jakub,Moder,399378
175,73,26,-AMC-AML-AMR-,AM(CLR),James Maddison,James,Maddison,137015
179,69,26,-DL-FW-ML-MR-,"D(L),M(LR),FW",Maxwel Cornet,Maxwel,Cornet,125004
173,69,26,-AMC-FW-,"AM(C),FW",Neal Maupay,Neal,Maupay,119822
163,55,22,-DR-MR-,"D(R),M(R)",Tariq Lamptey,Tariq,Lamptey,386979
176,69,24,-FW-MC-ML-,"M(CL),FW",Alexis Mac Allister,Alexis,Mac Allister,345319
182,77,31,-FW-MC-ML-MR-,"M(CLR),FW",Rodrigo,Rodrigo,Moreno Machado,83459
175,70,26,-AMC-AML-AMR-FW-,"AM(CLR),FW",Jack Harrison,Jack,Harrison,317896
183,71,24,-FW-,FW,Patson Daka,Patson,Daka,345560
179,69,28,-MC-ML-MR-,M(CLR),Bruno Fernandes,Bruno Miguel,Borges Fernandes,123761
174,69,25,-AMC-AML-AMR-FW-,"AM(CLR),FW",Adam Armstrong,Adam,Armstrong,136460
184,71,35,-AML-AMR-FW-,"AM(LR),FW",Edinson Cavani,Edinson,Cavani,24328
176,74,26,-AML-FW-,"AM(L),FW",Yoane Wissa,Yoane,Wissa,296240
175,78,25,-AMC-AML-AMR-FW-,"AM(CLR),FW",Steven Bergwijn,Steven,Bergwijn,279425
180,75,32,-AMC-FW-,"AM(C),FW",Teemu Pukki,Teemu,Pukki,25028
185,71,29,-AMC-AML-AMR-FW-,"AM(CLR),FW",Patrick Bamford,Patrick,Bamford,109670
179,69,24,-FW-MC-ML-MR-,"M(CLR),FW",Christian Pulisic,Christian,Pulisic,302692
178,77,25,-FW-MC-ML-MR-,"M(CLR),FW",Leon Bailey,Leon,Bailey,327682
180,74,26,-AMC-AML-AMR-FW-,"AM(CLR),FW",Demarai Gray,Demarai,Gray,136945
186,77,33,-AMC-AML-FW-,"AM(CL),FW",Ashley Barnes,Ashley,Barnes,33386
186,86,33,-FW-,FW,Salomón Rondón,Salomón,Rondón,25964
174,71,25,-AMC-AML-AMR-FW-,"AM(CLR),FW",Ademola Lookman,Ademola,Lookman,299451
175,65,20,-FW-,FW,Joe Gelhardt,Joe,Gelhardt,362192
171,63,25,-AMC-AML-AMR-FW-,"AM(CLR),FW",Dan James,Dan,James,302313
176,79,29,-FW-MC-ML-MR-,"M(CLR),FW",Saman Ghoddos,Saman,Ghoddos,320575
177,77,27,-AMC-AML-AMR-FW-,"AM(CLR),FW",Hwang Hee-Chan,Hee-Chan,Hwang,262854
180,70,25,-AMC-AML-AMR-FW-,"AM(CLR),FW",Marcus Rashford,Marcus,Rashford,300299
185,79,22,-AMC-AML-AMR-FW-,"AM(CLR),FW",Josh Sargent,Josh,Sargent,367480
172,73,34,-MC-ML-MR-,M(CLR),Adam Lallana,Adam,Lallana,21683
191,73,22,-FW-,FW,Ellis Simms,Ellis,Simms,396483
185,76,24,-AMC-AML-AMR-FW-,"AM(CLR),FW",Ismaïla Sarr,Ismaïla,Sarr,322670
178,70,28,-AMC-AML-AMR-FW-,"AM(CLR),FW",Mohamed Elyounoussi,Mohamed,Elyounoussi,141732
0,0,22,-AMC-AMR-,AM(CR),William Smallbone,William,Smallbone,390036
182,76,23,-AMR-FW-,"AM(R),FW",Marcus Forss,Marcus,Forss,362215
178,75,21,-AML-FW-,"AM(L),FW",Gabriel Martinelli,Gabriel Teodoro,Martinelli Silva,380706
181,76,27,-AML-AMR-FW-,"AM(LR),FW",Anthony Martial,Anthony,Martial,122366
185,75,20,-FW-,FW,Fábio Silva,Fábio Daniel,Soares Silva,380655
177,73,26,-AMC-AML-AMR-FW-,"AM(CLR),FW",Milot Rashica,Milot,Rashica,289014
184,76,25,-MC-MR-,M(CR),Enock Mwepu,Enock,Mwepu,353191
180,70,29,-MC-ML-MR-,M(CLR),Alex Oxlade Chamberlain,Alex,Oxlade-Chamberlain,84146
0,0,23,-FW-,FW,Aaron Connolly,Aaron,Connolly,344325
181,78,31,-DR-FW-MC-MR-,"D(R),M(CR),FW",Pascal Groß,Pascal,Groß,71824
178,66,21,-FW-,FW,Folarin Balogun,Folarin,Balogun,384065
181,68,31,-FW-MC-ML-MR-,"M(CLR),FW",Kevin De Bruyne,Kevin,De Bruyne,73084
175,69,26,-AMC-AML-AMR-,AM(CLR),Matheus Pereira,Matheus Fellipe,Costa Pereira,297389
173,72,20,-AMC-AMR-,AM(CR),Amad Diallo,Amad,Diallo,386634
175,62,30,-AMC-AML-AMR-FW-,"AM(CLR),FW",Jesse Lingard,Jesse,Lingard,109000
180,75,31,-AMC-AML-AMR-FW-,"AM(CLR),FW",James Rodríguez,James,Rodríguez,71182
190,80,25,-FW-,FW,Tammy Abraham,Tammy,Abraham,317506
188,79,26,-AMC-AML-FW-,"AM(CL),FW",Oliver McBurnie,Oliver,McBurnie,138695
190,82,28,-FW-,FW,Sébastien Haller,Sébastien,Haller,236544
175,71,30,-AMC-AML-AMR-FW-,"AM(CLR),FW",Mohamed Salah,Mohamed,Salah Hamed Mahrous Ghaly,108226
189,89,28,-FW-,FW,Aleksandar Mitrovic,Aleksandar,Mitrovic,115279
183,74,35,-AMC-AML-AMR-FW-,"AM(CLR),FW",David McGoldrick,David,McGoldrick,18501
163,70,28,-FW-MC-ML-MR-,"M(CLR),FW",Ryan Fraser,Ryan,Fraser,93160
183,83,33,-AML-AMR-FW-,"AM(LR),FW",Hal Robson-Kanu,Hal,Robson-Kanu,35371
193,91,36,-FW-,FW,Olivier Giroud,Olivier,Giroud,24444
191,68,24,-FW-,FW,Keinan Davis,Keinan,Davis,303107
191,86,31,-FW-,FW,Mbaye Diagne,Mbaye,Diagne,142072
185,75,27,-AML-AMR-FW-,"AM(LR),FW",Divock Origi,Divock,Origi,124688
190,0,19,-FW-,FW,Daniel Jebbison,Daniel,Jebbison,415163
175,73,29,-AMC-AML-AMR-FW-,"AM(CLR),FW",Ivan Cavaleiro,Ivan Ricardo,Neves Abreu Cavaleiro,137386
190,86,27,-FW-,FW,Carlos Vinícius,Carlos Vinícius,Alves Morais,363077
178,72,29,-AMC-AML-AMR-FW-,"AM(CLR),FW",Ayoze Pérez,Ayoze,Pérez,135366
170,68,30,-DR-FW-MC-ML-MR-,"D(R),M(CLR),FW",Bobby De Cordova-Reid,Bobby,De Cordova-Reid,134332
176,68,33,-FW-MC-ML-MR-,"M(CLR),FW",Theo Walcott,Theo,Walcott,13796
180,77,29,-AMC-AML-AMR-,AM(CLR),Alireza Jahanbakhsh,Alireza,Jahanbakhsh,133390
185,76,29,-FW-,FW,Michy Batshuayi,Michy,Batshuayi,97803
193,79,34,-FW-,FW,Andy Carroll,Andy,Carroll,23383
181,78,24,-FW-,FW,Josh Maja,Josh,Maja,325156
185,75,31,-FW-MC-ML-MR-,"M(CLR),FW",Matt Phillips,Matt,Phillips,40036
189,93,31,-FW-,FW,Willian José,Willian José,Da Silva,77636
173,70,34,-AMC-AML-FW-,"AM(CL),FW",Sergio Agüero,Sergio,Agüero,14260
182,80,31,-AMC-AML-AMR-FW-,"AM(CLR),FW",Jordan Ayew,Jordan,Ayew,67491
174,66,25,-AMC-AML-,AM(CL),Harvey Barnes,Harvey,Barnes,331382
180,73,24,-AMC-AML-AMR-FW-,"AM(CLR),FW",Grady Diangana,Grady,Diangana,306943
175,0,28,-AMC-AMR-FW-,"AM(CR),FW",Percy Tau,Percy Muzi,Tau,229654
178,75,28,-AMC-AML-AMR-FW-,"AM(CLR),FW",Callum Robinson,Callum,Robinson,138768
174,78,33,-AML-AMR-FW-,"AM(LR),FW",Dwight Gayle,Dwight,Gayle,118326
180,70,25,-AMC-AML-FW-,"AM(CL),FW",Karlan Grant,Karlan,Grant,244568
174,70,28,-AMC-AML-AMR-FW-,"AM(CLR),FW",Miguel Almirón,Miguel,Almirón,303924
186,79,33,-FW-MC-ML-MR-,"M(CLR),FW",Gylfi Sigurdsson,Gylfi,Sigurdsson,69346
171,0,23,-AMC-AML-AMR-FW-,"AM(CLR),FW",Morgan Gibbs-White,Morgan,Gibbs-White,332867
191,88,27,-MC-ML-MR-,M(CLR),Ruben Loftus-Cheek,Ruben,Loftus-Cheek,255777
188,74,25,-AML-AMR-FW-,"AM(LR),FW",Oliver Burke,Oliver,Burke,244303
174,76,34,-AMC-AML-AMR-,AM(CLR),Willian,Willian,Borges da Silva,29463
175,70,37,-FW-,FW,Billy Sharp,Billy,Sharp,13399
180,75,22,-FW-,FW,Rhian Brewster,Rhian,Brewster,336285
184,80,26,-FW-,FW,Lys Mousset,Lys,Mousset,296332
178,72,30,-DL-MC-ML-MR-,"D(L),M(CLR)",Jeffrey Schlupp,Jeffrey,Schlupp,91822
174,68,28,-AMC-AML-AMR-FW-,"AM(CLR),FW",Takumi Minamino,Takumi,Minamino,262838
177,81,27,-AMR-FW-,"AM(R),FW",Aboubakar Kamara,Aboubakar,Kamara,243076
183,73,27,-AML-AMR-FW-,"AM(LR),FW",Nicolas Pépé,Nicolas,Pépé,239872
183,90,34,-FW-,FW,Troy Deeney,Troy,Deeney,25832
183,67,22,-AML-AMR-FW-,"AM(LR),FW",Moise Kean,Moise,Kean,328990
183,78,31,-AMR-FW-,"AM(R),FW",Cenk Tosun,Cenk,Tosun,77438
175,73,34,-FW-,FW,Chicharito,Javier,Hernández Balcázar,35003
169,71,22,-FW-,FW,Michael Obafemi,Michael,Obafemi,351355
183,80,39,-FW-,FW,Glenn Murray,Glenn,Murray,21427
191,93,26,-FW-,FW,Wesley,Wesley,Moraes Ferreira da Silva,328362
177,73,28,-AMC-AML-AMR-FW-,"AM(CLR),FW",Gerard Deulofeu,Gerard,Deulofeu,98317
187,80,25,-FW-,FW,Dominic Solanke,Dominic,Solanke,136459
188,76,26,-FW-MC-ML-,"M(CL),FW",Dele Alli,Dele,Alli,131519
182,77,32,-FW-MC-ML-MR-,"M(CLR),FW",Roberto Pereyra,Roberto,Pereyra,90000
183,77,30,-FW-,FW,Mbwana Samatta,Mbwana,Samatta,327685
183,75,25,-FW-,FW,Patrick Cutrone,Patrick,Cutrone,329681
188,90,27,-AML-AMR-FW-,"AM(LR),FW",Anwar El Ghazi,Anwar,El Ghazi,232261
178,83,31,-FW-,FW,Andre Gray,Andre,Gray,131487
182,82,35,-MC-ML-MR-,M(CLR),Robert Snodgrass,Robert,Snodgrass,9767
183,81,30,-AML-AMR-FW-,"AM(LR),FW",Josip Drmic,Josip,Drmic,83588
167,59,29,-MC-ML-MR-,M(CLR),Manuel Lanzini,Manuel,Lanzini,89998
180,78,29,-FW-,FW,Florin Andone,Florin,Andone,255183
183,74,32,-FW-,FW,Ilija Nestorovski,Ilija,Nestorovski,298053
190,79,35,-AMC-AML-AMR-FW-,"AM(CLR),FW",Josip Ilicic,Josip,Ilicic,43194
172,70,27,-MC-ML-MR-,M(CLR),Nahitan Nández,Nahitan,Nández,280928
183,84,34,-FW-,FW,Felipe Caicedo,Felipe,Caicedo,22466
188,82,27,-MC-ML-MR-,M(CLR),Mario Pasalic,Mario,Pasalic,129903
179,79,31,-AMC-AML-FW-,"AM(CL),FW",Luis Muriel,Luis,Muriel,84190
195,95,41,-FW-,FW,Zlatan Ibrahimovic,Zlatan,Ibrahimovic,3281
185,78,24,-FW-,FW,Victor Osimhen,Victor,Osimhen,298510
190,88,23,-FW-,FW,Dusan Vlahovic,Dusan,Vlahovic,315369
169,62,34,-FW-MC-ML-MR-,"M(CLR),FW",Alexis Sánchez,Alexis,Sánchez,25244
185,78,32,-FW-,FW,Ciro Immobile,Ciro,Immobile,70141
177,75,29,-AMC-AMR-FW-,"AM(CR),FW",Paulo Dybala,Paulo,Dybala,114863
169,61,35,-AMC-AML-AMR-FW-,"AM(CLR),FW",Dries Mertens,Dries,Mertens,23100
174,72,25,-FW-,FW,Lautaro Martínez,Lautaro,Martínez,299344
185,78,29,-AMC-AML-AMR-FW-,"AM(CLR),FW",Ante Rebic,Ante,Rebic,101735
163,59,31,-AMC-AML-FW-,"AM(CL),FW",Lorenzo Insigne,Lorenzo,Insigne,83390
175,70,29,-FW-MC-ML-MR-,"M(CLR),FW",Felipe Anderson,Felipe Anderson,Pereira Gomes,93026
198,94,32,-FW-,FW,Milan Djuric,Milan,Djuric,33649
193,80,36,-FW-,FW,Edin Dzeko,Edin,Dzeko,24845
189,75,28,-AMC-AML-FW-,"AM(CL),FW",Joaquín Correa,Joaquín,Correa,125378
186,77,26,-MC-ML-,M(CL),Lorenzo Pellegrini,Lorenzo,Pellegrini,148546
189,88,31,-FW-,FW,Duván Zapata,Duván,Zapata,41073
188,76,27,-AMC-AML-AMR-FW-,"AM(CLR),FW",Gastón Pereiro,Gastón,Pereiro,289327
183,80,26,-AMC-AML-FW-,"AM(CL),FW",Abdelhamid Sabiri,Abdelhamid,Sabiri,333255
176,72,29,-AMC-AML-AMR-FW-,"AM(CLR),FW",Gianluca Caprari,Gianluca,Caprari,98567
172,68,26,-AMC-AML-AMR-FW-,"AM(CLR),FW",Jérémie Boga,Jérémie,Boga,280766
181,74,23,-AMC-,AM(C),Michaël Cuisance,Michaël,Cuisance,344198
175,70,25,-FW-MC-ML-MR-,"M(CLR),FW",Federico Chiesa,Federico,Chiesa,322971
181,79,29,-FW-MC-MR-,"M(CR),FW",Ruslan Malinovskyi,Ruslan,Malinovskyi,295456
171,62,30,-AMC-AML-AMR-FW-,"AM(CLR),FW",Simone Verdi,Simone,Verdi,82144
194,88,25,-FW-,FW,Beto,Norberto Bercique,Gomes Betuncal,380546
181,70,29,-DL-DMC-ML-,"D(L),DMC,M(L)",Dalbert,Dalbert Henrique,Chagas Estevao,322748
196,85,24,-FW-,FW,Gianluca Scamacca,Gianluca,Scamacca,302650
186,86,27,-AML-AMR-FW-,"AM(LR),FW",Isaac Success,Isaac,Success,145940
174,81,24,-AMC-AML-AMR-FW-,"AM(CLR),FW",Jovane Cabral,Jovane Eduardo,Borges Cabral,361964
190,85,27,-FW-,FW,Andrea Petagna,Andrea,Petagna,122296
180,81,27,-AMR-FW-,"AM(R),FW",Giovanni Simeone,Giovanni,Simeone,133839
192,83,33,-AMC-AML-AMR-FW-,"AM(CLR),FW",Marko Arnautovic,Marko,Arnautovic,34693
190,84,30,-AML-FW-,"AM(L),FW",Álvaro Morata,Álvaro,Morata,91213
183,73,26,-FW-MC-MR-,"M(CR),FW",Riccardo Orsolini,Riccardo,Orsolini,286828
175,0,21,-AMC-,AM(C),Yayah Kallon,Yayah,Kallon,416184
180,70,26,-FW-,FW,Antonio Sanabria,Antonio,Sanabria,135057
178,70,26,-MC-,M(C),Razvan Marin,Razvan,Marin,239013
188,72,23,-FW-,FW,Andrea Pinamonti,Andrea,Pinamonti,317544
183,77,24,-AMC-AML-FW-,"AM(CL),FW",Musa Barrow,Musa,Barrow,350076
181,75,31,-AMC-AML-AMR-FW-,"AM(CLR),FW",Manolo Gabbiadini,Manolo,Gabbiadini,74921
186,86,24,-FW-,FW,Arthur Cabral,Arthur,Mendonça Cabral,355666
188,72,26,-MC-ML-MR-,M(CLR),Morten Thorsby,Morten,Thorsby,128839
182,74,27,-FW-MC-MR-,"M(CR),FW",Aleksey Miranchuk,Aleksey,Miranchuk,129354
180,75,35,-FW-,FW,Francesco Caputo,Francesco,Caputo,67834
190,81,27,-FW-,FW,Eldor Shomurodov,Eldor,Shomurodov,262707
181,70,29,-FW-ML-MR-,"M(LR),FW",Emmanuel Gyasi,Emmanuel,Gyasi,143526
184,73,30,-AMC-AML-AMR-FW-,"AM(CLR),FW",João Pedro,João Pedro Geraldino,dos Santos Galvão,86935
188,80,34,-FW-,FW,Leonardo Pavoletti,Leonardo,Pavoletti,95822
180,67,27,-AMC-AMR-,AM(CR),Mattia Aramu,Mattia,Aramu,143525
190,79,23,-AMC-AMR-FW-,"AM(CR),FW",Nicolò Zaniolo,Nicolò,Zaniolo,332398
183,77,27,-FW-,FW,Krzysztof Piatek,Krzysztof,Piatek,339504
182,75,25,-AMC-AML-AMR-FW-,"AM(CLR),FW",David Okereke,David,Okereke,315538
175,70,24,-AMC-AML-AMR-FW-,"AM(CLR),FW",Josip Brekalo,Josip,Brekalo,298792
192,86,28,-FW-,FW,Thomas Henry,Thomas,Henry,301074
181,73,31,-FW-,FW,Mattia Destro,Mattia,Destro,67434
182,76,25,-FW-,FW,Rey Manaj,Rey,Manaj,294136
187,79,35,-FW-,FW,Nikola Kalinic,Nikola,Kalinic,25091
171,75,28,-FW-ML-MR-,"M(LR),FW",Federico Di Francesco,Federico,Di Francesco,128605
181,72,29,-FW-,FW,Andrea Belotti,Andrea,Belotti,112272
185,82,26,-FW-,FW,MBala Nzola,MBala,Nzola,343368
183,75,20,"",Forward,Janis Antiste,Janis,Antiste,391837
182,74,25,-FW-,FW,Borja Mayoral,Borja,Mayoral,278721
180,79,31,-AMC-AMR-FW-,"AM(CR),FW",Gregoire Defrel,Gregoire,Defrel,101767
180,79,40,-FW-,FW,Fabio Quagliarella,Fabio,Quagliarella,9730
187,75,29,"",Forward,Francesco Forte,Francesco,Forte,118793
190,81,31,-FW-,FW,Andrea La Mantia,Andrea,La Mantia,83738
181,80,27,-AML-AMR-FW-,"AM(LR),FW",Keita Baldé,Keita,Baldé,136294
180,74,27,-AMC-AML-AMR-FW-,"AM(CLR),FW",Ignacio Pussetto,Ignacio,Pussetto,134698
170,72,39,-AMC-AML-FW-,"AM(CL),FW",Franck Ribéry,Franck,Ribéry,9016
187,75,26,-FW-,FW,Cedric Gondo,Cedric,Gondo,425444
185,80,30,-AMC-AML-FW-,"AM(CL),FW",Kevin Lasagna,Kevin,Lasagna,294169
190,86,28,-AMC-AMR-,AM(CR),Antonín Barak,Antonín,Barak,131042
182,79,25,-AMC-FW-,"AM(C),FW",Federico Bonazzoli,Federico,Bonazzoli,149543
188,80,28,-AMC-AML-AMR-FW-,"AM(CLR),FW",Caleb Ekuban,Caleb,Ekuban,124209
178,70,24,-AMC-AMR-FW-,"AM(CR),FW",Kevin Agudelo,Kevin,Agudelo,382636
179,68,23,-AMC-,AM(C),Nedim Bajrami,Nedim,Bajrami,423448
182,73,22,-FW-,FW,Kelvin Yeboah,Kelvin,Yeboah,423284
187,78,22,-FW-,FW,Roberto Piccoli,Roberto,Piccoli,369414
196,78,21,-FW-,FW,Pietro Pellegri,Pietro,Pellegri,332270
198,84,30,-FW-,FW,Simy,Simeon Tochukwu,Nwankwo,135564
189,85,27,-MC-,M(C),Alessandro Deiola,Alessandro,Deiola,130368
172,69,22,-AMC-AML-FW-,"AM(CL),FW",Giacomo Raspadori,Giacomo,Raspadori,371497
175,68,31,-AML-AMR-FW-,"AM(LR),FW",Nicola Sansone,Nicola,Sansone,83651
175,62,20,"",Forward,Felix Afena-Gyan,Felix,Afena-Gyan,426915
180,70,35,-MC-ML-MR-,M(CLR),Antonio Candreva,Antonio,Candreva,34112
184,75,39,-FW-MC-MR-,"M(CR),FW",Goran Pandev,Goran,Pandev,6093
180,75,33,-MC-ML-MR-,M(CLR),Giacomo Bonaventura,Giacomo,Bonaventura,40384
185,73,21,"",Forward,David Strelec,David,Strelec,383862
186,80,22,-AMC-AMR-FW-,"AM(CR),FW",Dejan Kulusevski,Dejan,Kulusevski,355855
182,80,30,-FW-,FW,Leonardo Mancuso,Leonardo,Mancuso,122628
185,73,24,-AML-FW-,"AM(L),FW",Dennis Johnsen,Dennis,Johnsen,333251
178,74,23,"",Forward,Flavio Bianchi,Flavio,Bianchi,396655
188,88,29,-FW-,FW,Jean-Pierre Nsame,Jean-Pierre,Nsame,113649
185,0,18,"",Forward,Antonio Raimondo,Antonio,Raimondo,415892
169,65,35,-FW-MC-ML-MR-,"M(CLR),FW",Pedro,Pedro,Rodríguez Ledesma,44055
188,77,28,-MC-ML-,M(CL),Hernani,Hernani,Azevedo Júnior,101958
194,92,28,-FW-,FW,Vedat Muriqi,Vedat,Muriqi,254352
178,0,21,-AMC-FW-,"AM(C),FW",Eddie Salcedo,Eddie,Salcedo,343775
181,80,29,-MC-ML-,M(CL),Stefano Sturaro,Stefano,Sturaro,97265
180,78,29,-MC-,M(C),Adrien Tameze,Adrien,Tameze,124721
180,76,28,-MC-ML-MR-,M(CLR),Piotr Zielinski,Piotr,Zielinski,118169
186,80,34,-FW-MC-ML-MR-,"M(CLR),FW",Ivan Perisic,Ivan,Perisic,70524
182,76,31,-AMC-AML-AMR-,AM(CLR),Roberto Soriano,Roberto,Soriano,78906
180,66,22,-AMC-AML-,AM(CL),Mikkel Damsgaard,Mikkel,Damsgaard,401168
172,65,26,-AMC-AML-AMR-FW-,"AM(CLR),FW",Adam Ounas,Adam,Ounas,297577
174,70,31,-AMC-AMR-FW-,"AM(CR),FW",Junior Messias,Junior Walter,Messias,401098
172,63,32,-AMC-AML-AMR-FW-,"AM(CLR),FW",Diego Farias,Diego,da Silva Farias,67279
193,89,37,-FW-,FW,Graziano Pellè,Graziano,Pellè,17909
175,68,25,-AMC-AML-FW-,"AM(CL),FW",Juan Brunetta,Juan,Brunetta,326591
188,81,23,-AML-FW-,"AM(L),FW",Rafael Leão,Rafael Alexandre,da Conceição Leão,349207
