"height","weight","age","playedPositions","playedPositionsShort","name","firstName","lastName","playerId"
170,65,24,-AMC-AML-AMR-FW-,"AM(CLR),FW",Diego Rossi,Diego,Rossi,354089
178,81,25,-FW-,FW,Fábio Gomes,Fábio Roberto,Gomes Netto,413728
183,75,40,-AMC-AMR-FW-,"AM(CR),FW",Chris Wondolowski,Chris,Wondolowski,28962
183,75,29,-AMC-AML-AMR-FW-,"AM(CLR),FW",Fabian Herbers,Fabian,Herbers,313024
168,64,28,-AML-AMR-FW-,"AM(LR),FW",Ismael Tajouri-Shradi,Ismael,Tajouri-Shradi,125130
175,72,26,-DL-FW-ML-,"D(L),M(L),FW",Jon Gallagher,Jon,Gallagher,373442
178,70,23,-AMC-,AM(C),José Cifuentes,José,Cifuentes,393145
183,75,23,-AML-FW-,"AM(L),FW",Benjamin Kikanovic,Benjamin,Kikanovic,414584
173,70,28,-MC-ML-MR-,M(CLR),Andy Polo,Andy,Polo,149542
178,75,27,-MC-ML-MR-,M(CLR),Tomás Pochettino,Tomás,Pochettino,299687
195,81,31,-FW-,FW,Bjørn Johnsen,Bjørn,Johnsen,343196
178,79,30,-FW-,FW,Erick Torres,Erick,Torres,38905
178,73,27,-AML-AMR-FW-,"AM(LR),FW",Corey Baird,Corey,Baird,354544
183,73,22,"",Forward,Calvin Harris,Calvin,Harris,413745
188,79,24,"",Forward,Machop Chol,Machop,Chol,413707
175,77,24,"",Forward,Edward Kizza,Edward,Kizza,413741
175,68,25,"",Midfielder,Blake Bodily,Blake,Bodily,397072
193,81,27,"",Forward,Elliot Collier,Elliot,Collier,354263
177,65,28,-AMC-AML-,AM(CL),Rodolfo Pizarro,Rodolfo,Pizarro,142040
177,70,23,-AMR-FW-,"AM(R),FW",Stanislav Ivanov,Stanislav,Ivanov,376820
0,0,20,-FW-,FW,Sunusi Ibrahim,Sunusi,Ibrahim,415654
178,73,25,-AML-,AM(L),Ifunanyachi Achara,Ifunanyachi,Achara,393390
173,72,21,-AMC-AML-AMR-,AM(CLR),Indiana Vassilev,Indiana,Vassilev,390215
172,66,22,-DL-MC-ML-MR-,"D(L),M(CLR)",Álvaro Barreal,Álvaro,Barreal,363107
174,74,39,-AMC-AML-FW-,"AM(CL),FW",Lisandro López,Lisandro,López,14342
173,70,37,-FW-,FW,Bradley Wright-Phillips,Bradley,Wright-Phillips,10718
175,84,33,-FW-,FW,Ramón Ábila,Ramón,Ábila,246390
176,68,23,-FW-,FW,Erik Sorga,Erik,Sorga,376855
183,74,23,"",Forward,Wilson Harris,Wilson,Harris,374852
179,78,33,-AMC-AML-FW-,"AM(CL),FW",Andrés Ríos,Andrés,Ríos,43629
180,77,25,"",Forward,Cal Jennings,Cal,Jennings,414215
190,79,21,"",Forward,Jackson Conway,Jackson,Conway,414561
178,78,32,-DL-DR-MC-ML-MR-,"D(LR),M(CLR)",Nick DeLeon,Nick,DeLeon,112012
183,73,23,"",Midfielder,Manny Perez,Emanuel,Perez,415755
178,75,23,"",Forward,Mateo Bajamich,Mateo,Bajamich,413670
186,79,31,-FW-,FW,Patrick Mullins,Patrick,Mullins,143481
178,77,23,-AMC-,AM(C),Anthony Fontana,Anthony,Fontana,354027
180,67,22,"",Forward,Niccolo Lemoine,Niccolo,Lemoine,396236
185,77,24,-AML-FW-,"AM(L),FW",Robbie Robinson,Robbie,Robinson,393147
175,68,23,-DMC-,DMC,Caio Alexandre,Caio Alexandre,Souza e Silva,388735
178,76,26,-AMC-,AM(C),Dániel Gazdag,Dániel,Gazdag,366706
178,64,19,-AMC-AML-AMR-,AM(CLR),Brian Gutiérrez,Brian,Gutiérrez,396565
173,66,29,-MC-ML-MR-,M(CLR),Tsubasa Endoh,Tsubasa,Endoh,313008
178,76,24,"",Forward,Aké Arnaud Loba,Aké Arnaud,Loba,419815
186,84,30,-FW-MC-ML-MR-,"M(CLR),FW",Juan Agudelo,Juan,Agudelo,85477
181,74,24,-AMR-,AM(R),Orrin McKinze Gaines II,Orrin McKinze,Gaines II,346839
173,64,21,"",Forward,Erik López,Erik,López,414220
180,69,18,"",Midfielder,Quinn Sullivan,Quinn,Sullivan,413782
194,84,32,-FW-,FW,Fanendo Adi,Fanendo,Adi,98826
165,62,27,-AML-AMR-,AM(LR),Jáder Obrian,Jáder,Obrian,413733
185,73,24,"",Forward,Kimarni Smith,Kimarni,Smith,413724
174,64,28,-AML-,AM(L),Carlos Fierro,Carlos,Fierro,380693
170,65,32,-AMC-AML-AMR-FW-,"AM(CLR),FW",Bojan,Bojan,Krkic Perez,31402
182,78,28,-DL-ML-MR-,"D(L),M(LR)",Mortadha Ben Ouanes,Mortadha,Ben Ouanes,422798
180,77,23,-AMR-FW-,"AM(R),FW",Jackson Muleka,Jackson,Muleka,401116
179,73,32,-AMC-AML-AMR-FW-,"AM(CLR),FW",Alexandru Maxim,Alexandru,Maxim,108929
175,60,27,-AMC-AML-AMR-FW-,"AM(CLR),FW",Fousseni Diabaté,Fousseni,Diabaté,332135
182,72,29,-AML-AMR-FW-,"AM(LR),FW",Ayoub El Kaabi,Ayoub,El Kaabi,346110
181,73,28,-MC-,M(C),Bernard Mensah,Bernard,Mensah,296096
190,78,31,-AML-AMR-FW-,"AM(LR),FW",Djaniny,Jorge Djaniny,Tavares Semedo,120733
190,80,31,-FW-,FW,Serdar Dursun,Serdar,Dursun,113772
177,78,32,-FW-MC-ML-,"M(CL),FW",Younès Belhanda,Younès,Belhanda,78195
178,62,26,-MC-ML-MR-,M(CLR),Endri Çekiçi,Endri,Çekiçi,146207
176,69,31,"",Midfielder,Jorge Félix,Jorge Félix,Muñoz García,279310
177,74,33,-AML-AMR-FW-,"AM(LR),FW",Enner Valencia,Enner,Valencia,83895
185,0,25,-FW-,FW,Mostafa Mohamed,Mostafa Mohamed,Ahmed Abdallah,409837
177,70,35,-AMC-AML-AMR-FW-,"AM(CLR),FW",Adem Büyük,Adem,Büyük,77827
178,70,26,-FW-,FW,Umut Bozok,Umut,Bozok,361813
184,77,27,-MC-ML-,M(CL),Dylan Saint-Louis,Dylan,Saint-Louis,260839
177,78,30,-AML-FW-,"AM(L),FW",Britt Assombalonga,Britt,Assombalonga,134427
191,75,29,-FW-,FW,Umut Nayir,Umut,Nayir,292145
177,76,32,-AMC-AML-AMR-FW-,"AM(CLR),FW",Yannis Salibur,Yannis,Salibur,72757
185,79,35,-FW-ML-MR-,"M(LR),FW",Mame Diouf,Mame,Diouf,26013
188,80,30,-FW-,FW,Leke James,Leke,James,328854
190,83,27,-AML-FW-,"AM(L),FW",Cherif Ndiaye,Cherif,Ndiaye,400021
192,80,30,-FW-,FW,Famara Diédhiou,Famara,Diédhiou,236503
185,70,32,-AML-AMR-FW-,"AM(LR),FW",Sokol Cikalleshi,Sokol,Cikalleshi,92333
180,74,31,-FW-,FW,Muhammet Demir,Muhammet,Demir,67627
193,65,25,-AML-FW-,"AM(L),FW",Benjamin Tetteh,Benjamin,Tetteh,281114
186,70,37,-AMR-FW-,"AM(R),FW",Mustapha Yatabaré,Mustapha,Yatabaré,42576
183,75,33,-AMR-,AM(R),Leandro Kappel,Leandro,Kappel,141811
191,87,30,-FW-,FW,Aleksandar Pesic,Aleksandar,Pesic,71126
182,72,23,-AML-AMR-FW-,"AM(LR),FW",Paul Mukairu,Paul,Mukairu,381822
182,72,34,-AMC-AML-AMR-FW-,"AM(CLR),FW",Mustafa Pektemek,Mustafa,Pektemek,34022
179,75,32,-MC-,M(C),Andrea Bertolacci,Andrea,Bertolacci,67428
175,0,22,"",Midfielder,Mirza Cihan,Mirza,Cihan,404335
186,79,24,-AMC-FW-,"AM(C),FW",Mërgim Berisha,Mërgim,Berisha,252217
175,76,33,-FW-,FW,Mario Gavranovic,Mario,Gavranovic,31777
176,70,26,-AML-AMR-,AM(LR),Zymer Bytyqi,Zymer,Bytyqi,111180
184,75,27,-FW-,FW,Daouda Bamba,Daouda,Bamba,135183
184,77,24,-AML-FW-,"AM(L),FW",Güven Yalçin,Güven,Yalçin,362509
176,65,29,-AMR-FW-,"AM(R),FW",Olarenwaju Kayode,Olarenwaju,Kayode,327696
173,0,20,"",Midfielder,Haqi Osman,Haqi,Osman,423066
180,76,26,-AML-FW-,"AM(L),FW",João Figueiredo,João Vitor,Brandão Figueiredo,318130
171,66,30,-FW-MC-ML-MR-,"M(CLR),FW",Ahmed Musa,Ahmed,Musa,93577
188,78,36,-AMC-AML-FW-,"AM(CL),FW",Deniz Kadah,Deniz,Kadah,29745
188,90,27,-AML-AMR-FW-,"AM(LR),FW",Cyle Larin,Cyle,Larin,273229
170,62,35,-DR-FW-MC-ML-MR-,"D(R),M(CLR),FW",Kenan Özer,Kenan,Özer,39123
184,77,37,-FW-,FW,Bafétimbi Gomis,Bafétimbi,Gomis,14308
190,90,35,-FW-,FW,Adis Jahovic,Adis,Jahovic,103973
170,61,29,-AMC-AML-AMR-,AM(CLR),Halil Akbunar,Halil,Akbunar,343354
188,72,33,-FW-,FW,Ibrahima Baldé,Ibrahima,Baldé,82708
181,72,36,-AMC-AML-AMR-FW-,"AM(CLR),FW",Ilhan Parlak,Ilhan,Parlak,33070
183,0,22,-AML-,AM(L),Oguz Aydin,Oguz,Aydin,422929
183,73,37,-AMR-FW-,"AM(R),FW",Papiss Cissé,Papiss,Cissé,24223
174,0,25,-AMC-,AM(C),David Tijanic,David,Tijanic,403217
176,71,27,-MC-ML-MR-,M(CLR),Irfan Can Kahveci,Irfan Can,Kahveci,113645
179,70,30,-DR-MC-MR-,"D(R),M(CR)",André Biyogo Poko,André,Biyogo Poko,108288
186,0,20,-FW-,FW,Bertug Yildirim,Bertug,Yildirim,422796
187,74,31,-MC-,M(C),Erik Sabo,Erik,Sabo,98028
182,70,30,-AMC-AML-AMR-,AM(CLR),Rachid Ghezzal,Rachid,Ghezzal,95423
190,0,25,-FW-,FW,Ahmed Yasser Rayan,Ahmed Yasser Anwar Mohamed,Rayan,423457
177,72,24,-AML-AMR-,AM(LR),Makana Baku,Makana,Baku,379183
185,79,38,"",Forward,Marco Paixão,Marco Filipe,Lopes Paixão,297391
183,79,34,-MC-ML-MR-,M(CLR),Birkir Bjarnason,Birkir,Bjarnason,16431
186,85,31,-AML-FW-,"AM(L),FW",Souleymane Doukara,Souleymane,Doukara,118138
165,60,27,-MC-,M(C),Recep Niyaz,Recep,Niyaz,107851
180,0,28,-AML-FW-,"AM(L),FW",Gökhan Sazdagi,Gökhan,Sazdagi,422799
190,78,25,-AMC-AMR-FW-,"AM(CR),FW",Kubilay Kanatsizkus,Kubilay,Kanatsizkus,302718
187,80,33,-FW-MC-ML-MR-,"M(CLR),FW",Nacer Chadli,Nacer,Chadli,34302
178,74,27,-AML-AMR-,AM(LR),Lourency,Lourency,do Nascimento Rodrigues,317824
176,75,31,-AMC-,AM(C),César Pinares,César,Pinares,76793
175,79,30,-AML-AMR-FW-,"AM(LR),FW",Fredrik Gulbrandsen,Fredrik,Gulbrandsen,247455
182,78,29,-ML-MR-,M(LR),Ángelo Sagal,Ángelo,Sagal,110310
169,58,33,-MC-ML-MR-,M(CLR),Efecan Karaca,Efecan,Karaca,67579
187,75,30,-DR-MC-MR-,"D(R),M(CR)",Bryan Dabo,Bryan,Dabo,86820
189,80,26,-FW-,FW,Deniz Hümmet,Deniz,Hümmet,303767
177,77,34,-FW-MC-ML-MR-,"M(CLR),FW",Daniel Candeias,Daniel João,Santos Candeias,121730
191,82,28,-AMC-FW-,"AM(C),FW",Amar Rahmanovic,Amar,Rahmanovic,108014
188,79,28,-AML-FW-,"AM(L),FW",Enzo Crivelli,Enzo,Crivelli,142017
180,0,24,-MC-,M(C),Yalçin Kayan,Yalçin,Kayan,361981
181,0,21,-AMR-FW-,"AM(R),FW",Gökdeniz Bayrakdar,Gökdeniz,Bayrakdar,400313
176,73,28,-FW-MC-ML-MR-,"M(CLR),FW",Miguel Cardoso,Miguel Felipe,Nunes Cardoso,295002
172,75,27,-AML-AMR-,AM(LR),Georges-Kévin Nkoudou,Georges-Kévin,Nkoudou,134887
169,70,25,-AML-AMR-FW-,"AM(LR),FW",Joseph Paintsil,Joseph,Paintsil,363655
177,72,31,-AMC-AML-AMR-,AM(CLR),Alper Potuk,Alper,Potuk,75461
178,72,26,-AML-FW-,"AM(L),FW",Aaron Salem Boupendza,Aaron Salem,Boupendza,401246
179,72,32,-AML-AMR-FW-,"AM(LR),FW",Pedro Henrique,Pedro Henrique,Konzen Medina da Silva,110424
188,75,26,-FW-ML-MR-,"M(LR),FW",Ogulcan Çaglayan,Ogulcan,Çaglayan,142429
183,0,20,"",Forward,Veton Tusha,Veton,Tusha,409333
181,75,33,-AMC-AMR-FW-,"AM(CR),FW",Rick Boldrin,Fernando Henrique,Boldrin,327714
186,86,32,-AML-AMR-FW-,"AM(LR),FW",Fodé Koita,Fodé,Koita,70277
182,84,28,-AML-FW-,"AM(L),FW",Armin Hodzic,Armin,Hodzic,128969
174,0,28,-MC-,M(C),Mert Hakan Yandas,Mert Hakan,Yandas,343332
190,83,30,-FW-,FW,Isaac Kiese Thelin,Isaac,Kiese Thelin,107465
188,0,31,"",Forward,Oltan Karakullukçu,Oltan,Karakullukçu,400253
175,74,25,"",Midfielder,Alan Carius,Alan,Lima Carius,400265
187,80,33,-AMC-AMR-FW-,"AM(CR),FW",Emre Güral,Emre,Güral,136592
185,79,30,-AML-AMR-FW-,"AM(LR),FW",Mame Thiam,Mame,Thiam,109051
176,77,36,-AMC-AML-FW-,"AM(CL),FW",Aatif Chahechouhe,Aatif,Chahechouhe,39356
181,75,29,-MC-ML-MR-,M(CLR),Anastasios Bakasetas,Anastasios,Bakasetas,86081
175,73,34,-FW-MC-ML-MR-,"M(CLR),FW",Floyd Ayité,Floyd,Ayité,42572
189,86,28,-FW-,FW,Michael Frey,Michael,Frey,110427
190,86,37,-FW-,FW,Milan Skoda,Milan,Skoda,282808
178,0,31,-FW-,FW,Anton Maglica,Anton,Maglica,345523
180,79,27,-AML-AMR-FW-,"AM(LR),FW",Braian Samudio,Braian,Samudio,361796
184,84,26,-FW-,FW,Adam Bareiro,Adam,Bareiro,379777
185,72,31,-FW-,FW,Torgeir Børven,Torgeir,Børven,81467
176,70,31,-FW-ML-MR-,"M(LR),FW",Gökhan Töre,Gökhan,Töre,71015
188,74,28,-FW-,FW,Jonathan Bolingi,Jonathan,Bolingi,232331
185,80,33,-AML-,AM(L),Anthony Nwakaeme,Anthony,Nwakaeme,327719
182,80,37,-AMC-AML-AMR-FW-,"AM(CLR),FW",Lukas Podolski,Lukas,Podolski,6040
189,75,25,-FW-,FW,Aliou Badji,Aliou,Badji,335728
177,72,32,-AMC-FW-,"AM(C),FW",Paolo Hurtado,Paolo,Hurtado,37486
187,77,32,-FW-,FW,Denis Alibec,Denis,Alibec,74162
183,78,29,-AMC-FW-,"AM(C),FW",Benik Afobe,Benik,Afobe,93647
181,78,39,-AML-AMR-FW-,"AM(LR),FW",Arouna Koné,Arouna,Koné,8943
185,75,32,-FW-,FW,Artur Sobiech,Artur,Sobiech,43282
189,78,33,-FW-,FW,Artem Kravets,Artem,Kravets,33479
176,70,31,-AML-FW-,"AM(L),FW",Ricardo Gomes,Ricardo Jorge,Pires Gomes,135222
187,86,35,-FW-,FW,Alexander Søderlund,Alexander,Søderlund,20682
178,70,32,-AMC-,AM(C),Gökhan Karadeniz,Gökhan,Karadeniz,239793
180,78,33,-AML-AMR-FW-,"AM(LR),FW",Giovanni Sio,Giovanni,Sio,27976
181,78,34,-FW-,FW,Brown Ideye,Brown,Ideye,36521
183,80,32,-FW-,FW,Dever Orgill,Dever,Orgill,318496
181,85,35,-FW-,FW,Mevlüt Erdinç,Mevlüt,Erdinç,19248
182,81,31,-FW-,FW,Armando Sadiku,Armando,Sadiku,99197
185,0,22,"",Forward,Ömer Uzun,Ömer,Uzun,389948
183,75,35,-AMC-AML-FW-,"AM(CL),FW",Bogdan Stancu,Bogdan,Stancu,25754
175,70,31,-DL-DR-FW-MC-ML-MR-,"D(LR),M(CLR),FW",Ömer Sahiner,Ömer,Sahiner,109860
184,82,29,-FW-,FW,Rashad Muhammed,Rashad,Muhammed,354320
167,60,33,-AMC-AML-FW-,"AM(CL),FW",Mugdat Celik,Mugdat,Celik,77535
184,75,39,-AMC-AML-AMR-FW-,"AM(CLR),FW",Umut Bulut,Umut,Bulut,12551
185,80,29,"",Forward,Kevin Luckassen,Kevin,Luckassen,104908
178,69,36,-AMC-AML-FW-,"AM(CL),FW",Stefano Napoleoni,Stefano,Napoleoni,303438
187,0,24,-AML-FW-,"AM(L),FW",Erdon Daci,Erdon,Daci,369062
189,90,37,-AMC-FW-,"AM(C),FW",Demba Ba,Demba,Ba,21457
176,75,32,-MC-ML-MR-,M(CLR),Tunay Torun,Tunay,Torun,31539
183,82,28,-AML-AMR-,AM(LR),Hadi Sacko,Hadi,Sacko,116626
178,72,26,-AML-AMR-,AM(LR),Kevin Varga,Kevin,Varga,400264
177,75,32,-AML-AMR-FW-,"AM(LR),FW",Muris Mesanovic,Muris,Mesanovic,391020
176,76,34,-AML-AMR-FW-,"AM(LR),FW",Mostapha El Kabir,Mostapha,El Kabir,69853
177,70,25,-AMC-AML-FW-,"AM(CL),FW",Farouk Miya,Farouk,Miya,241266
185,0,21,"",Forward,Sami Gökhan Altiparmak,Sami Gökhan,Altiparmak,393502
187,0,24,"",Forward,Ilker Karakas,Ilker,Karakas,352900
190,74,22,"",Forward,Embiya Ayyildiz,Embiya,Ayyildiz,409348
181,80,29,-DR-MC-,"D(R),M(C)",Jefferson,Jefferson,Nogueira Junior,122215
182,72,35,-FW-MC-ML-MR-,"M(CLR),FW",Kevin Mirallas,Kevin,Mirallas,15834
183,79,32,-AML-AMR-FW-,"AM(LR),FW",Sefa Yilmaz,Sefa,Yilmaz,91122
184,80,34,"",Forward,Gerard Gohou,Gerard,Gohou,132689
184,77,34,-AML-AMR-FW-,"AM(LR),FW",Junior Fernandes,Junior,Fernandes,97161
189,78,31,-AMC-AML-AMR-FW-,"AM(CLR),FW",Yacine Bammou,Yacine,Bammou,231145
182,76,21,-FW-,FW,Allahyar Sayyadmanesh,Allahyar,Sayyadmanesh,381897
180,73,30,-FW-MC-ML-MR-,"M(CLR),FW",Emre Akbaba,Emre,Akbaba,291974
180,76,31,-AML-AMR-,AM(LR),Moryke Fofana,Moryke,Fofana,119663
190,88,31,-FW-,FW,Blanco Leschuk,Gustavo Ezequiel,Blanco Leschuk,98847
185,85,36,-FW-,FW,Cameron Jerome,Cameron,Jerome,10737
183,74,28,-AMC-AML-AMR-,AM(CLR),Tyler Boyd,Tyler,Boyd,120342
185,84,33,-FW-,FW,Gelmin Rivas,Gelmin,Rivas,283008
180,76,33,-FW-MR-,"M(R),FW",Nill De Pauw,Nill,De Pauw,58780
175,69,28,-AMC-AML-AMR-FW-,"AM(CLR),FW",Patrick Twumasi,Patrick,Twumasi,112717
183,73,27,-AMC-AML-AMR-FW-,"AM(CLR),FW",Deni Milosevic,Deni,Milosevic,141149
191,82,38,-FW-,FW,Emmanuel Adebayor,Emmanuel,Adebayor,6363
185,82,35,-FW-,FW,Kamil Wilczek,Kamil,Wilczek,294172
186,72,32,-FW-MC-,"M(C),FW",Denys Harmash,Denys,Harmash,80896
187,79,37,-DR-FW-MR-,"D(R),M(R),FW",Mehmet Akyuz,Mehmet,Akyuz,35709
189,80,28,-AMC-FW-,"AM(C),FW",Riad Bajic,Riad,Bajic,292138
172,72,38,-MC-ML-MR-,M(CLR),Stéphane Sessegnon,Stéphane,Sessegnon,14061
183,78,32,-FW-,FW,Thuram,Rogério,Conceição do Rosário,243530
191,90,34,-FW-,FW,Eren Derdiyok,Eren,Derdiyok,26176
178,70,30,"",Midfielder,Bartlomiej Pawlowski,Bartlomiej,Pawlowski,87647
191,84,31,-FW-,FW,Marko Scepovic,Marko,Scepovic,91201
180,70,24,"",Forward,Mucahit Can Akcay,Mucahit Can,Akcay,333010
172,74,31,-AMC-AML-AMR-FW-,"AM(CLR),FW",Abdoulay Diaby,Abdoulay,Diaby,86501
179,76,37,-AMC-AMR-,AM(CR),Oscar Scarione,Ezequiel,Scarione,27440
172,68,33,-AMC-AML-AMR-FW-,"AM(CLR),FW",Amilton,Amilton,Minervino da Silva,333334
180,80,30,-AML-AMR-FW-,"AM(LR),FW",Paul-Georges Ntep,Paul-Georges,Ntep de Madiba,93307
173,76,25,-AMC-AML-AMR-,AM(CLR),Yan Sasse,Yan,Medeiros Sasse,323252
187,77,30,-AMR-FW-,"AM(R),FW",Nadir Çiftçi,Nadir,Çiftçi,86067
184,0,22,-AMC-,AM(C),Sonny Carey,Sonny,Carey,405531
185,0,26,-AMR-FW-,"AM(R),FW",Jake Beesley,Jake,Beesley,381037
173,72,25,-AMC-,AM(C),Amine Bassi,Amine,Bassi,337409
191,77,24,-FW-,FW,Sam Surridge,Sam,Surridge,296870
198,75,33,-FW-,FW,Matt Smith,Mathieu,Smith,105281
194,75,27,-AML-AMR-FW-,"AM(LR),FW",Sam Gallagher,Sam,Gallagher,138027
185,71,33,-FW-,FW,Jordan Rhodes,Jordan,Rhodes,33704
180,75,25,-AMC-AMR-FW-,"AM(CR),FW",Victor Adeboyejo,Victor,Adeboyejo,247975
178,79,27,-AMC-AML-AMR-FW-,"AM(CLR),FW",Ryan Christie,Ryan,Christie,128882
185,78,31,-FW-,FW,Matt Godden,Matt,Godden,134405
175,70,28,-AMC-AML-AMR-FW-,"AM(CLR),FW",Philip Zinckernagel,Philip,Zinckernagel,355450
185,0,23,-AML-AMR-FW-,"AM(LR),FW",Antoine Semenyo,Antoine,Semenyo,357073
185,85,27,-AMC-AML-FW-,"AM(CL),FW",Carlton Morris,Carlton,Morris,263188
179,73,21,-AMC-AML-AMR-FW-,"AM(CLR),FW",Brennan Johnson,Brennan,Johnson,379688
178,71,30,-AMC-FW-,"AM(C),FW",Tom Bradshaw,Tom,Bradshaw,134255
187,86,24,-AML-FW-,"AM(L),FW",Viktor Gyökeres,Viktor,Gyökeres,362815
196,89,30,-FW-,FW,Kieffer Moore,Kieffer,Moore,133190
178,67,25,-AMC-AML-AMR-FW-,"AM(CLR),FW",Chris Willock,Chris,Willock,302257
193,89,25,-FW-,FW,Elijah Adebayo,Elijah,Adebayo,362145
179,72,23,-MC-ML-,M(CL),Domingos Quina,Domingos,Quina,331582
193,80,32,-FW-,FW,Gary Madine,Gary,Madine,37050
184,73,34,-FW-,FW,Chris Martin,Chris,Martin,23438
188,70,27,-FW-MC-,"M(C),FW",Josh Laurent,Josh,Laurent,142676
185,80,23,-AML-AMR-FW-,"AM(LR),FW",Ben Brereton,Ben,Brereton,332839
180,70,22,-AMC-FW-,"AM(C),FW",Iliman Ndiaye,Iliman,Ndiaye,366116
170,0,21,-AML-AMR-FW-,"AM(LR),FW",Tyrhys Dolan,Tyrhys,Dolan,398922
192,80,29,-AML-AMR-FW-,"AM(LR),FW",Lucas João,Lucas Eduardo,Santos João,135571
183,65,28,-AMC-AML-AMR-FW-,"AM(CLR),FW",Nick Powell,Nick,Powell,90211
0,0,21,"",Forward,D'Margio Wright-Phillips,D'Margio,Wright-Phillips,430440
183,71,28,-FW-,FW,Jonson Clarke-Harris,Jonson,Clarke-Harris,134079
186,76,35,-FW-,FW,Steven Fletcher,Steven,Fletcher,9766
0,0,20,-FW-,FW,Josh Coburn,Josh,Coburn,411647
178,65,24,-FW-ML-MR-,"M(LR),FW",Jacob Brown,Jacob,Brown,329328
0,0,21,-AML-FW-,"AM(L),FW",Reda Khadra,Reda,Khadra,409093
188,84,27,-FW-,FW,Lyndon Dykes,Lyndon,Dykes,396795
178,72,32,-AMC-AML-FW-,"AM(CL),FW",Danny Ward,Danny,Ward,78471
171,72,21,-FW-,FW,Cameron Archer,Cameron,Archer,382363
185,78,33,-FW-,FW,Lukas Jutkiewicz,Lukas,Jutkiewicz,14013
0,0,23,-AML-AMR-,AM(LR),Jaidon Anthony,Jaidon,Anthony,400610
178,69,28,-AMC-AML-AMR-FW-,"AM(CLR),FW",Jed Wallace,Jed,Wallace,107174
0,0,20,-AML-,AM(L),Alex Mighten,Alex,Mighten,381101
0,0,24,-AMC-AML-FW-,"AM(CL),FW",Josh Koroma,Josh,Koroma,315151
191,78,27,-FW-,FW,Uche Ikpeazu,Uche,Ikpeazu,135776
180,84,27,-AMR-FW-,"AM(R),FW",Harry Cornick,Harry,Cornick,136218
179,76,31,-FW-MC-ML-MR-,"M(CLR),FW",Andreas Weimann,Andreas,Weimann,80719
190,83,24,-FW-,FW,Emil Riis,Emil,Riis,351332
188,79,32,-FW-,FW,Lyle Taylor,Lyle,Taylor,134189
173,63,24,-DL-MC-ML-,"D(L),M(CL)",Lewis O'Brien,Lewis,O'Brien,366083
183,78,35,-AMC-AML-FW-,"AM(CL),FW",Lewis Grabban,Lewis,Grabban,19736
189,77,20,-AMC-AML-,AM(CL),Rubin Colwill,Rubin,Colwill,409652
180,75,29,-AMC-AML-AMR-FW-,"AM(CLR),FW",Tom Lawrence,Tom,Lawrence,140887
170,67,21,-AMC-AML-AMR-FW-,"AM(CLR),FW",Keane Lewis-Potter,Keane,Lewis-Potter,368512
174,70,32,-DR-FW-MC-ML-MR-,"D(R),M(CLR),FW",Junior Hoilett,Junior,Hoilett,35460
183,64,30,-FW-,FW,Jordan Hugill,Jordan,Hugill,139334
173,67,26,-AMC-AML-FW-,"AM(CL),FW",Siriki Dembélé,Siriki,Dembélé,342868
179,63,26,-AMR-FW-,"AM(R),FW",Tyler Walker,Tyler,Walker,244302
183,69,20,-AML-FW-,"AM(L),FW",Ricky-Jade Jones,Ricky-Jade,Jones,388232
0,0,24,-AML-AMR-FW-,"AM(LR),FW",Shayne Lavery,Shayne,Lavery,349672
178,64,26,-AMC-AML-AMR-FW-,"AM(CLR),FW",Mason Bennett,Mason,Bennett,108251
178,83,33,-AMC-AML-AMR-FW-,"AM(CLR),FW",Martyn Waghorn,Martyn,Waghorn,33889
171,74,25,-AMC-AML-AMR-FW-,"AM(CLR),FW",Ilias Chair,Ilias,Chair,342901
188,84,33,-FW-,FW,Charlie Austin,Charlie,Austin,82102
167,60,22,-MC-ML-MR-,M(CLR),Callum Styles,Callum,Styles,362107
191,86,31,-FW-,FW,Tom Eaves,Tom,Eaves,83348
172,76,30,-FW-MC-ML-MR-,"M(CLR),FW",Onel Hernández,Onel,Hernández,92916
183,71,24,-AML-AMR-FW-,"AM(LR),FW",Mallik Wilks,Mallik,Wilks,331787
184,74,28,-AMC-FW-,"AM(C),FW",Cauley Woodrow,Cauley,Woodrow,138641
185,79,24,-MC-ML-MR-,M(CLR),Sorba Thomas,Sorba,Thomas,366114
175,68,26,-AML-AMR-FW-,"AM(LR),FW",Jerry Yates,Jerry,Yates,257709
174,72,28,-AML-AMR-FW-,"AM(LR),FW",Sean Maguire,Sean,Maguire,112679
175,72,28,-AMC-AML-AMR-FW-,"AM(CLR),FW",Duncan Watmore,Duncan,Watmore,141512
188,86,32,-AMC-FW-,"AM(C),FW",James Collins,James,Collins,82594
183,72,29,-FW-MC-,"M(C),FW",Matt Crooks,Matt,Crooks,105742
185,0,25,-AMC-AMR-FW-,"AM(CR),FW",Danel Sinani,Danel,Sinani,344949
167,64,27,-AMC-AML-FW-,"AM(CL),FW",Sammie Szmodics,Sammie,Szmodics,138686
180,64,30,-FW-,FW,Scott Hogan,Scott,Hogan,82775
179,72,29,-FW-MC-ML-MR-,"M(CLR),FW",Tom Barkhuizen,Tom,Barkhuizen,105146
183,79,28,-AMC-AML-AMR-FW-,"AM(CLR),FW",Jamal Lowe,Jamal,Lowe,362126
188,92,32,-FW-,FW,Josh Magennis,Josh,Magennis,78075
178,78,24,-DR-MR-,"D(R),M(R)",Deyovaisio Zeefuik,Deyovaisio,Zeefuik,336064
