ID,duelAerialLost,duelAerialTotal,duelAerialWon
45800,3.0,7.0,4.0
45801,2.0,5.0,3.0
45802,3.0,5.0,2.0
45803,7.0,11.0,4.0
45804,1.0,1.0,0.0
45805,1.0,5.0,4.0
45806,4.0,14.0,10.0
45807,3.0,8.0,5.0
45808,0.0,0.0,0.0
45809,2.0,6.0,4.0
45810,2.0,5.0,3.0
45811,3.0,8.0,5.0
45812,4.0,7.0,3.0
45813,4.0,7.0,3.0
45814,0.0,0.0,0.0
45815,1.0,1.0,0.0
45816,3.0,7.0,4.0
45817,2.0,3.0,1.0
45818,0.0,2.0,2.0
45819,0.0,0.0,0.0
45820,1.0,3.0,2.0
45821,1.0,1.0,0.0
45822,0.0,0.0,0.0
45823,0.0,0.0,0.0
45824,0.0,0.0,0.0
45825,2.0,2.0,0.0
45826,1.0,3.0,2.0
45827,2.0,4.0,2.0
45828,0.0,1.0,1.0
45829,3.0,13.0,10.0
45830,2.0,2.0,0.0
45831,18.0,31.0,13.0
45832,1.0,1.0,0.0
45833,7.0,21.0,14.0
45834,4.0,9.0,5.0
45835,10.0,25.0,15.0
45836,1.0,3.0,2.0
45837,7.0,10.0,3.0
45838,3.0,6.0,3.0
45839,3.0,7.0,4.0
45840,8.0,14.0,6.0
45841,0.0,0.0,0.0
45842,5.0,7.0,2.0
45843,4.0,6.0,2.0
45844,0.0,1.0,1.0
45845,3.0,7.0,4.0
45846,10.0,16.0,6.0
45847,3.0,10.0,7.0
45848,5.0,6.0,1.0
45849,10.0,19.0,9.0
45850,1.0,4.0,3.0
45851,0.0,4.0,4.0
45852,4.0,6.0,2.0
45853,0.0,0.0,0.0
45854,2.0,4.0,2.0
45855,4.0,9.0,5.0
45856,9.0,16.0,7.0
45857,6.0,11.0,5.0
45858,6.0,9.0,3.0
45859,1.0,3.0,2.0
45860,3.0,8.0,5.0
45861,7.0,11.0,4.0
45862,6.0,9.0,3.0
45863,3.0,9.0,6.0
45864,4.0,6.0,2.0
45865,3.0,22.0,19.0
45866,0.0,1.0,1.0
45867,2.0,5.0,3.0
45868,0.0,0.0,0.0
45869,9.0,11.0,2.0
45870,2.0,4.0,2.0
45871,1.0,1.0,0.0
45872,2.0,3.0,1.0
45873,0.0,1.0,1.0
45874,10.0,23.0,13.0
45875,2.0,5.0,3.0
45876,7.0,8.0,1.0
45877,0.0,2.0,2.0
45878,1.0,5.0,4.0
45879,1.0,2.0,1.0
45880,6.0,6.0,0.0
45881,4.0,6.0,2.0
45882,1.0,1.0,0.0
45883,3.0,6.0,3.0
45884,5.0,13.0,8.0
45885,0.0,2.0,2.0
45886,2.0,2.0,0.0
45887,0.0,7.0,7.0
45888,1.0,1.0,0.0
45889,1.0,1.0,0.0
45890,1.0,2.0,1.0
45891,1.0,1.0,0.0
45892,4.0,4.0,0.0
45893,0.0,2.0,2.0
45894,3.0,7.0,4.0
45895,0.0,0.0,0.0
45896,0.0,1.0,1.0
45897,1.0,1.0,0.0
45898,0.0,4.0,4.0
45899,0.0,0.0,0.0
45900,3.0,5.0,2.0
45901,0.0,0.0,0.0
45902,0.0,1.0,1.0
45903,0.0,5.0,5.0
45904,0.0,0.0,0.0
45905,2.0,4.0,2.0
45906,2.0,3.0,1.0
45907,1.0,2.0,1.0
45908,3.0,9.0,6.0
45909,0.0,3.0,3.0
45910,0.0,1.0,1.0
45911,2.0,6.0,4.0
45912,3.0,10.0,7.0
45913,0.0,0.0,0.0
45914,2.0,5.0,3.0
45915,2.0,5.0,3.0
45916,1.0,5.0,4.0
45917,1.0,1.0,0.0
45918,5.0,10.0,5.0
45919,4.0,5.0,1.0
45920,0.0,2.0,2.0
45921,8.0,18.0,10.0
45922,0.0,1.0,1.0
45923,0.0,1.0,1.0
45924,2.0,5.0,3.0
45925,2.0,6.0,4.0
45926,0.0,0.0,0.0
45927,0.0,2.0,2.0
45928,0.0,2.0,2.0
45929,7.0,9.0,2.0
45930,2.0,2.0,0.0
45931,1.0,5.0,4.0
45932,0.0,9.0,9.0
45933,3.0,8.0,5.0
45934,14.0,32.0,18.0
45935,5.0,11.0,6.0
45936,0.0,2.0,2.0
45937,7.0,13.0,6.0
45938,0.0,1.0,1.0
45939,2.0,3.0,1.0
45940,6.0,14.0,8.0
45941,0.0,1.0,1.0
45942,1.0,2.0,1.0
45943,3.0,5.0,2.0
45944,0.0,0.0,0.0
45945,0.0,1.0,1.0
45946,0.0,4.0,4.0
45947,4.0,6.0,2.0
45948,7.0,16.0,9.0
45949,0.0,0.0,0.0
45950,1.0,3.0,2.0
45951,0.0,1.0,1.0
45952,2.0,4.0,2.0
45953,2.0,6.0,4.0
45954,2.0,6.0,4.0
45955,0.0,3.0,3.0
45956,6.0,8.0,2.0
45957,3.0,3.0,0.0
45958,2.0,3.0,1.0
45959,2.0,6.0,4.0
45960,1.0,3.0,2.0
45961,1.0,2.0,1.0
45962,1.0,2.0,1.0
45963,0.0,0.0,0.0
45964,1.0,2.0,1.0
45965,1.0,2.0,1.0
45966,0.0,1.0,1.0
45967,0.0,0.0,0.0
45968,12.0,15.0,3.0
45969,1.0,6.0,5.0
45970,1.0,4.0,3.0
45971,0.0,4.0,4.0
45972,1.0,2.0,1.0
45973,3.0,5.0,2.0
45974,1.0,5.0,4.0
45975,1.0,1.0,0.0
45976,0.0,0.0,0.0
45977,0.0,0.0,0.0
45978,0.0,2.0,2.0
45979,1.0,1.0,0.0
45980,1.0,1.0,0.0
45981,1.0,1.0,0.0
45982,0.0,1.0,1.0
45983,0.0,0.0,0.0
45984,1.0,4.0,3.0
45985,1.0,5.0,4.0
45986,1.0,3.0,2.0
45987,2.0,9.0,7.0
45988,3.0,8.0,5.0
45989,2.0,2.0,0.0
45990,1.0,4.0,3.0
45991,3.0,4.0,1.0
45992,2.0,2.0,0.0
45993,6.0,18.0,12.0
45994,6.0,9.0,3.0
45995,5.0,6.0,1.0
45996,15.0,26.0,11.0
45997,0.0,0.0,0.0
45998,4.0,8.0,4.0
45999,10.0,17.0,7.0
46000,0.0,1.0,1.0
46001,3.0,12.0,9.0
46002,0.0,1.0,1.0
46003,0.0,3.0,3.0
46004,3.0,5.0,2.0
46005,1.0,12.0,11.0
46006,9.0,15.0,6.0
46007,1.0,3.0,2.0
46008,3.0,17.0,14.0
46009,4.0,8.0,4.0
46010,5.0,8.0,3.0
46011,5.0,9.0,4.0
46012,3.0,7.0,4.0
46013,3.0,6.0,3.0
46014,2.0,8.0,6.0
46015,0.0,2.0,2.0
46016,3.0,6.0,3.0
46017,7.0,8.0,1.0
46018,0.0,0.0,0.0
46019,1.0,3.0,2.0
46020,4.0,12.0,8.0
46021,3.0,8.0,5.0
46022,11.0,13.0,2.0
46023,8.0,20.0,12.0
46024,5.0,7.0,2.0
46025,3.0,5.0,2.0
46026,1.0,1.0,0.0
46027,0.0,2.0,2.0
46028,1.0,1.0,0.0
46029,1.0,2.0,1.0
46030,5.0,9.0,4.0
46031,1.0,5.0,4.0
46032,7.0,11.0,4.0
46033,3.0,13.0,10.0
46034,5.0,13.0,8.0
46035,2.0,4.0,2.0
46036,3.0,3.0,0.0
46037,3.0,5.0,2.0
46038,3.0,6.0,3.0
46039,2.0,11.0,9.0
46040,5.0,15.0,10.0
46041,2.0,3.0,1.0
46042,4.0,8.0,4.0
46043,3.0,6.0,3.0
46044,3.0,7.0,4.0
46045,4.0,10.0,6.0
46046,5.0,10.0,5.0
46047,2.0,5.0,3.0
46048,5.0,11.0,6.0
46049,6.0,11.0,5.0
46050,4.0,10.0,6.0
46051,5.0,5.0,0.0
46052,11.0,21.0,10.0
46053,1.0,3.0,2.0
46054,1.0,1.0,0.0
46055,0.0,0.0,0.0
46056,2.0,3.0,1.0
46057,0.0,1.0,1.0
46058,2.0,4.0,2.0
46059,2.0,2.0,0.0
46060,4.0,9.0,5.0
46061,11.0,13.0,2.0
46062,7.0,11.0,4.0
46063,1.0,1.0,0.0
46064,10.0,15.0,5.0
46065,1.0,3.0,2.0
46066,11.0,26.0,15.0
46067,1.0,2.0,1.0
46068,1.0,4.0,3.0
46069,1.0,1.0,0.0
46070,9.0,15.0,6.0
46071,1.0,5.0,4.0
46072,2.0,4.0,2.0
46073,4.0,8.0,4.0
46074,4.0,8.0,4.0
46075,10.0,13.0,3.0
46076,2.0,2.0,0.0
46077,3.0,7.0,4.0
46078,7.0,9.0,2.0
46079,1.0,3.0,2.0
46080,3.0,6.0,3.0
46081,0.0,2.0,2.0
46082,0.0,1.0,1.0
46083,3.0,5.0,2.0
46084,0.0,1.0,1.0
46085,1.0,1.0,0.0
46086,0.0,3.0,3.0
46087,12.0,15.0,3.0
46088,1.0,1.0,0.0
46089,2.0,2.0,0.0
46090,2.0,3.0,1.0
46091,2.0,4.0,2.0
46092,0.0,0.0,0.0
46093,0.0,1.0,1.0
46094,1.0,1.0,0.0
46095,1.0,2.0,1.0
46096,1.0,4.0,3.0
46097,2.0,3.0,1.0
46098,2.0,3.0,1.0
46099,1.0,3.0,2.0
46100,2.0,4.0,2.0
46101,4.0,5.0,1.0
46102,1.0,5.0,4.0
46103,0.0,0.0,0.0
46104,1.0,1.0,0.0
46105,0.0,0.0,0.0
46106,0.0,1.0,1.0
46107,1.0,1.0,0.0
46108,2.0,2.0,0.0
46109,2.0,5.0,3.0
46110,2.0,2.0,0.0
46111,1.0,9.0,8.0
46112,1.0,2.0,1.0
46113,2.0,3.0,1.0
46114,1.0,1.0,0.0
46115,10.0,17.0,7.0
46116,2.0,3.0,1.0
46117,1.0,1.0,0.0
46118,1.0,2.0,1.0
46119,1.0,3.0,2.0
46120,3.0,6.0,3.0
46121,8.0,18.0,10.0
46122,1.0,3.0,2.0
46123,1.0,3.0,2.0
46124,1.0,4.0,3.0
46125,1.0,3.0,2.0
46126,1.0,1.0,0.0
46127,1.0,4.0,3.0
46128,6.0,12.0,6.0
46129,2.0,7.0,5.0
46130,2.0,7.0,5.0
46131,2.0,7.0,5.0
46132,0.0,4.0,4.0
46133,1.0,2.0,1.0
46134,0.0,0.0,0.0
46135,1.0,1.0,0.0
46136,2.0,3.0,1.0
46137,2.0,4.0,2.0
46138,1.0,3.0,2.0
46139,1.0,2.0,1.0
46140,1.0,2.0,1.0
46141,2.0,6.0,4.0
46142,3.0,8.0,5.0
46143,3.0,9.0,6.0
46144,1.0,4.0,3.0
46145,4.0,6.0,2.0
46146,0.0,1.0,1.0
46147,1.0,3.0,2.0
46148,1.0,1.0,0.0
46149,5.0,11.0,6.0
46150,6.0,9.0,3.0
46151,0.0,2.0,2.0
46152,2.0,3.0,1.0
46153,1.0,2.0,1.0
46154,0.0,1.0,1.0
46155,3.0,9.0,6.0
46156,0.0,0.0,0.0
46157,1.0,2.0,1.0
46158,2.0,2.0,0.0
46159,4.0,4.0,0.0
46160,1.0,1.0,0.0
46161,1.0,1.0,0.0
46162,0.0,0.0,0.0
46163,1.0,1.0,0.0
46164,7.0,9.0,2.0
46165,3.0,5.0,2.0
46166,2.0,2.0,0.0
46167,5.0,13.0,8.0
46168,3.0,5.0,2.0
46169,2.0,5.0,3.0
46170,1.0,2.0,1.0
46171,1.0,3.0,2.0
46172,4.0,10.0,6.0
46173,0.0,1.0,1.0
46174,0.0,4.0,4.0
46175,3.0,4.0,1.0
46176,4.0,4.0,0.0
46177,0.0,1.0,1.0
46178,1.0,3.0,2.0
46179,3.0,5.0,2.0
46180,4.0,5.0,1.0
46181,1.0,3.0,2.0
46182,1.0,6.0,5.0
46183,1.0,2.0,1.0
46184,0.0,0.0,0.0
46185,2.0,3.0,1.0
46186,3.0,8.0,5.0
46187,1.0,3.0,2.0
46188,0.0,0.0,0.0
46189,3.0,6.0,3.0
46190,2.0,5.0,3.0
46191,1.0,1.0,0.0
46192,3.0,3.0,0.0
46193,0.0,1.0,1.0
46194,1.0,3.0,2.0
46195,2.0,6.0,4.0
46196,0.0,4.0,4.0
46197,1.0,1.0,0.0
46198,1.0,3.0,2.0
46199,0.0,2.0,2.0
46200,6.0,9.0,3.0
46201,9.0,11.0,2.0
46202,1.0,1.0,0.0
46203,0.0,1.0,1.0
46204,3.0,4.0,1.0
46205,0.0,0.0,0.0
46206,1.0,1.0,0.0
46207,2.0,4.0,2.0
46208,0.0,4.0,4.0
46209,1.0,1.0,0.0
46210,0.0,0.0,0.0
46211,2.0,3.0,1.0
46212,0.0,0.0,0.0
46213,2.0,14.0,12.0
46214,3.0,7.0,4.0
46215,0.0,0.0,0.0
46216,1.0,1.0,0.0
46217,1.0,2.0,1.0
46218,1.0,1.0,0.0
46219,0.0,0.0,0.0
46220,0.0,4.0,4.0
46221,4.0,5.0,1.0
46222,2.0,2.0,0.0
46223,2.0,2.0,0.0
46224,0.0,0.0,0.0
46225,2.0,3.0,1.0
46226,1.0,1.0,0.0
46227,3.0,5.0,2.0
46228,0.0,1.0,1.0
46229,0.0,2.0,2.0
46230,1.0,2.0,1.0
46231,0.0,0.0,0.0
46232,1.0,2.0,1.0
46233,0.0,0.0,0.0
46234,0.0,1.0,1.0
46235,1.0,1.0,0.0
46236,2.0,8.0,6.0
46237,1.0,3.0,2.0
46238,51.0,160.0,109.0
46239,11.0,19.0,8.0
46240,23.0,50.0,27.0
46241,34.0,151.0,117.0
46242,5.0,14.0,9.0
46243,9.0,28.0,19.0
46244,29.0,83.0,54.0
46245,2.0,5.0,3.0
46246,36.0,76.0,40.0
46247,10.0,23.0,13.0
46248,24.0,86.0,62.0
46249,34.0,84.0,50.0
46250,31.0,99.0,68.0
46251,72.0,215.0,143.0
46252,64.0,217.0,153.0
46253,30.0,71.0,41.0
46254,7.0,30.0,23.0
46255,36.0,84.0,48.0
46256,31.0,86.0,55.0
46257,19.0,40.0,21.0
46258,41.0,109.0,68.0
46259,49.0,112.0,63.0
46260,32.0,84.0,52.0
46261,19.0,53.0,34.0
46262,12.0,56.0,44.0
46263,39.0,105.0,66.0
46264,10.0,31.0,21.0
46265,20.0,76.0,56.0
46266,44.0,126.0,82.0
46267,21.0,52.0,31.0
46268,13.0,42.0,29.0
46269,50.0,123.0,73.0
46270,58.0,154.0,96.0
46271,20.0,75.0,55.0
46272,39.0,130.0,91.0
46273,8.0,17.0,9.0
46274,18.0,62.0,44.0
46275,8.0,25.0,17.0
46276,54.0,122.0,68.0
46277,13.0,34.0,21.0
46278,54.0,124.0,70.0
46279,81.0,184.0,103.0
46280,45.0,127.0,82.0
46281,34.0,91.0,57.0
46282,39.0,94.0,55.0
46283,31.0,81.0,50.0
46284,48.0,140.0,92.0
46285,37.0,118.0,81.0
46286,55.0,147.0,92.0
46287,33.0,135.0,102.0
46288,1.0,16.0,15.0
46289,59.0,154.0,95.0
46290,5.0,15.0,10.0
46291,42.0,87.0,45.0
46292,13.0,43.0,30.0
46293,47.0,101.0,54.0
46294,28.0,101.0,73.0
46295,12.0,39.0,27.0
46296,17.0,41.0,24.0
46297,3.0,8.0,5.0
46298,24.0,56.0,32.0
46299,1.0,3.0,2.0
46300,22.0,51.0,29.0
46301,9.0,19.0,10.0
46302,1.0,2.0,1.0
46303,7.0,15.0,8.0
46304,20.0,40.0,20.0
46305,0.0,1.0,1.0
46306,63.0,112.0,49.0
46307,0.0,0.0,0.0
46308,14.0,29.0,15.0
46309,4.0,14.0,10.0
46310,23.0,47.0,24.0
46311,26.0,72.0,46.0
46312,31.0,112.0,81.0
46313,34.0,82.0,48.0
46314,8.0,18.0,10.0
46315,33.0,84.0,51.0
46316,12.0,29.0,17.0
46317,12.0,23.0,11.0
46318,3.0,4.0,1.0
46319,35.0,67.0,32.0
46320,0.0,1.0,1.0
46321,28.0,70.0,42.0
46322,5.0,7.0,2.0
46323,10.0,14.0,4.0
46324,42.0,100.0,58.0
46325,9.0,53.0,44.0
46326,2.0,2.0,0.0
46327,25.0,45.0,20.0
46328,2.0,12.0,10.0
46329,28.0,50.0,22.0
46330,2.0,2.0,0.0
46331,3.0,8.0,5.0
46332,39.0,92.0,53.0
46333,29.0,66.0,37.0
46334,1.0,4.0,3.0
46335,11.0,17.0,6.0
46336,2.0,3.0,1.0
46337,21.0,44.0,23.0
46338,2.0,8.0,6.0
46339,5.0,8.0,3.0
46340,11.0,24.0,13.0
46341,4.0,11.0,7.0
46342,6.0,16.0,10.0
46343,3.0,6.0,3.0
46344,14.0,40.0,26.0
46345,3.0,10.0,7.0
46346,17.0,35.0,18.0
46347,1.0,3.0,2.0
46348,0.0,0.0,0.0
46349,2.0,4.0,2.0
46350,1.0,1.0,0.0
46351,1.0,1.0,0.0
46352,0.0,1.0,1.0
46353,2.0,3.0,1.0
46354,0.0,1.0,1.0
46355,0.0,0.0,0.0
46356,49.0,140.0,91.0
46357,2.0,5.0,3.0
46358,9.0,19.0,10.0
46359,17.0,56.0,39.0
46360,1.0,4.0,3.0
46361,0.0,1.0,1.0
46362,6.0,29.0,23.0
46363,38.0,125.0,87.0
46364,30.0,65.0,35.0
46365,11.0,34.0,23.0
46366,61.0,157.0,96.0
46367,26.0,57.0,31.0
46368,44.0,179.0,135.0
46369,21.0,59.0,38.0
46370,59.0,149.0,90.0
46371,73.0,238.0,165.0
46372,21.0,63.0,42.0
46373,39.0,72.0,33.0
46374,47.0,156.0,109.0
46375,2.0,7.0,5.0
46376,66.0,176.0,110.0
46377,9.0,27.0,18.0
46378,13.0,28.0,15.0
46379,39.0,101.0,62.0
46380,28.0,75.0,47.0
46381,23.0,52.0,29.0
46382,32.0,98.0,66.0
46383,1.0,1.0,0.0
46384,56.0,150.0,94.0
46385,37.0,130.0,93.0
46386,50.0,110.0,60.0
46387,13.0,35.0,22.0
46388,36.0,82.0,46.0
46389,14.0,47.0,33.0
46390,8.0,34.0,26.0
46391,2.0,5.0,3.0
46392,34.0,93.0,59.0
46393,39.0,117.0,78.0
46394,60.0,129.0,69.0
46395,35.0,126.0,91.0
46396,17.0,44.0,27.0
46397,36.0,75.0,39.0
46398,8.0,16.0,8.0
46399,58.0,163.0,105.0
46400,42.0,139.0,97.0
46401,54.0,131.0,77.0
46402,2.0,7.0,5.0
46403,18.0,42.0,24.0
46404,55.0,147.0,92.0
46405,26.0,83.0,57.0
46406,41.0,94.0,53.0
46407,39.0,122.0,83.0
46408,18.0,45.0,27.0
46409,47.0,110.0,63.0
46410,16.0,37.0,21.0
46411,20.0,46.0,26.0
46412,16.0,28.0,12.0
46413,58.0,110.0,52.0
46414,22.0,48.0,26.0
46415,33.0,82.0,49.0
46416,16.0,52.0,36.0
46417,37.0,99.0,62.0
46418,50.0,138.0,88.0
46419,11.0,26.0,15.0
46420,19.0,62.0,43.0
46421,12.0,28.0,16.0
46422,8.0,25.0,17.0
46423,26.0,83.0,57.0
46424,25.0,42.0,17.0
46425,3.0,11.0,8.0
46426,2.0,2.0,0.0
46427,59.0,145.0,86.0
46428,41.0,109.0,68.0
46429,25.0,56.0,31.0
46430,25.0,54.0,29.0
46431,29.0,78.0,49.0
46432,2.0,10.0,8.0
46433,17.0,40.0,23.0
46434,5.0,10.0,5.0
46435,48.0,122.0,74.0
46436,24.0,71.0,47.0
46437,58.0,137.0,79.0
46438,38.0,74.0,36.0
46439,29.0,80.0,51.0
46440,1.0,3.0,2.0
46441,15.0,41.0,26.0
46442,38.0,107.0,69.0
46443,6.0,11.0,5.0
46444,14.0,45.0,31.0
46445,15.0,34.0,19.0
46446,29.0,70.0,41.0
46447,22.0,38.0,16.0
46448,0.0,1.0,1.0
46449,11.0,24.0,13.0
46450,17.0,34.0,17.0
46451,18.0,45.0,27.0
46452,10.0,21.0,11.0
46453,24.0,70.0,46.0
46454,7.0,19.0,12.0
46455,17.0,41.0,24.0
46456,55.0,129.0,74.0
46457,4.0,9.0,5.0
46458,10.0,21.0,11.0
46459,9.0,14.0,5.0
46460,3.0,7.0,4.0
46461,10.0,15.0,5.0
46462,20.0,38.0,18.0
46463,1.0,3.0,2.0
46464,8.0,16.0,8.0
46465,10.0,21.0,11.0
46466,7.0,10.0,3.0
46467,2.0,4.0,2.0
46468,4.0,9.0,5.0
46469,7.0,13.0,6.0
46470,10.0,20.0,10.0
46471,4.0,9.0,5.0
46472,0.0,0.0,0.0
46473,0.0,6.0,6.0
46474,5.0,52.0,47.0
46475,60.0,251.0,191.0
46476,28.0,115.0,87.0
46477,74.0,272.0,198.0
46478,1.0,6.0,5.0
46479,25.0,71.0,46.0
46480,71.0,247.0,176.0
46481,13.0,37.0,24.0
46482,18.0,77.0,59.0
46483,64.0,173.0,109.0
46484,2.0,10.0,8.0
46485,62.0,171.0,109.0
46486,19.0,50.0,31.0
46487,33.0,91.0,58.0
46488,13.0,62.0,49.0
46489,3.0,7.0,4.0
46490,66.0,198.0,132.0
46491,79.0,214.0,135.0
46492,34.0,130.0,96.0
46493,70.0,181.0,111.0
46494,27.0,107.0,80.0
46495,22.0,84.0,62.0
46496,62.0,174.0,112.0
46497,89.0,215.0,126.0
46498,43.0,108.0,65.0
46499,71.0,198.0,127.0
46500,5.0,13.0,8.0
46501,24.0,63.0,39.0
46502,18.0,24.0,6.0
46503,52.0,151.0,99.0
46504,38.0,67.0,29.0
46505,12.0,17.0,5.0
46506,28.0,62.0,34.0
46507,90.0,221.0,131.0
46508,2.0,4.0,2.0
46509,20.0,64.0,44.0
46510,41.0,100.0,59.0
46511,27.0,53.0,26.0
46512,18.0,63.0,45.0
46513,10.0,21.0,11.0
46514,22.0,54.0,32.0
46515,47.0,174.0,127.0
46516,34.0,73.0,39.0
46517,32.0,92.0,60.0
46518,73.0,146.0,73.0
46519,11.0,24.0,13.0
46520,36.0,88.0,52.0
46521,9.0,19.0,10.0
46522,32.0,132.0,100.0
46523,2.0,3.0,1.0
46524,17.0,60.0,43.0
46525,22.0,48.0,26.0
46526,25.0,79.0,54.0
46527,65.0,176.0,111.0
46528,58.0,114.0,56.0
46529,51.0,111.0,60.0
46530,1.0,3.0,2.0
46531,13.0,33.0,20.0
46532,23.0,47.0,24.0
46533,43.0,130.0,87.0
46534,30.0,67.0,37.0
46535,51.0,120.0,69.0
46536,10.0,26.0,16.0
46537,62.0,164.0,102.0
46538,48.0,110.0,62.0
46539,7.0,18.0,11.0
46540,45.0,97.0,52.0
46541,66.0,178.0,112.0
46542,50.0,146.0,96.0
46543,27.0,62.0,35.0
46544,49.0,123.0,74.0
46545,52.0,139.0,87.0
46546,37.0,91.0,54.0
46547,42.0,93.0,51.0
46548,52.0,115.0,63.0
46549,40.0,118.0,78.0
46550,2.0,10.0,8.0
46551,46.0,113.0,67.0
46552,14.0,27.0,13.0
46553,9.0,23.0,14.0
46554,66.0,116.0,50.0
46555,5.0,11.0,6.0
46556,20.0,46.0,26.0
46557,24.0,76.0,52.0
46558,1.0,4.0,3.0
46559,1.0,2.0,1.0
46560,3.0,7.0,4.0
46561,8.0,21.0,13.0
46562,24.0,57.0,33.0
46563,12.0,32.0,20.0
46564,40.0,78.0,38.0
46565,1.0,4.0,3.0
46566,2.0,6.0,4.0
46567,42.0,108.0,66.0
46568,7.0,20.0,13.0
46569,9.0,11.0,2.0
46570,1.0,3.0,2.0
46571,21.0,38.0,17.0
46572,3.0,12.0,9.0
46573,2.0,3.0,1.0
46574,5.0,23.0,18.0
46575,3.0,7.0,4.0
46576,13.0,26.0,13.0
46577,15.0,25.0,10.0
46578,2.0,2.0,0.0
46579,5.0,8.0,3.0
46580,6.0,15.0,9.0
46581,7.0,20.0,13.0
46582,2.0,4.0,2.0
46583,3.0,7.0,4.0
46584,3.0,8.0,5.0
46585,1.0,2.0,1.0
46586,5.0,12.0,7.0
46587,3.0,6.0,3.0
46588,1.0,4.0,3.0
46589,149.0,281.0,132.0
46590,11.0,23.0,12.0
46591,2.0,5.0,3.0
46592,39.0,87.0,48.0
46593,47.0,145.0,98.0
46594,6.0,22.0,16.0
46595,27.0,44.0,17.0
46596,49.0,98.0,49.0
46597,0.0,1.0,1.0
46598,52.0,140.0,88.0
46599,25.0,67.0,42.0
46600,20.0,57.0,37.0
46601,10.0,43.0,33.0
46602,37.0,97.0,60.0
46603,32.0,75.0,43.0
46604,26.0,68.0,42.0
46605,36.0,80.0,44.0
46606,0.0,4.0,4.0
46607,13.0,62.0,49.0
46608,35.0,112.0,77.0
46609,0.0,5.0,5.0
46610,50.0,129.0,79.0
46611,20.0,64.0,44.0
46612,17.0,56.0,39.0
46613,36.0,76.0,40.0
46614,52.0,104.0,52.0
46615,21.0,60.0,39.0
46616,36.0,78.0,42.0
46617,47.0,115.0,68.0
46618,31.0,58.0,27.0
46619,22.0,65.0,43.0
46620,25.0,54.0,29.0
46621,45.0,89.0,44.0
46622,3.0,9.0,6.0
46623,43.0,111.0,68.0
46624,33.0,131.0,98.0
46625,33.0,88.0,55.0
46626,35.0,78.0,43.0
46627,22.0,43.0,21.0
46628,10.0,23.0,13.0
46629,14.0,36.0,22.0
46630,41.0,84.0,43.0
46631,24.0,78.0,54.0
46632,12.0,29.0,17.0
46633,40.0,80.0,40.0
46634,39.0,96.0,57.0
46635,15.0,39.0,24.0
46636,36.0,77.0,41.0
46637,51.0,100.0,49.0
46638,53.0,116.0,63.0
46639,39.0,74.0,35.0
46640,18.0,52.0,34.0
46641,23.0,77.0,54.0
46642,11.0,26.0,15.0
46643,50.0,135.0,85.0
46644,0.0,8.0,8.0
46645,31.0,83.0,52.0
46646,19.0,38.0,19.0
46647,17.0,33.0,16.0
46648,8.0,24.0,16.0
46649,32.0,95.0,63.0
46650,19.0,56.0,37.0
46651,10.0,23.0,13.0
46652,30.0,61.0,31.0
46653,29.0,51.0,22.0
46654,14.0,26.0,12.0
46655,4.0,13.0,9.0
46656,4.0,15.0,11.0
46657,34.0,104.0,70.0
46658,16.0,47.0,31.0
46659,32.0,55.0,23.0
46660,1.0,1.0,0.0
46661,10.0,21.0,11.0
46662,12.0,24.0,12.0
46663,19.0,52.0,33.0
46664,21.0,40.0,19.0
46665,8.0,18.0,10.0
46666,45.0,125.0,80.0
46667,11.0,27.0,16.0
46668,33.0,49.0,16.0
46669,21.0,53.0,32.0
46670,40.0,96.0,56.0
46671,15.0,59.0,44.0
46672,6.0,18.0,12.0
46673,6.0,9.0,3.0
46674,16.0,39.0,23.0
46675,9.0,22.0,13.0
46676,6.0,11.0,5.0
46677,3.0,10.0,7.0
46678,3.0,5.0,2.0
46679,18.0,71.0,53.0
46680,31.0,70.0,39.0
46681,3.0,8.0,5.0
46682,7.0,20.0,13.0
46683,26.0,42.0,16.0
46684,24.0,61.0,37.0
46685,14.0,44.0,30.0
46686,49.0,88.0,39.0
46687,3.0,8.0,5.0
46688,36.0,75.0,39.0
46689,20.0,52.0,32.0
46690,53.0,87.0,34.0
46691,19.0,47.0,28.0
46692,43.0,98.0,55.0
46693,5.0,10.0,5.0
46694,8.0,19.0,11.0
46695,0.0,0.0,0.0
46696,0.0,0.0,0.0
46697,7.0,12.0,5.0
46698,1.0,4.0,3.0
46699,27.0,52.0,25.0
46700,6.0,13.0,7.0
46701,1.0,1.0,0.0
46702,3.0,4.0,1.0
46703,1.0,2.0,1.0
46704,3.0,4.0,1.0
46705,1.0,1.0,0.0
46706,0.0,0.0,0.0
46707,3.0,5.0,2.0
46708,2.0,3.0,1.0
46709,3.0,5.0,2.0
46710,1.0,6.0,5.0
46711,0.0,0.0,0.0
46712,0.0,0.0,0.0
46713,6.0,11.0,5.0
46714,1.0,1.0,0.0
46715,1.0,1.0,0.0
46716,1.0,2.0,1.0
46717,5.0,14.0,9.0
46718,53.0,158.0,105.0
46719,8.0,23.0,15.0
46720,10.0,31.0,21.0
46721,2.0,3.0,1.0
46722,44.0,114.0,70.0
46723,1.0,1.0,0.0
46724,6.0,21.0,15.0
46725,3.0,20.0,17.0
46726,44.0,99.0,55.0
46727,10.0,31.0,21.0
46728,24.0,53.0,29.0
46729,46.0,97.0,51.0
46730,51.0,124.0,73.0
