ID,duelAerialLost,duelAerialTotal,duelAerialWon
19050,2.0,7.0,5.0
19051,3.0,4.0,1.0
19052,12.0,15.0,3.0
19053,5.0,7.0,2.0
19054,1.0,4.0,3.0
19055,6.0,10.0,4.0
19056,13.0,21.0,8.0
19057,14.0,38.0,24.0
19058,34.0,43.0,9.0
19059,0.0,2.0,2.0
19060,1.0,2.0,1.0
19061,2.0,2.0,0.0
19062,3.0,4.0,1.0
19063,29.0,43.0,14.0
19064,3.0,4.0,1.0
19065,1.0,2.0,1.0
19066,1.0,2.0,1.0
19067,5.0,6.0,1.0
19068,10.0,16.0,6.0
19069,2.0,2.0,0.0
19070,11.0,16.0,5.0
19071,0.0,1.0,1.0
19072,1.0,3.0,2.0
19073,3.0,5.0,2.0
19074,3.0,3.0,0.0
19075,3.0,3.0,0.0
19076,1.0,2.0,1.0
19077,1.0,1.0,0.0
19078,2.0,3.0,1.0
19079,0.0,0.0,0.0
19080,1.0,2.0,1.0
19081,1.0,4.0,3.0
19082,6.0,8.0,2.0
19083,0.0,0.0,0.0
19084,0.0,0.0,0.0
19085,1.0,1.0,0.0
19086,1.0,2.0,1.0
19087,2.0,3.0,1.0
19088,1.0,3.0,2.0
19089,0.0,0.0,0.0
19090,1.0,3.0,2.0
19091,2.0,3.0,1.0
19092,2.0,2.0,0.0
19093,7.0,10.0,3.0
19094,2.0,3.0,1.0
19095,1.0,1.0,0.0
19096,4.0,5.0,1.0
19097,4.0,4.0,0.0
19098,4.0,5.0,1.0
19099,6.0,10.0,4.0
19100,2.0,2.0,0.0
19101,0.0,0.0,0.0
19102,10.0,13.0,3.0
19103,4.0,5.0,1.0
19104,0.0,0.0,0.0
19105,0.0,2.0,2.0
19106,2.0,2.0,0.0
19107,11.0,11.0,0.0
19108,31.0,44.0,13.0
19109,1.0,3.0,2.0
19110,8.0,10.0,2.0
19111,11.0,14.0,3.0
19112,33.0,54.0,21.0
19113,1.0,2.0,1.0
19114,1.0,1.0,0.0
19115,13.0,26.0,13.0
19116,3.0,5.0,2.0
19117,0.0,2.0,2.0
19118,6.0,13.0,7.0
19119,2.0,3.0,1.0
19120,3.0,3.0,0.0
19121,6.0,6.0,0.0
19122,3.0,3.0,0.0
19123,2.0,3.0,1.0
19124,10.0,15.0,5.0
19125,24.0,34.0,10.0
19126,2.0,4.0,2.0
19127,1.0,1.0,0.0
19128,20.0,33.0,13.0
19129,46.0,95.0,49.0
19130,9.0,13.0,4.0
19131,12.0,15.0,3.0
19132,4.0,4.0,0.0
19133,8.0,15.0,7.0
19134,9.0,12.0,3.0
19135,7.0,14.0,7.0
19136,1.0,6.0,5.0
19137,3.0,3.0,0.0
19138,3.0,3.0,0.0
19139,5.0,13.0,8.0
19140,3.0,3.0,0.0
19141,16.0,22.0,6.0
19142,1.0,3.0,2.0
19143,3.0,5.0,2.0
19144,9.0,9.0,0.0
19145,2.0,5.0,3.0
19146,5.0,7.0,2.0
19147,11.0,12.0,1.0
19148,1.0,1.0,0.0
19149,3.0,4.0,1.0
19150,8.0,10.0,2.0
19151,32.0,39.0,7.0
19152,5.0,8.0,3.0
19153,8.0,10.0,2.0
19154,1.0,4.0,3.0
19155,6.0,6.0,0.0
19156,2.0,2.0,0.0
19157,1.0,6.0,5.0
19158,0.0,0.0,0.0
19159,5.0,7.0,2.0
19160,1.0,1.0,0.0
19161,8.0,12.0,4.0
19162,20.0,31.0,11.0
19163,4.0,6.0,2.0
19164,3.0,6.0,3.0
19165,10.0,21.0,11.0
19166,10.0,11.0,1.0
19167,7.0,7.0,0.0
19168,3.0,5.0,2.0
19169,0.0,0.0,0.0
19170,7.0,10.0,3.0
19171,0.0,0.0,0.0
19172,9.0,17.0,8.0
19173,1.0,3.0,2.0
19174,5.0,7.0,2.0
19175,24.0,27.0,3.0
19176,0.0,1.0,1.0
19177,1.0,3.0,2.0
19178,12.0,14.0,2.0
19179,7.0,8.0,1.0
19180,10.0,10.0,0.0
19181,0.0,0.0,0.0
19182,8.0,10.0,2.0
19183,0.0,0.0,0.0
19184,0.0,0.0,0.0
19185,4.0,6.0,2.0
19186,0.0,0.0,0.0
19187,1.0,1.0,0.0
19188,0.0,0.0,0.0
19189,20.0,31.0,11.0
19190,3.0,4.0,1.0
19191,0.0,0.0,0.0
19192,2.0,2.0,0.0
19193,1.0,1.0,0.0
19194,3.0,4.0,1.0
19195,6.0,7.0,1.0
19196,2.0,5.0,3.0
19197,5.0,9.0,4.0
19198,2.0,2.0,0.0
19199,75.0,112.0,37.0
19200,6.0,7.0,1.0
19201,1.0,6.0,5.0
19202,1.0,2.0,1.0
19203,0.0,1.0,1.0
19204,7.0,9.0,2.0
19205,1.0,8.0,7.0
19206,25.0,33.0,8.0
19207,2.0,5.0,3.0
19208,35.0,53.0,18.0
19209,7.0,9.0,2.0
19210,1.0,2.0,1.0
19211,0.0,0.0,0.0
19212,3.0,6.0,3.0
19213,6.0,7.0,1.0
19214,0.0,0.0,0.0
19215,1.0,2.0,1.0
19216,2.0,4.0,2.0
19217,25.0,42.0,17.0
19218,30.0,34.0,4.0
19219,9.0,20.0,11.0
19220,63.0,113.0,50.0
19221,15.0,18.0,3.0
19222,34.0,78.0,44.0
19223,33.0,45.0,12.0
19224,4.0,6.0,2.0
19225,3.0,5.0,2.0
19226,6.0,14.0,8.0
19227,7.0,13.0,6.0
19228,49.0,77.0,28.0
19229,5.0,8.0,3.0
19230,19.0,27.0,8.0
19231,25.0,43.0,18.0
19232,3.0,10.0,7.0
19233,0.0,1.0,1.0
19234,15.0,23.0,8.0
19235,16.0,17.0,1.0
19236,24.0,34.0,10.0
19237,22.0,29.0,7.0
19238,3.0,5.0,2.0
19239,17.0,27.0,10.0
19240,2.0,3.0,1.0
19241,17.0,21.0,4.0
19242,6.0,8.0,2.0
19243,3.0,4.0,1.0
19244,7.0,8.0,1.0
19245,3.0,3.0,0.0
19246,5.0,6.0,1.0
19247,8.0,10.0,2.0
19248,4.0,18.0,14.0
19249,25.0,45.0,20.0
19250,18.0,22.0,4.0
19251,22.0,37.0,15.0
19252,11.0,13.0,2.0
19253,5.0,5.0,0.0
19254,2.0,3.0,1.0
19255,6.0,8.0,2.0
19256,4.0,7.0,3.0
19257,9.0,16.0,7.0
19258,8.0,13.0,5.0
19259,6.0,6.0,0.0
19260,1.0,2.0,1.0
19261,27.0,48.0,21.0
19262,12.0,18.0,6.0
19263,2.0,6.0,4.0
19264,5.0,7.0,2.0
19265,2.0,6.0,4.0
19266,5.0,11.0,6.0
19267,28.0,48.0,20.0
19268,9.0,10.0,1.0
19269,4.0,6.0,2.0
19270,5.0,6.0,1.0
19271,0.0,1.0,1.0
19272,3.0,4.0,1.0
19273,32.0,48.0,16.0
19274,6.0,9.0,3.0
19275,10.0,14.0,4.0
19276,5.0,7.0,2.0
19277,3.0,3.0,0.0
19278,0.0,0.0,0.0
19279,35.0,57.0,22.0
19280,3.0,7.0,4.0
19281,2.0,2.0,0.0
19282,2.0,3.0,1.0
19283,8.0,10.0,2.0
19284,7.0,8.0,1.0
19285,18.0,22.0,4.0
19286,8.0,10.0,2.0
19287,2.0,6.0,4.0
19288,4.0,4.0,0.0
19289,1.0,1.0,0.0
19290,4.0,7.0,3.0
19291,1.0,3.0,2.0
19292,2.0,2.0,0.0
19293,0.0,0.0,0.0
19294,0.0,1.0,1.0
19295,5.0,5.0,0.0
19296,8.0,9.0,1.0
19297,7.0,8.0,1.0
19298,1.0,2.0,1.0
19299,1.0,1.0,0.0
19300,6.0,6.0,0.0
19301,15.0,20.0,5.0
19302,3.0,3.0,0.0
19303,2.0,2.0,0.0
19304,3.0,6.0,3.0
19305,0.0,1.0,1.0
19306,1.0,1.0,0.0
19307,6.0,9.0,3.0
19308,8.0,9.0,1.0
19309,0.0,0.0,0.0
19310,0.0,0.0,0.0
19311,0.0,0.0,0.0
19312,2.0,2.0,0.0
19313,2.0,2.0,0.0
19314,5.0,8.0,3.0
19315,4.0,10.0,6.0
19316,5.0,7.0,2.0
19317,17.0,22.0,5.0
19318,17.0,31.0,14.0
19319,12.0,22.0,10.0
19320,99.0,170.0,71.0
19321,5.0,11.0,6.0
19322,3.0,6.0,3.0
19323,15.0,24.0,9.0
19324,5.0,9.0,4.0
19325,1.0,1.0,0.0
19326,14.0,20.0,6.0
19327,2.0,2.0,0.0
19328,4.0,7.0,3.0
19329,73.0,139.0,66.0
19330,2.0,2.0,0.0
19331,0.0,1.0,1.0
19332,48.0,122.0,74.0
19333,2.0,2.0,0.0
19334,48.0,67.0,19.0
19335,3.0,13.0,10.0
19336,0.0,2.0,2.0
19337,45.0,60.0,15.0
19338,9.0,16.0,7.0
19339,50.0,83.0,33.0
19340,4.0,10.0,6.0
19341,2.0,2.0,0.0
19342,25.0,40.0,15.0
19343,7.0,13.0,6.0
19344,6.0,11.0,5.0
19345,7.0,12.0,5.0
19346,1.0,1.0,0.0
19347,4.0,6.0,2.0
19348,6.0,11.0,5.0
19349,7.0,16.0,9.0
19350,36.0,55.0,19.0
19351,6.0,12.0,6.0
19352,2.0,5.0,3.0
19353,3.0,3.0,0.0
19354,6.0,7.0,1.0
19355,1.0,1.0,0.0
19356,41.0,54.0,13.0
19357,3.0,4.0,1.0
19358,3.0,4.0,1.0
19359,15.0,22.0,7.0
19360,17.0,29.0,12.0
19361,29.0,55.0,26.0
19362,0.0,0.0,0.0
19363,5.0,5.0,0.0
19364,18.0,31.0,13.0
19365,5.0,10.0,5.0
19366,20.0,31.0,11.0
19367,1.0,2.0,1.0
19368,1.0,1.0,0.0
19369,3.0,3.0,0.0
19370,4.0,10.0,6.0
19371,5.0,13.0,8.0
19372,11.0,16.0,5.0
19373,42.0,51.0,9.0
19374,12.0,18.0,6.0
19375,5.0,5.0,0.0
19376,48.0,76.0,28.0
19377,0.0,0.0,0.0
19378,13.0,15.0,2.0
19379,42.0,54.0,12.0
19380,11.0,17.0,6.0
19381,2.0,4.0,2.0
19382,3.0,3.0,0.0
19383,12.0,13.0,1.0
19384,55.0,98.0,43.0
19385,8.0,9.0,1.0
19386,0.0,2.0,2.0
19387,43.0,70.0,27.0
19388,9.0,14.0,5.0
19389,5.0,9.0,4.0
19390,21.0,38.0,17.0
19391,2.0,2.0,0.0
19392,19.0,30.0,11.0
19393,1.0,1.0,0.0
19394,8.0,13.0,5.0
19395,2.0,4.0,2.0
19396,1.0,1.0,0.0
19397,3.0,5.0,2.0
19398,1.0,1.0,0.0
19399,17.0,21.0,4.0
19400,3.0,3.0,0.0
19401,4.0,11.0,7.0
19402,2.0,2.0,0.0
19403,2.0,5.0,3.0
19404,5.0,7.0,2.0
19405,24.0,29.0,5.0
19406,14.0,18.0,4.0
19407,2.0,2.0,0.0
19408,0.0,1.0,1.0
19409,0.0,0.0,0.0
19410,1.0,2.0,1.0
19411,2.0,2.0,0.0
19412,2.0,3.0,1.0
19413,2.0,2.0,0.0
19414,0.0,0.0,0.0
19415,0.0,0.0,0.0
19416,0.0,0.0,0.0
19417,0.0,0.0,0.0
19418,0.0,1.0,1.0
19419,3.0,6.0,3.0
19420,7.0,7.0,0.0
19421,1.0,2.0,1.0
19422,2.0,2.0,0.0
19423,0.0,1.0,1.0
19424,2.0,2.0,0.0
19425,1.0,1.0,0.0
19426,2.0,3.0,1.0
19427,15.0,25.0,10.0
19428,3.0,4.0,1.0
19429,18.0,21.0,3.0
19430,0.0,5.0,5.0
19431,8.0,17.0,9.0
19432,4.0,4.0,0.0
19433,4.0,4.0,0.0
19434,13.0,17.0,4.0
19435,10.0,19.0,9.0
19436,15.0,26.0,11.0
19437,7.0,8.0,1.0
19438,1.0,1.0,0.0
19439,1.0,1.0,0.0
19440,1.0,4.0,3.0
19441,3.0,3.0,0.0
19442,34.0,51.0,17.0
19443,30.0,41.0,11.0
19444,0.0,0.0,0.0
19445,4.0,5.0,1.0
19446,44.0,59.0,15.0
19447,4.0,6.0,2.0
19448,3.0,4.0,1.0
19449,18.0,21.0,3.0
19450,2.0,5.0,3.0
19451,4.0,6.0,2.0
19452,8.0,9.0,1.0
19453,1.0,1.0,0.0
19454,1.0,3.0,2.0
19455,4.0,6.0,2.0
19456,1.0,1.0,0.0
19457,1.0,2.0,1.0
19458,3.0,3.0,0.0
19459,7.0,9.0,2.0
19460,6.0,11.0,5.0
19461,6.0,8.0,2.0
19462,3.0,3.0,0.0
19463,0.0,2.0,2.0
19464,16.0,20.0,4.0
19465,6.0,7.0,1.0
19466,8.0,11.0,3.0
19467,4.0,7.0,3.0
19468,3.0,5.0,2.0
19469,2.0,3.0,1.0
19470,0.0,0.0,0.0
19471,2.0,2.0,0.0
19472,8.0,12.0,4.0
19473,4.0,4.0,0.0
19474,0.0,0.0,0.0
19475,3.0,4.0,1.0
19476,1.0,1.0,0.0
19477,3.0,4.0,1.0
19478,1.0,4.0,3.0
19479,0.0,0.0,0.0
19480,1.0,1.0,0.0
19481,5.0,7.0,2.0
19482,1.0,2.0,1.0
19483,30.0,49.0,19.0
19484,1.0,2.0,1.0
19485,29.0,52.0,23.0
19486,6.0,9.0,3.0
19487,8.0,11.0,3.0
19488,13.0,24.0,11.0
19489,2.0,3.0,1.0
19490,12.0,15.0,3.0
19491,0.0,0.0,0.0
19492,14.0,18.0,4.0
19493,8.0,12.0,4.0
19494,6.0,9.0,3.0
19495,10.0,13.0,3.0
19496,12.0,13.0,1.0
19497,1.0,3.0,2.0
19498,3.0,6.0,3.0
19499,16.0,19.0,3.0
19500,24.0,46.0,22.0
19501,6.0,10.0,4.0
19502,6.0,9.0,3.0
19503,4.0,10.0,6.0
19504,6.0,7.0,1.0
19505,3.0,3.0,0.0
19506,15.0,26.0,11.0
19507,3.0,6.0,3.0
19508,2.0,3.0,1.0
19509,9.0,11.0,2.0
19510,16.0,23.0,7.0
19511,2.0,3.0,1.0
19512,1.0,5.0,4.0
19513,2.0,2.0,0.0
19514,0.0,0.0,0.0
19515,6.0,7.0,1.0
19516,2.0,2.0,0.0
19517,17.0,35.0,18.0
19518,41.0,59.0,18.0
19519,4.0,9.0,5.0
19520,44.0,68.0,24.0
19521,51.0,87.0,36.0
19522,0.0,0.0,0.0
19523,15.0,24.0,9.0
19524,15.0,20.0,5.0
19525,4.0,11.0,7.0
19526,1.0,4.0,3.0
19527,0.0,0.0,0.0
19528,3.0,3.0,0.0
19529,2.0,2.0,0.0
19530,11.0,12.0,1.0
19531,3.0,6.0,3.0
19532,14.0,17.0,3.0
19533,4.0,4.0,0.0
19534,5.0,7.0,2.0
19535,2.0,2.0,0.0
19536,2.0,7.0,5.0
19537,1.0,3.0,2.0
19538,7.0,8.0,1.0
19539,17.0,21.0,4.0
19540,2.0,2.0,0.0
19541,3.0,6.0,3.0
19542,9.0,12.0,3.0
19543,1.0,1.0,0.0
19544,10.0,13.0,3.0
19545,1.0,2.0,1.0
19546,1.0,2.0,1.0
19547,5.0,9.0,4.0
19548,0.0,1.0,1.0
19549,47.0,68.0,21.0
19550,7.0,11.0,4.0
19551,6.0,9.0,3.0
19552,12.0,15.0,3.0
19553,38.0,56.0,18.0
19554,4.0,10.0,6.0
19555,13.0,22.0,9.0
19556,1.0,1.0,0.0
19557,2.0,4.0,2.0
19558,2.0,3.0,1.0
19559,13.0,16.0,3.0
19560,0.0,0.0,0.0
19561,3.0,4.0,1.0
19562,8.0,15.0,7.0
19563,4.0,7.0,3.0
19564,0.0,3.0,3.0
19565,4.0,4.0,0.0
19566,0.0,0.0,0.0
19567,2.0,3.0,1.0
19568,4.0,6.0,2.0
19569,2.0,2.0,0.0
19570,2.0,3.0,1.0
19571,5.0,8.0,3.0
19572,0.0,0.0,0.0
19573,0.0,2.0,2.0
19574,2.0,3.0,1.0
19575,1.0,2.0,1.0
19576,3.0,3.0,0.0
19577,1.0,1.0,0.0
19578,1.0,2.0,1.0
19579,0.0,0.0,0.0
19580,3.0,4.0,1.0
19581,0.0,0.0,0.0
19582,5.0,7.0,2.0
19583,1.0,1.0,0.0
19584,3.0,4.0,1.0
19585,5.0,5.0,0.0
19586,1.0,1.0,0.0
19587,11.0,11.0,0.0
19588,1.0,1.0,0.0
19589,1.0,1.0,0.0
19590,3.0,3.0,0.0
19591,2.0,2.0,0.0
19592,1.0,1.0,0.0
19593,0.0,7.0,7.0
19594,0.0,3.0,3.0
19595,0.0,2.0,2.0
19596,3.0,4.0,1.0
19597,3.0,4.0,1.0
19598,3.0,7.0,4.0
19599,10.0,21.0,11.0
19600,21.0,33.0,12.0
19601,1.0,1.0,0.0
19602,7.0,9.0,2.0
19603,79.0,146.0,67.0
19604,2.0,6.0,4.0
19605,2.0,4.0,2.0
19606,2.0,4.0,2.0
19607,0.0,2.0,2.0
19608,2.0,2.0,0.0
19609,0.0,1.0,1.0
19610,6.0,12.0,6.0
19611,13.0,19.0,6.0
19612,0.0,0.0,0.0
19613,7.0,10.0,3.0
19614,2.0,2.0,0.0
19615,25.0,29.0,4.0
19616,3.0,5.0,2.0
19617,3.0,6.0,3.0
19618,19.0,29.0,10.0
19619,13.0,18.0,5.0
19620,2.0,7.0,5.0
19621,17.0,17.0,0.0
19622,1.0,1.0,0.0
19623,13.0,15.0,2.0
19624,6.0,7.0,1.0
19625,14.0,25.0,11.0
19626,2.0,3.0,1.0
19627,18.0,31.0,13.0
19628,7.0,12.0,5.0
19629,4.0,5.0,1.0
19630,10.0,14.0,4.0
19631,17.0,31.0,14.0
19632,4.0,4.0,0.0
19633,5.0,5.0,0.0
19634,44.0,62.0,18.0
19635,49.0,75.0,26.0
19636,0.0,1.0,1.0
19637,2.0,2.0,0.0
19638,0.0,0.0,0.0
19639,10.0,19.0,9.0
19640,4.0,5.0,1.0
19641,5.0,6.0,1.0
19642,24.0,30.0,6.0
19643,4.0,6.0,2.0
19644,16.0,22.0,6.0
19645,12.0,15.0,3.0
19646,5.0,7.0,2.0
19647,6.0,8.0,2.0
19648,1.0,1.0,0.0
19649,7.0,12.0,5.0
19650,16.0,30.0,14.0
19651,0.0,0.0,0.0
19652,13.0,15.0,2.0
19653,2.0,3.0,1.0
19654,1.0,2.0,1.0
19655,6.0,7.0,1.0
19656,3.0,6.0,3.0
19657,10.0,16.0,6.0
19658,1.0,1.0,0.0
19659,4.0,6.0,2.0
19660,14.0,17.0,3.0
19661,23.0,41.0,18.0
19662,5.0,8.0,3.0
19663,0.0,1.0,1.0
19664,12.0,19.0,7.0
19665,0.0,2.0,2.0
19666,20.0,29.0,9.0
19667,3.0,4.0,1.0
19668,4.0,4.0,0.0
19669,0.0,2.0,2.0
19670,7.0,9.0,2.0
19671,0.0,1.0,1.0
19672,1.0,1.0,0.0
19673,2.0,3.0,1.0
19674,0.0,0.0,0.0
19675,5.0,5.0,0.0
19676,29.0,56.0,27.0
19677,1.0,2.0,1.0
19678,2.0,2.0,0.0
19679,1.0,2.0,1.0
19680,16.0,20.0,4.0
19681,10.0,12.0,2.0
19682,1.0,2.0,1.0
19683,2.0,2.0,0.0
19684,9.0,11.0,2.0
19685,4.0,4.0,0.0
19686,6.0,8.0,2.0
19687,10.0,12.0,2.0
19688,10.0,14.0,4.0
19689,0.0,0.0,0.0
19690,0.0,0.0,0.0
19691,0.0,1.0,1.0
19692,3.0,4.0,1.0
19693,2.0,3.0,1.0
19694,3.0,4.0,1.0
19695,1.0,2.0,1.0
19696,1.0,2.0,1.0
19697,5.0,6.0,1.0
19698,2.0,3.0,1.0
19699,7.0,7.0,0.0
19700,5.0,5.0,0.0
19701,2.0,2.0,0.0
19702,1.0,1.0,0.0
19703,1.0,1.0,0.0
19704,2.0,3.0,1.0
19705,8.0,10.0,2.0
19706,1.0,2.0,1.0
19707,2.0,3.0,1.0
19708,1.0,2.0,1.0
19709,2.0,2.0,0.0
19710,13.0,15.0,2.0
19711,3.0,4.0,1.0
19712,3.0,3.0,0.0
19713,5.0,5.0,0.0
19714,2.0,4.0,2.0
19715,2.0,2.0,0.0
19716,6.0,6.0,0.0
19717,9.0,12.0,3.0
19718,6.0,7.0,1.0
19719,0.0,0.0,0.0
19720,0.0,0.0,0.0
19721,2.0,2.0,0.0
19722,3.0,3.0,0.0
19723,1.0,1.0,0.0
19724,1.0,1.0,0.0
19725,2.0,3.0,1.0
19726,3.0,3.0,0.0
19727,1.0,1.0,0.0
19728,0.0,0.0,0.0
19729,2.0,2.0,0.0
19730,5.0,6.0,1.0
19731,6.0,11.0,5.0
19732,0.0,0.0,0.0
19733,2.0,2.0,0.0
19734,7.0,9.0,2.0
19735,14.0,22.0,8.0
19736,19.0,28.0,9.0
19737,6.0,9.0,3.0
19738,0.0,0.0,0.0
19739,47.0,70.0,23.0
19740,7.0,9.0,2.0
19741,31.0,48.0,17.0
19742,20.0,31.0,11.0
19743,5.0,9.0,4.0
19744,2.0,6.0,4.0
19745,25.0,51.0,26.0
19746,0.0,0.0,0.0
19747,26.0,43.0,17.0
19748,2.0,9.0,7.0
19749,14.0,29.0,15.0
19750,5.0,6.0,1.0
19751,5.0,10.0,5.0
19752,33.0,43.0,10.0
19753,74.0,156.0,82.0
19754,3.0,3.0,0.0
19755,10.0,13.0,3.0
19756,1.0,2.0,1.0
19757,1.0,1.0,0.0
19758,3.0,5.0,2.0
19759,43.0,56.0,13.0
19760,18.0,23.0,5.0
19761,4.0,6.0,2.0
19762,7.0,14.0,7.0
19763,93.0,160.0,67.0
19764,9.0,10.0,1.0
19765,20.0,28.0,8.0
19766,54.0,85.0,31.0
19767,4.0,7.0,3.0
19768,5.0,9.0,4.0
19769,6.0,10.0,4.0
19770,29.0,43.0,14.0
19771,12.0,20.0,8.0
19772,12.0,13.0,1.0
19773,11.0,16.0,5.0
19774,3.0,5.0,2.0
19775,7.0,16.0,9.0
19776,2.0,3.0,1.0
19777,5.0,6.0,1.0
19778,3.0,4.0,1.0
19779,1.0,2.0,1.0
19780,10.0,13.0,3.0
19781,4.0,5.0,1.0
19782,30.0,38.0,8.0
19783,2.0,4.0,2.0
19784,3.0,5.0,2.0
19785,5.0,10.0,5.0
19786,5.0,9.0,4.0
19787,2.0,6.0,4.0
19788,3.0,3.0,0.0
19789,1.0,1.0,0.0
19790,9.0,16.0,7.0
19791,5.0,9.0,4.0
19792,13.0,17.0,4.0
19793,2.0,4.0,2.0
19794,2.0,3.0,1.0
19795,3.0,3.0,0.0
19796,0.0,0.0,0.0
19797,8.0,10.0,2.0
19798,2.0,3.0,1.0
19799,3.0,4.0,1.0
19800,3.0,3.0,0.0
19801,3.0,8.0,5.0
19802,2.0,2.0,0.0
19803,1.0,1.0,0.0
19804,10.0,15.0,5.0
19805,1.0,1.0,0.0
19806,5.0,6.0,1.0
19807,5.0,9.0,4.0
19808,1.0,2.0,1.0
19809,7.0,8.0,1.0
19810,0.0,1.0,1.0
19811,7.0,10.0,3.0
19812,3.0,4.0,1.0
19813,6.0,9.0,3.0
19814,5.0,6.0,1.0
19815,5.0,5.0,0.0
19816,2.0,4.0,2.0
19817,2.0,3.0,1.0
19818,0.0,1.0,1.0
19819,1.0,1.0,0.0
19820,2.0,2.0,0.0
19821,0.0,0.0,0.0
19822,1.0,2.0,1.0
19823,2.0,2.0,0.0
19824,7.0,8.0,1.0
19825,3.0,3.0,0.0
19826,3.0,5.0,2.0
19827,8.0,9.0,1.0
19828,0.0,3.0,3.0
19829,9.0,14.0,5.0
19830,9.0,12.0,3.0
19831,1.0,1.0,0.0
19832,7.0,8.0,1.0
19833,10.0,20.0,10.0
19834,19.0,27.0,8.0
19835,6.0,10.0,4.0
19836,0.0,1.0,1.0
19837,7.0,12.0,5.0
19838,6.0,6.0,0.0
19839,75.0,113.0,38.0
19840,31.0,50.0,19.0
19841,5.0,6.0,1.0
19842,30.0,55.0,25.0
19843,32.0,52.0,20.0
19844,0.0,0.0,0.0
19845,8.0,21.0,13.0
19846,1.0,1.0,0.0
19847,6.0,14.0,8.0
19848,3.0,6.0,3.0
19849,6.0,8.0,2.0
19850,0.0,2.0,2.0
19851,15.0,21.0,6.0
19852,29.0,48.0,19.0
19853,19.0,31.0,12.0
19854,0.0,0.0,0.0
19855,1.0,1.0,0.0
19856,19.0,27.0,8.0
19857,84.0,150.0,66.0
19858,17.0,24.0,7.0
19859,7.0,8.0,1.0
19860,3.0,3.0,0.0
19861,3.0,4.0,1.0
19862,12.0,12.0,0.0
19863,8.0,12.0,4.0
19864,10.0,24.0,14.0
19865,0.0,0.0,0.0
19866,23.0,35.0,12.0
19867,8.0,11.0,3.0
19868,2.0,4.0,2.0
19869,7.0,10.0,3.0
19870,4.0,5.0,1.0
19871,13.0,18.0,5.0
19872,26.0,45.0,19.0
19873,2.0,3.0,1.0
19874,18.0,25.0,7.0
19875,1.0,1.0,0.0
19876,26.0,40.0,14.0
19877,1.0,1.0,0.0
19878,2.0,3.0,1.0
19879,28.0,34.0,6.0
19880,10.0,27.0,17.0
19881,3.0,3.0,0.0
19882,14.0,22.0,8.0
19883,16.0,25.0,9.0
19884,11.0,17.0,6.0
19885,8.0,9.0,1.0
19886,1.0,5.0,4.0
19887,5.0,6.0,1.0
19888,6.0,8.0,2.0
19889,15.0,24.0,9.0
19890,12.0,19.0,7.0
19891,9.0,15.0,6.0
19892,10.0,14.0,4.0
19893,8.0,9.0,1.0
19894,1.0,2.0,1.0
19895,5.0,6.0,1.0
19896,4.0,7.0,3.0
19897,4.0,10.0,6.0
19898,6.0,6.0,0.0
19899,6.0,12.0,6.0
19900,0.0,0.0,0.0
19901,4.0,5.0,1.0
19902,11.0,16.0,5.0
19903,5.0,5.0,0.0
19904,2.0,2.0,0.0
19905,1.0,1.0,0.0
19906,0.0,5.0,5.0
19907,1.0,1.0,0.0
19908,0.0,0.0,0.0
19909,2.0,4.0,2.0
19910,3.0,5.0,2.0
19911,13.0,13.0,0.0
19912,0.0,0.0,0.0
19913,4.0,7.0,3.0
19914,1.0,4.0,3.0
19915,9.0,9.0,0.0
19916,2.0,3.0,1.0
19917,5.0,13.0,8.0
19918,25.0,31.0,6.0
19919,27.0,41.0,14.0
19920,2.0,3.0,1.0
19921,1.0,1.0,0.0
19922,5.0,7.0,2.0
19923,1.0,4.0,3.0
19924,5.0,7.0,2.0
19925,10.0,13.0,3.0
19926,2.0,2.0,0.0
19927,3.0,6.0,3.0
19928,1.0,2.0,1.0
19929,0.0,4.0,4.0
19930,1.0,3.0,2.0
19931,1.0,3.0,2.0
19932,5.0,7.0,2.0
19933,5.0,6.0,1.0
19934,0.0,0.0,0.0
19935,0.0,1.0,1.0
19936,2.0,2.0,0.0
19937,4.0,5.0,1.0
19938,3.0,5.0,2.0
19939,2.0,2.0,0.0
19940,1.0,3.0,2.0
19941,3.0,3.0,0.0
19942,3.0,3.0,0.0
19943,4.0,4.0,0.0
19944,2.0,3.0,1.0
19945,2.0,2.0,0.0
19946,5.0,5.0,0.0
19947,1.0,3.0,2.0
19948,1.0,2.0,1.0
19949,6.0,9.0,3.0
19950,3.0,5.0,2.0
19951,4.0,5.0,1.0
19952,1.0,1.0,0.0
19953,11.0,21.0,10.0
19954,7.0,16.0,9.0
19955,1.0,7.0,6.0
19956,4.0,7.0,3.0
19957,8.0,17.0,9.0
19958,10.0,18.0,8.0
19959,5.0,6.0,1.0
19960,1.0,2.0,1.0
19961,174.0,307.0,133.0
19962,142.0,259.0,117.0
19963,79.0,132.0,53.0
19964,48.0,75.0,27.0
19965,9.0,16.0,7.0
19966,3.0,3.0,0.0
19967,2.0,5.0,3.0
19968,2.0,4.0,2.0
19969,16.0,19.0,3.0
19970,13.0,16.0,3.0
19971,7.0,14.0,7.0
19972,0.0,0.0,0.0
19973,0.0,3.0,3.0
19974,4.0,4.0,0.0
19975,2.0,3.0,1.0
19976,29.0,61.0,32.0
19977,0.0,0.0,0.0
19978,1.0,5.0,4.0
19979,11.0,21.0,10.0
19980,24.0,28.0,4.0
