ID,tackleWonTotal,tackleTotalAttempted,challengeLost
51416,19.0,24.0,5.0
51417,22.0,32.0,10.0
51418,62.0,72.0,10.0
51419,2.0,2.0,0.0
51420,14.0,16.0,2.0
51421,37.0,52.0,15.0
51422,28.0,37.0,9.0
51423,3.0,5.0,2.0
51424,6.0,7.0,1.0
51425,5.0,5.0,0.0
51426,66.0,82.0,16.0
51427,1.0,1.0,0.0
51428,3.0,4.0,1.0
51429,4.0,8.0,4.0
51430,23.0,32.0,9.0
51431,17.0,19.0,2.0
51432,45.0,58.0,13.0
51433,10.0,13.0,3.0
51434,7.0,10.0,3.0
51435,1.0,2.0,1.0
51436,27.0,34.0,7.0
51437,32.0,37.0,5.0
51438,24.0,29.0,5.0
51439,20.0,27.0,7.0
51440,21.0,26.0,5.0
51441,15.0,17.0,2.0
51442,17.0,23.0,6.0
51443,12.0,16.0,4.0
51444,15.0,21.0,6.0
51445,17.0,23.0,6.0
51446,2.0,3.0,1.0
51447,42.0,46.0,4.0
51448,7.0,9.0,2.0
51449,17.0,19.0,2.0
51450,30.0,40.0,10.0
51451,20.0,24.0,4.0
51452,5.0,10.0,5.0
51453,43.0,51.0,8.0
51454,0.0,0.0,0.0
51455,39.0,48.0,9.0
51456,14.0,18.0,4.0
51457,28.0,34.0,6.0
51458,9.0,12.0,3.0
51459,36.0,38.0,2.0
51460,6.0,7.0,1.0
51461,6.0,9.0,3.0
51462,9.0,11.0,2.0
51463,1.0,1.0,0.0
51464,7.0,9.0,2.0
51465,5.0,7.0,2.0
51466,11.0,15.0,4.0
51467,8.0,8.0,0.0
51468,17.0,24.0,7.0
51469,15.0,20.0,5.0
51470,3.0,3.0,0.0
51471,16.0,21.0,5.0
51472,7.0,15.0,8.0
51473,17.0,22.0,5.0
51474,5.0,11.0,6.0
51475,22.0,28.0,6.0
51476,6.0,7.0,1.0
51477,10.0,15.0,5.0
51478,5.0,6.0,1.0
51479,27.0,33.0,6.0
51480,24.0,30.0,6.0
51481,2.0,2.0,0.0
51482,12.0,21.0,9.0
51483,25.0,33.0,8.0
51484,16.0,20.0,4.0
51485,3.0,3.0,0.0
51486,11.0,17.0,6.0
51487,4.0,9.0,5.0
51488,18.0,26.0,8.0
51489,45.0,48.0,3.0
51490,1.0,1.0,0.0
51491,4.0,4.0,0.0
51492,13.0,19.0,6.0
51493,5.0,6.0,1.0
51494,8.0,15.0,7.0
51495,1.0,2.0,1.0
51496,7.0,7.0,0.0
51497,5.0,7.0,2.0
51498,8.0,8.0,0.0
51499,10.0,12.0,2.0
51500,2.0,2.0,0.0
51501,0.0,0.0,0.0
51502,0.0,0.0,0.0
51503,0.0,0.0,0.0
51504,1.0,5.0,4.0
51505,0.0,2.0,2.0
51506,2.0,2.0,0.0
51507,2.0,2.0,0.0
51508,0.0,1.0,1.0
51509,2.0,6.0,4.0
51510,0.0,0.0,0.0
51511,48.0,64.0,16.0
51512,34.0,43.0,9.0
51513,13.0,16.0,3.0
51514,19.0,25.0,6.0
51515,6.0,6.0,0.0
51516,16.0,19.0,3.0
51517,15.0,15.0,0.0
51518,1.0,1.0,0.0
51519,43.0,55.0,12.0
51520,19.0,35.0,16.0
51521,13.0,22.0,9.0
51522,32.0,46.0,14.0
51523,30.0,42.0,12.0
51524,32.0,41.0,9.0
51525,51.0,74.0,23.0
51526,38.0,49.0,11.0
51527,16.0,25.0,9.0
51528,28.0,39.0,11.0
51529,22.0,29.0,7.0
51530,29.0,43.0,14.0
51531,43.0,57.0,14.0
51532,33.0,40.0,7.0
51533,22.0,27.0,5.0
51534,7.0,9.0,2.0
51535,22.0,25.0,3.0
51536,14.0,16.0,2.0
51537,12.0,13.0,1.0
51538,33.0,44.0,11.0
51539,13.0,17.0,4.0
51540,20.0,25.0,5.0
51541,25.0,35.0,10.0
51542,5.0,7.0,2.0
51543,34.0,47.0,13.0
51544,25.0,35.0,10.0
51545,6.0,8.0,2.0
51546,0.0,1.0,1.0
51547,0.0,0.0,0.0
51548,6.0,12.0,6.0
51549,22.0,25.0,3.0
51550,19.0,25.0,6.0
51551,10.0,13.0,3.0
51552,0.0,0.0,0.0
51553,27.0,47.0,20.0
51554,12.0,19.0,7.0
51555,18.0,24.0,6.0
51556,17.0,25.0,8.0
51557,16.0,19.0,3.0
51558,27.0,38.0,11.0
51559,32.0,46.0,14.0
51560,1.0,1.0,0.0
51561,16.0,20.0,4.0
51562,6.0,9.0,3.0
51563,3.0,4.0,1.0
51564,3.0,4.0,1.0
51565,4.0,4.0,0.0
51566,27.0,32.0,5.0
51567,3.0,3.0,0.0
51568,23.0,34.0,11.0
51569,28.0,35.0,7.0
51570,14.0,20.0,6.0
51571,34.0,47.0,13.0
51572,8.0,9.0,1.0
51573,39.0,53.0,14.0
51574,26.0,35.0,9.0
51575,27.0,40.0,13.0
51576,4.0,6.0,2.0
51577,29.0,38.0,9.0
51578,3.0,5.0,2.0
51579,2.0,2.0,0.0
51580,0.0,0.0,0.0
51581,9.0,12.0,3.0
51582,24.0,29.0,5.0
51583,1.0,1.0,0.0
51584,19.0,22.0,3.0
51585,24.0,34.0,10.0
51586,15.0,22.0,7.0
51587,11.0,12.0,1.0
51588,23.0,26.0,3.0
51589,21.0,41.0,20.0
51590,45.0,60.0,15.0
51591,31.0,38.0,7.0
51592,7.0,10.0,3.0
51593,5.0,5.0,0.0
51594,11.0,13.0,2.0
51595,17.0,18.0,1.0
51596,0.0,1.0,1.0
51597,11.0,21.0,10.0
51598,13.0,16.0,3.0
51599,27.0,38.0,11.0
51600,8.0,16.0,8.0
51601,20.0,31.0,11.0
51602,10.0,21.0,11.0
51603,2.0,5.0,3.0
51604,21.0,36.0,15.0
51605,15.0,20.0,5.0
51606,15.0,22.0,7.0
51607,17.0,28.0,11.0
51608,35.0,46.0,11.0
51609,11.0,12.0,1.0
51610,4.0,6.0,2.0
51611,6.0,6.0,0.0
51612,5.0,5.0,0.0
51613,3.0,3.0,0.0
51614,21.0,24.0,3.0
51615,6.0,8.0,2.0
51616,9.0,16.0,7.0
51617,6.0,8.0,2.0
51618,19.0,30.0,11.0
51619,10.0,14.0,4.0
51620,16.0,17.0,1.0
51621,6.0,10.0,4.0
51622,28.0,40.0,12.0
51623,27.0,34.0,7.0
51624,3.0,4.0,1.0
51625,0.0,0.0,0.0
51626,9.0,11.0,2.0
51627,9.0,9.0,0.0
51628,10.0,12.0,2.0
51629,8.0,11.0,3.0
51630,7.0,8.0,1.0
51631,17.0,24.0,7.0
51632,8.0,15.0,7.0
51633,16.0,19.0,3.0
51634,1.0,2.0,1.0
51635,6.0,8.0,2.0
51636,3.0,3.0,0.0
51637,2.0,5.0,3.0
51638,3.0,8.0,5.0
51639,1.0,2.0,1.0
51640,0.0,2.0,2.0
51641,2.0,4.0,2.0
51642,0.0,2.0,2.0
51643,7.0,8.0,1.0
51644,0.0,0.0,0.0
51645,1.0,1.0,0.0
51646,4.0,6.0,2.0
51647,0.0,1.0,1.0
51648,1.0,2.0,1.0
51649,1.0,1.0,0.0
51650,1.0,1.0,0.0
51651,16.0,19.0,3.0
51652,3.0,5.0,2.0
51653,6.0,8.0,2.0
51654,3.0,3.0,0.0
51655,0.0,1.0,1.0
51656,16.0,18.0,2.0
51657,1.0,1.0,0.0
51658,9.0,10.0,1.0
51659,26.0,36.0,10.0
51660,44.0,60.0,16.0
51661,28.0,38.0,10.0
51662,36.0,59.0,23.0
51663,22.0,25.0,3.0
51664,20.0,23.0,3.0
51665,24.0,38.0,14.0
51666,16.0,20.0,4.0
51667,31.0,33.0,2.0
51668,3.0,9.0,6.0
51669,17.0,30.0,13.0
51670,9.0,10.0,1.0
51671,0.0,0.0,0.0
51672,42.0,48.0,6.0
51673,27.0,35.0,8.0
51674,2.0,4.0,2.0
51675,14.0,27.0,13.0
51676,11.0,13.0,2.0
51677,14.0,16.0,2.0
51678,28.0,36.0,8.0
51679,10.0,14.0,4.0
51680,2.0,3.0,1.0
51681,2.0,7.0,5.0
51682,43.0,52.0,9.0
51683,9.0,9.0,0.0
51684,34.0,42.0,8.0
51685,1.0,1.0,0.0
51686,5.0,10.0,5.0
51687,26.0,34.0,8.0
51688,26.0,38.0,12.0
51689,10.0,14.0,4.0
51690,33.0,50.0,17.0
51691,13.0,14.0,1.0
51692,11.0,13.0,2.0
51693,7.0,8.0,1.0
51694,10.0,17.0,7.0
51695,17.0,22.0,5.0
51696,13.0,18.0,5.0
51697,39.0,46.0,7.0
51698,36.0,48.0,12.0
51699,17.0,28.0,11.0
51700,6.0,9.0,3.0
51701,3.0,5.0,2.0
51702,2.0,3.0,1.0
51703,11.0,14.0,3.0
51704,22.0,35.0,13.0
51705,12.0,21.0,9.0
51706,23.0,27.0,4.0
51707,21.0,31.0,10.0
51708,28.0,43.0,15.0
51709,6.0,7.0,1.0
51710,4.0,9.0,5.0
51711,16.0,24.0,8.0
51712,21.0,28.0,7.0
51713,11.0,20.0,9.0
51714,20.0,28.0,8.0
51715,20.0,23.0,3.0
51716,24.0,36.0,12.0
51717,5.0,10.0,5.0
51718,38.0,47.0,9.0
51719,27.0,36.0,9.0
51720,9.0,11.0,2.0
51721,37.0,55.0,18.0
51722,18.0,20.0,2.0
51723,31.0,38.0,7.0
51724,30.0,49.0,19.0
51725,16.0,19.0,3.0
51726,51.0,75.0,24.0
51727,15.0,19.0,4.0
51728,2.0,2.0,0.0
51729,10.0,13.0,3.0
51730,10.0,14.0,4.0
51731,21.0,26.0,5.0
51732,30.0,38.0,8.0
51733,5.0,7.0,2.0
51734,9.0,10.0,1.0
51735,1.0,4.0,3.0
51736,24.0,37.0,13.0
51737,21.0,27.0,6.0
51738,8.0,10.0,2.0
51739,4.0,6.0,2.0
51740,12.0,24.0,12.0
51741,13.0,21.0,8.0
51742,27.0,35.0,8.0
51743,21.0,40.0,19.0
51744,17.0,25.0,8.0
51745,6.0,8.0,2.0
51746,6.0,9.0,3.0
51747,3.0,8.0,5.0
51748,12.0,14.0,2.0
51749,9.0,19.0,10.0
51750,5.0,5.0,0.0
51751,10.0,15.0,5.0
51752,11.0,15.0,4.0
51753,12.0,18.0,6.0
51754,3.0,3.0,0.0
51755,0.0,1.0,1.0
51756,4.0,9.0,5.0
51757,6.0,17.0,11.0
51758,2.0,5.0,3.0
51759,7.0,10.0,3.0
51760,4.0,7.0,3.0
51761,6.0,7.0,1.0
51762,5.0,9.0,4.0
51763,2.0,4.0,2.0
51764,19.0,24.0,5.0
51765,0.0,0.0,0.0
51766,1.0,1.0,0.0
51767,12.0,19.0,7.0
51768,1.0,1.0,0.0
51769,0.0,1.0,1.0
51770,0.0,1.0,1.0
51771,3.0,3.0,0.0
51772,8.0,13.0,5.0
51773,2.0,3.0,1.0
51774,0.0,2.0,2.0
51775,0.0,1.0,1.0
51776,2.0,3.0,1.0
51777,2.0,4.0,2.0
51778,2.0,6.0,4.0
51779,2.0,3.0,1.0
51780,6.0,8.0,2.0
51781,5.0,5.0,0.0
51782,8.0,10.0,2.0
51783,3.0,3.0,0.0
51784,6.0,7.0,1.0
51785,7.0,7.0,0.0
51786,4.0,4.0,0.0
51787,6.0,9.0,3.0
51788,5.0,6.0,1.0
51789,5.0,6.0,1.0
51790,17.0,19.0,2.0
51791,4.0,6.0,2.0
51792,5.0,6.0,1.0
51793,5.0,5.0,0.0
51794,5.0,6.0,1.0
51795,10.0,10.0,0.0
51796,4.0,5.0,1.0
51797,9.0,9.0,0.0
51798,2.0,2.0,0.0
51799,31.0,36.0,5.0
51800,15.0,20.0,5.0
51801,18.0,23.0,5.0
51802,50.0,60.0,10.0
51803,25.0,33.0,8.0
51804,6.0,8.0,2.0
51805,37.0,47.0,10.0
51806,23.0,24.0,1.0
51807,21.0,23.0,2.0
51808,33.0,42.0,9.0
51809,36.0,43.0,7.0
51810,69.0,83.0,14.0
51811,12.0,12.0,0.0
51812,8.0,8.0,0.0
51813,1.0,2.0,1.0
51814,67.0,77.0,10.0
51815,12.0,14.0,2.0
51816,47.0,70.0,23.0
51817,31.0,36.0,5.0
51818,33.0,40.0,7.0
51819,11.0,15.0,4.0
51820,67.0,80.0,13.0
51821,7.0,9.0,2.0
51822,56.0,64.0,8.0
51823,39.0,47.0,8.0
51824,7.0,9.0,2.0
51825,42.0,49.0,7.0
51826,1.0,4.0,3.0
51827,28.0,31.0,3.0
51828,13.0,24.0,11.0
51829,30.0,37.0,7.0
51830,14.0,17.0,3.0
51831,13.0,22.0,9.0
51832,78.0,90.0,12.0
51833,28.0,34.0,6.0
51834,30.0,38.0,8.0
51835,10.0,14.0,4.0
51836,35.0,44.0,9.0
51837,17.0,28.0,11.0
51838,24.0,29.0,5.0
51839,56.0,71.0,15.0
51840,35.0,42.0,7.0
51841,23.0,26.0,3.0
51842,68.0,91.0,23.0
51843,28.0,35.0,7.0
51844,11.0,14.0,3.0
51845,19.0,22.0,3.0
51846,22.0,32.0,10.0
51847,47.0,58.0,11.0
51848,22.0,29.0,7.0
51849,20.0,25.0,5.0
51850,11.0,14.0,3.0
51851,8.0,8.0,0.0
51852,36.0,41.0,5.0
51853,13.0,18.0,5.0
51854,2.0,6.0,4.0
51855,8.0,17.0,9.0
51856,22.0,32.0,10.0
51857,12.0,15.0,3.0
51858,56.0,70.0,14.0
51859,8.0,11.0,3.0
51860,10.0,18.0,8.0
51861,12.0,19.0,7.0
51862,10.0,12.0,2.0
51863,12.0,16.0,4.0
51864,12.0,18.0,6.0
51865,36.0,46.0,10.0
51866,3.0,3.0,0.0
51867,29.0,36.0,7.0
51868,0.0,0.0,0.0
51869,25.0,40.0,15.0
51870,19.0,28.0,9.0
51871,3.0,3.0,0.0
51872,7.0,13.0,6.0
51873,35.0,44.0,9.0
51874,3.0,4.0,1.0
51875,3.0,3.0,0.0
51876,9.0,11.0,2.0
51877,43.0,54.0,11.0
51878,26.0,37.0,11.0
51879,17.0,21.0,4.0
51880,3.0,3.0,0.0
51881,9.0,11.0,2.0
51882,19.0,23.0,4.0
51883,9.0,13.0,4.0
51884,49.0,63.0,14.0
51885,25.0,35.0,10.0
51886,3.0,3.0,0.0
51887,10.0,17.0,7.0
51888,13.0,16.0,3.0
51889,30.0,45.0,15.0
51890,15.0,16.0,1.0
51891,4.0,5.0,1.0
51892,14.0,19.0,5.0
51893,6.0,8.0,2.0
51894,24.0,29.0,5.0
51895,36.0,48.0,12.0
51896,11.0,13.0,2.0
51897,1.0,2.0,1.0
51898,10.0,13.0,3.0
51899,39.0,46.0,7.0
51900,0.0,0.0,0.0
51901,9.0,11.0,2.0
51902,1.0,1.0,0.0
51903,8.0,9.0,1.0
51904,2.0,3.0,1.0
51905,0.0,0.0,0.0
51906,6.0,7.0,1.0
51907,8.0,9.0,1.0
51908,4.0,4.0,0.0
51909,3.0,4.0,1.0
51910,1.0,1.0,0.0
51911,3.0,5.0,2.0
51912,0.0,0.0,0.0
51913,5.0,6.0,1.0
51914,1.0,1.0,0.0
51915,2.0,11.0,9.0
51916,2.0,2.0,0.0
51917,3.0,3.0,0.0
51918,6.0,8.0,2.0
51919,2.0,3.0,1.0
51920,6.0,7.0,1.0
51921,8.0,10.0,2.0
51922,22.0,30.0,8.0
51923,3.0,3.0,0.0
51924,49.0,76.0,27.0
51925,10.0,13.0,3.0
51926,77.0,89.0,12.0
51927,1.0,1.0,0.0
51928,2.0,2.0,0.0
51929,49.0,65.0,16.0
51930,5.0,5.0,0.0
51931,23.0,29.0,6.0
51932,42.0,55.0,13.0
51933,38.0,47.0,9.0
51934,18.0,23.0,5.0
51935,0.0,0.0,0.0
51936,26.0,38.0,12.0
51937,34.0,44.0,10.0
51938,30.0,35.0,5.0
51939,35.0,46.0,11.0
51940,8.0,10.0,2.0
51941,20.0,23.0,3.0
51942,13.0,15.0,2.0
51943,24.0,35.0,11.0
51944,35.0,56.0,21.0
51945,1.0,4.0,3.0
51946,34.0,39.0,5.0
51947,16.0,23.0,7.0
51948,28.0,41.0,13.0
51949,17.0,22.0,5.0
51950,44.0,58.0,14.0
51951,31.0,40.0,9.0
51952,19.0,26.0,7.0
51953,13.0,15.0,2.0
51954,13.0,18.0,5.0
51955,11.0,12.0,1.0
51956,7.0,11.0,4.0
51957,36.0,47.0,11.0
51958,24.0,32.0,8.0
51959,27.0,33.0,6.0
51960,6.0,10.0,4.0
51961,33.0,47.0,14.0
51962,50.0,62.0,12.0
51963,3.0,3.0,0.0
51964,30.0,38.0,8.0
51965,6.0,8.0,2.0
51966,8.0,12.0,4.0
51967,23.0,32.0,9.0
51968,5.0,7.0,2.0
51969,25.0,32.0,7.0
51970,2.0,6.0,4.0
51971,11.0,15.0,4.0
51972,6.0,10.0,4.0
51973,7.0,11.0,4.0
51974,6.0,11.0,5.0
51975,11.0,14.0,3.0
51976,28.0,43.0,15.0
51977,4.0,7.0,3.0
51978,3.0,5.0,2.0
51979,9.0,13.0,4.0
51980,39.0,49.0,10.0
51981,13.0,19.0,6.0
51982,40.0,56.0,16.0
51983,47.0,59.0,12.0
51984,18.0,22.0,4.0
51985,17.0,24.0,7.0
51986,4.0,6.0,2.0
51987,9.0,13.0,4.0
51988,28.0,40.0,12.0
51989,10.0,12.0,2.0
51990,2.0,5.0,3.0
51991,11.0,16.0,5.0
51992,6.0,7.0,1.0
51993,11.0,18.0,7.0
51994,3.0,3.0,0.0
51995,15.0,19.0,4.0
51996,20.0,28.0,8.0
51997,29.0,35.0,6.0
51998,4.0,6.0,2.0
51999,10.0,11.0,1.0
52000,5.0,6.0,1.0
52001,0.0,1.0,1.0
52002,2.0,5.0,3.0
52003,28.0,40.0,12.0
52004,13.0,19.0,6.0
52005,1.0,2.0,1.0
52006,2.0,4.0,2.0
52007,5.0,8.0,3.0
52008,18.0,34.0,16.0
52009,0.0,0.0,0.0
52010,1.0,2.0,1.0
52011,9.0,13.0,4.0
52012,5.0,7.0,2.0
52013,9.0,14.0,5.0
52014,2.0,4.0,2.0
52015,5.0,6.0,1.0
52016,1.0,5.0,4.0
52017,6.0,6.0,0.0
52018,9.0,13.0,4.0
52019,1.0,1.0,0.0
52020,0.0,0.0,0.0
52021,1.0,3.0,2.0
52022,1.0,3.0,2.0
52023,1.0,2.0,1.0
52024,0.0,0.0,0.0
52025,4.0,6.0,2.0
52026,6.0,7.0,1.0
52027,2.0,2.0,0.0
52028,2.0,4.0,2.0
52029,0.0,0.0,0.0
52030,1.0,1.0,0.0
52031,51.0,62.0,11.0
52032,2.0,3.0,1.0
52033,51.0,72.0,21.0
52034,1.0,1.0,0.0
52035,3.0,8.0,5.0
52036,28.0,32.0,4.0
52037,17.0,31.0,14.0
52038,17.0,20.0,3.0
52039,9.0,11.0,2.0
52040,12.0,18.0,6.0
52041,47.0,67.0,20.0
52042,0.0,0.0,0.0
52043,40.0,50.0,10.0
52044,4.0,7.0,3.0
52045,9.0,15.0,6.0
52046,8.0,11.0,3.0
52047,35.0,46.0,11.0
52048,6.0,7.0,1.0
52049,57.0,70.0,13.0
52050,3.0,4.0,1.0
52051,18.0,21.0,3.0
52052,50.0,65.0,15.0
52053,24.0,36.0,12.0
52054,14.0,18.0,4.0
52055,19.0,26.0,7.0
52056,5.0,5.0,0.0
52057,13.0,13.0,0.0
52058,18.0,23.0,5.0
52059,40.0,50.0,10.0
52060,30.0,43.0,13.0
52061,20.0,35.0,15.0
52062,5.0,10.0,5.0
52063,0.0,0.0,0.0
52064,8.0,17.0,9.0
52065,11.0,15.0,4.0
52066,53.0,70.0,17.0
52067,42.0,62.0,20.0
52068,42.0,57.0,15.0
52069,18.0,25.0,7.0
52070,52.0,73.0,21.0
52071,26.0,35.0,9.0
52072,3.0,4.0,1.0
52073,28.0,33.0,5.0
52074,19.0,26.0,7.0
52075,38.0,54.0,16.0
52076,4.0,6.0,2.0
52077,34.0,42.0,8.0
52078,26.0,36.0,10.0
52079,10.0,14.0,4.0
52080,36.0,49.0,13.0
52081,8.0,9.0,1.0
52082,27.0,29.0,2.0
52083,15.0,18.0,3.0
52084,21.0,29.0,8.0
52085,44.0,60.0,16.0
52086,33.0,37.0,4.0
52087,9.0,15.0,6.0
52088,17.0,23.0,6.0
52089,5.0,6.0,1.0
52090,28.0,30.0,2.0
52091,13.0,21.0,8.0
52092,0.0,0.0,0.0
52093,25.0,37.0,12.0
52094,22.0,26.0,4.0
52095,33.0,42.0,9.0
52096,5.0,8.0,3.0
52097,28.0,36.0,8.0
52098,0.0,0.0,0.0
52099,9.0,12.0,3.0
52100,5.0,8.0,3.0
52101,8.0,9.0,1.0
52102,5.0,7.0,2.0
52103,12.0,16.0,4.0
52104,17.0,24.0,7.0
52105,4.0,6.0,2.0
52106,4.0,7.0,3.0
52107,8.0,12.0,4.0
52108,9.0,13.0,4.0
52109,11.0,12.0,1.0
52110,2.0,3.0,1.0
52111,13.0,20.0,7.0
52112,22.0,32.0,10.0
52113,12.0,21.0,9.0
52114,6.0,7.0,1.0
52115,32.0,39.0,7.0
52116,12.0,14.0,2.0
52117,5.0,6.0,1.0
52118,2.0,4.0,2.0
52119,21.0,31.0,10.0
52120,14.0,22.0,8.0
52121,8.0,9.0,1.0
52122,0.0,1.0,1.0
52123,1.0,2.0,1.0
52124,0.0,1.0,1.0
52125,3.0,5.0,2.0
52126,12.0,18.0,6.0
52127,1.0,2.0,1.0
52128,3.0,7.0,4.0
52129,1.0,1.0,0.0
52130,2.0,3.0,1.0
52131,3.0,4.0,1.0
52132,0.0,0.0,0.0
52133,2.0,3.0,1.0
52134,8.0,8.0,0.0
52135,14.0,17.0,3.0
52136,9.0,14.0,5.0
52137,4.0,5.0,1.0
52138,59.0,76.0,17.0
52139,15.0,19.0,4.0
52140,27.0,34.0,7.0
52141,15.0,16.0,1.0
52142,9.0,13.0,4.0
52143,0.0,1.0,1.0
52144,25.0,39.0,14.0
52145,32.0,39.0,7.0
52146,14.0,20.0,6.0
52147,22.0,33.0,11.0
52148,18.0,22.0,4.0
52149,7.0,10.0,3.0
52150,0.0,0.0,0.0
52151,43.0,53.0,10.0
52152,2.0,2.0,0.0
52153,9.0,11.0,2.0
52154,48.0,67.0,19.0
52155,59.0,82.0,23.0
52156,5.0,8.0,3.0
52157,39.0,49.0,10.0
52158,53.0,70.0,17.0
52159,9.0,12.0,3.0
52160,19.0,23.0,4.0
52161,6.0,9.0,3.0
52162,23.0,41.0,18.0
52163,1.0,1.0,0.0
52164,39.0,53.0,14.0
52165,20.0,28.0,8.0
52166,27.0,33.0,6.0
52167,24.0,31.0,7.0
52168,44.0,57.0,13.0
52169,42.0,54.0,12.0
52170,15.0,27.0,12.0
52171,43.0,56.0,13.0
52172,26.0,33.0,7.0
52173,12.0,20.0,8.0
52174,32.0,47.0,15.0
52175,2.0,4.0,2.0
52176,46.0,61.0,15.0
52177,7.0,14.0,7.0
52178,35.0,45.0,10.0
52179,3.0,4.0,1.0
52180,5.0,7.0,2.0
52181,4.0,4.0,0.0
52182,16.0,20.0,4.0
52183,38.0,44.0,6.0
52184,64.0,90.0,26.0
52185,24.0,31.0,7.0
52186,7.0,10.0,3.0
52187,14.0,16.0,2.0
52188,12.0,23.0,11.0
52189,39.0,53.0,14.0
52190,11.0,13.0,2.0
52191,34.0,43.0,9.0
52192,20.0,23.0,3.0
52193,11.0,13.0,2.0
52194,37.0,52.0,15.0
52195,4.0,5.0,1.0
52196,19.0,25.0,6.0
52197,9.0,10.0,1.0
52198,51.0,82.0,31.0
52199,13.0,26.0,13.0
52200,15.0,22.0,7.0
52201,16.0,24.0,8.0
52202,9.0,13.0,4.0
52203,32.0,42.0,10.0
52204,33.0,45.0,12.0
52205,15.0,24.0,9.0
52206,25.0,42.0,17.0
52207,10.0,15.0,5.0
52208,19.0,25.0,6.0
52209,30.0,38.0,8.0
52210,5.0,9.0,4.0
52211,3.0,5.0,2.0
52212,11.0,12.0,1.0
52213,2.0,8.0,6.0
52214,0.0,1.0,1.0
52215,38.0,46.0,8.0
52216,9.0,10.0,1.0
52217,16.0,18.0,2.0
52218,0.0,0.0,0.0
52219,14.0,25.0,11.0
52220,7.0,9.0,2.0
52221,2.0,4.0,2.0
52222,10.0,20.0,10.0
52223,0.0,1.0,1.0
52224,1.0,3.0,2.0
52225,27.0,37.0,10.0
52226,26.0,37.0,11.0
52227,0.0,0.0,0.0
52228,4.0,5.0,1.0
52229,3.0,6.0,3.0
52230,4.0,8.0,4.0
52231,2.0,5.0,3.0
52232,17.0,27.0,10.0
52233,2.0,4.0,2.0
52234,4.0,6.0,2.0
52235,3.0,5.0,2.0
52236,1.0,3.0,2.0
52237,2.0,3.0,1.0
52238,3.0,4.0,1.0
52239,2.0,5.0,3.0
52240,1.0,3.0,2.0
52241,1.0,1.0,0.0
52242,1.0,1.0,0.0
52243,0.0,1.0,1.0
52244,2.0,2.0,0.0
52245,2.0,2.0,0.0
52246,7.0,9.0,2.0
52247,6.0,8.0,2.0
52248,15.0,25.0,10.0
52249,7.0,8.0,1.0
52250,3.0,4.0,1.0
52251,16.0,21.0,5.0
52252,8.0,8.0,0.0
52253,10.0,13.0,3.0
52254,4.0,6.0,2.0
52255,1.0,1.0,0.0
52256,11.0,16.0,5.0
52257,1.0,1.0,0.0
52258,5.0,5.0,0.0
52259,13.0,20.0,7.0
52260,6.0,11.0,5.0
52261,1.0,1.0,0.0
52262,25.0,40.0,15.0
52263,6.0,7.0,1.0
52264,16.0,16.0,0.0
52265,2.0,3.0,1.0
52266,13.0,19.0,6.0
52267,12.0,14.0,2.0
52268,4.0,5.0,1.0
52269,7.0,11.0,4.0
52270,3.0,4.0,1.0
52271,3.0,4.0,1.0
52272,15.0,19.0,4.0
52273,7.0,14.0,7.0
52274,2.0,3.0,1.0
52275,8.0,10.0,2.0
52276,14.0,17.0,3.0
52277,14.0,15.0,1.0
52278,8.0,9.0,1.0
52279,3.0,5.0,2.0
52280,5.0,9.0,4.0
52281,5.0,9.0,4.0
52282,6.0,10.0,4.0
52283,1.0,2.0,1.0
52284,8.0,9.0,1.0
52285,4.0,6.0,2.0
52286,1.0,1.0,0.0
52287,4.0,9.0,5.0
52288,3.0,5.0,2.0
52289,8.0,9.0,1.0
52290,4.0,5.0,1.0
52291,11.0,14.0,3.0
52292,7.0,11.0,4.0
52293,6.0,6.0,0.0
52294,0.0,0.0,0.0
52295,15.0,19.0,4.0
52296,6.0,8.0,2.0
52297,0.0,0.0,0.0
52298,1.0,2.0,1.0
52299,5.0,7.0,2.0
52300,11.0,15.0,4.0
52301,3.0,4.0,1.0
52302,8.0,8.0,0.0
52303,7.0,9.0,2.0
52304,10.0,11.0,1.0
52305,5.0,10.0,5.0
52306,17.0,20.0,3.0
52307,8.0,9.0,1.0
52308,1.0,3.0,2.0
52309,12.0,14.0,2.0
52310,2.0,2.0,0.0
52311,15.0,17.0,2.0
52312,7.0,9.0,2.0
52313,1.0,1.0,0.0
52314,8.0,10.0,2.0
52315,3.0,4.0,1.0
52316,13.0,16.0,3.0
52317,10.0,15.0,5.0
52318,6.0,7.0,1.0
52319,5.0,7.0,2.0
52320,4.0,6.0,2.0
52321,9.0,11.0,2.0
52322,3.0,4.0,1.0
52323,11.0,14.0,3.0
52324,15.0,17.0,2.0
52325,1.0,1.0,0.0
52326,6.0,9.0,3.0
52327,13.0,17.0,4.0
52328,8.0,10.0,2.0
52329,11.0,12.0,1.0
52330,3.0,3.0,0.0
52331,0.0,0.0,0.0
52332,7.0,10.0,3.0
52333,9.0,13.0,4.0
52334,3.0,5.0,2.0
52335,13.0,18.0,5.0
52336,2.0,3.0,1.0
52337,8.0,16.0,8.0
52338,3.0,5.0,2.0
52339,6.0,12.0,6.0
52340,5.0,11.0,6.0
52341,2.0,2.0,0.0
52342,2.0,3.0,1.0
52343,1.0,3.0,2.0
52344,7.0,11.0,4.0
52345,11.0,12.0,1.0
52346,1.0,2.0,1.0
