ID,tackleWonTotal,tackleTotalAttempted,challengeLost
14230,5.0,5.0,0.0
14231,2.0,3.0,1.0
14232,14.0,18.0,4.0
14233,11.0,19.0,8.0
14234,3.0,5.0,2.0
14235,0.0,1.0,1.0
14236,2.0,7.0,5.0
14237,7.0,10.0,3.0
14238,0.0,0.0,0.0
14239,3.0,4.0,1.0
14240,11.0,15.0,4.0
14241,15.0,20.0,5.0
14242,2.0,2.0,0.0
14243,4.0,7.0,3.0
14244,5.0,6.0,1.0
14245,8.0,12.0,4.0
14246,9.0,17.0,8.0
14247,0.0,0.0,0.0
14248,0.0,0.0,0.0
14249,2.0,3.0,1.0
14250,8.0,8.0,0.0
14251,12.0,21.0,9.0
14252,1.0,3.0,2.0
14253,1.0,4.0,3.0
14254,2.0,4.0,2.0
14255,6.0,8.0,2.0
14256,4.0,6.0,2.0
14257,4.0,6.0,2.0
14258,0.0,3.0,3.0
14259,3.0,7.0,4.0
14260,0.0,0.0,0.0
14261,6.0,16.0,10.0
14262,5.0,10.0,5.0
14263,11.0,16.0,5.0
14264,7.0,9.0,2.0
14265,3.0,5.0,2.0
14266,1.0,1.0,0.0
14267,4.0,7.0,3.0
14268,9.0,13.0,4.0
14269,10.0,13.0,3.0
14270,0.0,1.0,1.0
14271,4.0,5.0,1.0
14272,2.0,6.0,4.0
14273,4.0,6.0,2.0
14274,0.0,1.0,1.0
14275,0.0,1.0,1.0
14276,5.0,9.0,4.0
14277,1.0,1.0,0.0
14278,0.0,3.0,3.0
14279,1.0,2.0,1.0
14280,1.0,1.0,0.0
14281,1.0,2.0,1.0
14282,0.0,0.0,0.0
14283,0.0,0.0,0.0
14284,0.0,0.0,0.0
14285,0.0,0.0,0.0
14286,0.0,2.0,2.0
14287,1.0,3.0,2.0
14288,2.0,3.0,1.0
14289,0.0,0.0,0.0
14290,0.0,0.0,0.0
14291,1.0,1.0,0.0
14292,0.0,0.0,0.0
14293,0.0,0.0,0.0
14294,0.0,1.0,1.0
14295,0.0,0.0,0.0
14296,2.0,2.0,0.0
14297,1.0,1.0,0.0
14298,1.0,1.0,0.0
14299,0.0,1.0,1.0
14300,0.0,0.0,0.0
14301,0.0,0.0,0.0
14302,3.0,8.0,5.0
14303,0.0,1.0,1.0
14304,2.0,3.0,1.0
14305,0.0,0.0,0.0
14306,1.0,2.0,1.0
14307,8.0,11.0,3.0
14308,3.0,4.0,1.0
14309,7.0,11.0,4.0
14310,6.0,7.0,1.0
14311,0.0,0.0,0.0
14312,2.0,3.0,1.0
14313,0.0,0.0,0.0
14314,2.0,3.0,1.0
14315,1.0,1.0,0.0
14316,22.0,37.0,15.0
14317,11.0,13.0,2.0
14318,6.0,9.0,3.0
14319,2.0,5.0,3.0
14320,2.0,3.0,1.0
14321,0.0,1.0,1.0
14322,0.0,1.0,1.0
14323,15.0,44.0,29.0
14324,17.0,37.0,20.0
14325,2.0,3.0,1.0
14326,0.0,0.0,0.0
14327,2.0,4.0,2.0
14328,7.0,16.0,9.0
14329,1.0,1.0,0.0
14330,4.0,6.0,2.0
14331,6.0,6.0,0.0
14332,0.0,0.0,0.0
14333,9.0,16.0,7.0
14334,3.0,5.0,2.0
14335,9.0,17.0,8.0
14336,0.0,0.0,0.0
14337,1.0,2.0,1.0
14338,7.0,10.0,3.0
14339,3.0,6.0,3.0
14340,5.0,5.0,0.0
14341,1.0,3.0,2.0
14342,8.0,18.0,10.0
14343,36.0,56.0,20.0
14344,1.0,1.0,0.0
14345,21.0,28.0,7.0
14346,0.0,1.0,1.0
14347,6.0,8.0,2.0
14348,10.0,17.0,7.0
14349,3.0,6.0,3.0
14350,9.0,17.0,8.0
14351,3.0,4.0,1.0
14352,7.0,10.0,3.0
14353,5.0,9.0,4.0
14354,6.0,8.0,2.0
14355,10.0,14.0,4.0
14356,2.0,3.0,1.0
14357,3.0,6.0,3.0
14358,23.0,36.0,13.0
14359,28.0,39.0,11.0
14360,1.0,1.0,0.0
14361,2.0,2.0,0.0
14362,51.0,88.0,37.0
14363,4.0,10.0,6.0
14364,11.0,23.0,12.0
14365,0.0,0.0,0.0
14366,4.0,6.0,2.0
14367,2.0,4.0,2.0
14368,20.0,29.0,9.0
14369,0.0,0.0,0.0
14370,21.0,37.0,16.0
14371,6.0,7.0,1.0
14372,1.0,3.0,2.0
14373,0.0,0.0,0.0
14374,8.0,11.0,3.0
14375,13.0,23.0,10.0
14376,13.0,15.0,2.0
14377,20.0,29.0,9.0
14378,2.0,6.0,4.0
14379,3.0,6.0,3.0
14380,9.0,13.0,4.0
14381,1.0,2.0,1.0
14382,4.0,7.0,3.0
14383,6.0,15.0,9.0
14384,2.0,5.0,3.0
14385,0.0,0.0,0.0
14386,0.0,0.0,0.0
14387,10.0,23.0,13.0
14388,5.0,11.0,6.0
14389,2.0,5.0,3.0
14390,1.0,2.0,1.0
14391,0.0,1.0,1.0
14392,1.0,1.0,0.0
14393,0.0,0.0,0.0
14394,11.0,22.0,11.0
14395,6.0,11.0,5.0
14396,5.0,14.0,9.0
14397,3.0,7.0,4.0
14398,3.0,6.0,3.0
14399,4.0,5.0,1.0
14400,4.0,7.0,3.0
14401,3.0,4.0,1.0
14402,0.0,0.0,0.0
14403,0.0,0.0,0.0
14404,1.0,1.0,0.0
14405,0.0,0.0,0.0
14406,6.0,8.0,2.0
14407,4.0,7.0,3.0
14408,2.0,7.0,5.0
14409,1.0,2.0,1.0
14410,5.0,9.0,4.0
14411,3.0,4.0,1.0
14412,2.0,4.0,2.0
14413,4.0,8.0,4.0
14414,1.0,1.0,0.0
14415,0.0,2.0,2.0
14416,6.0,9.0,3.0
14417,2.0,3.0,1.0
14418,2.0,6.0,4.0
14419,4.0,18.0,14.0
14420,2.0,2.0,0.0
14421,0.0,0.0,0.0
14422,8.0,15.0,7.0
14423,3.0,6.0,3.0
14424,3.0,7.0,4.0
14425,1.0,1.0,0.0
14426,1.0,1.0,0.0
14427,0.0,0.0,0.0
14428,3.0,4.0,1.0
14429,0.0,0.0,0.0
14430,0.0,0.0,0.0
14431,1.0,6.0,5.0
14432,4.0,7.0,3.0
14433,1.0,3.0,2.0
14434,4.0,9.0,5.0
14435,4.0,10.0,6.0
14436,1.0,4.0,3.0
14437,3.0,7.0,4.0
14438,1.0,2.0,1.0
14439,1.0,5.0,4.0
14440,1.0,3.0,2.0
14441,0.0,2.0,2.0
14442,2.0,2.0,0.0
14443,1.0,5.0,4.0
14444,0.0,0.0,0.0
14445,0.0,1.0,1.0
14446,1.0,1.0,0.0
14447,1.0,1.0,0.0
14448,1.0,1.0,0.0
14449,0.0,1.0,1.0
14450,0.0,0.0,0.0
14451,0.0,1.0,1.0
14452,0.0,0.0,0.0
14453,0.0,0.0,0.0
14454,0.0,2.0,2.0
14455,1.0,5.0,4.0
14456,0.0,1.0,1.0
14457,2.0,2.0,0.0
14458,7.0,14.0,7.0
14459,3.0,5.0,2.0
14460,7.0,15.0,8.0
14461,6.0,11.0,5.0
14462,0.0,0.0,0.0
14463,23.0,49.0,26.0
14464,3.0,4.0,1.0
14465,2.0,3.0,1.0
14466,3.0,5.0,2.0
14467,4.0,7.0,3.0
14468,2.0,9.0,7.0
14469,5.0,7.0,2.0
14470,1.0,1.0,0.0
14471,11.0,18.0,7.0
14472,0.0,1.0,1.0
14473,4.0,4.0,0.0
14474,2.0,2.0,0.0
14475,18.0,32.0,14.0
14476,11.0,21.0,10.0
14477,0.0,1.0,1.0
14478,27.0,36.0,9.0
14479,2.0,3.0,1.0
14480,9.0,13.0,4.0
14481,10.0,20.0,10.0
14482,27.0,46.0,19.0
14483,1.0,2.0,1.0
14484,4.0,5.0,1.0
14485,19.0,31.0,12.0
14486,35.0,52.0,17.0
14487,0.0,0.0,0.0
14488,2.0,2.0,0.0
14489,9.0,12.0,3.0
14490,10.0,18.0,8.0
14491,34.0,55.0,21.0
14492,6.0,19.0,13.0
14493,16.0,28.0,12.0
14494,17.0,41.0,24.0
14495,1.0,2.0,1.0
14496,7.0,9.0,2.0
14497,3.0,5.0,2.0
14498,9.0,15.0,6.0
14499,1.0,1.0,0.0
14500,22.0,30.0,8.0
14501,2.0,3.0,1.0
14502,28.0,54.0,26.0
14503,3.0,4.0,1.0
14504,5.0,10.0,5.0
14505,17.0,40.0,23.0
14506,20.0,39.0,19.0
14507,8.0,12.0,4.0
14508,14.0,26.0,12.0
14509,5.0,16.0,11.0
14510,5.0,6.0,1.0
14511,7.0,9.0,2.0
14512,8.0,13.0,5.0
14513,3.0,7.0,4.0
14514,0.0,3.0,3.0
14515,1.0,3.0,2.0
14516,9.0,16.0,7.0
14517,5.0,15.0,10.0
14518,23.0,39.0,16.0
14519,1.0,5.0,4.0
14520,11.0,16.0,5.0
14521,5.0,8.0,3.0
14522,14.0,23.0,9.0
14523,5.0,6.0,1.0
14524,4.0,7.0,3.0
14525,0.0,2.0,2.0
14526,18.0,28.0,10.0
14527,6.0,10.0,4.0
14528,11.0,12.0,1.0
14529,0.0,2.0,2.0
14530,5.0,6.0,1.0
14531,3.0,5.0,2.0
14532,6.0,7.0,1.0
14533,2.0,2.0,0.0
14534,30.0,48.0,18.0
14535,12.0,16.0,4.0
14536,6.0,7.0,1.0
14537,5.0,6.0,1.0
14538,14.0,21.0,7.0
14539,7.0,9.0,2.0
14540,14.0,25.0,11.0
14541,8.0,13.0,5.0
14542,3.0,5.0,2.0
14543,6.0,14.0,8.0
14544,8.0,10.0,2.0
14545,14.0,24.0,10.0
14546,0.0,0.0,0.0
14547,1.0,1.0,0.0
14548,3.0,3.0,0.0
14549,0.0,3.0,3.0
14550,1.0,3.0,2.0
14551,8.0,14.0,6.0
14552,7.0,11.0,4.0
14553,12.0,22.0,10.0
14554,0.0,3.0,3.0
14555,0.0,3.0,3.0
14556,0.0,1.0,1.0
14557,8.0,22.0,14.0
14558,0.0,0.0,0.0
14559,1.0,1.0,0.0
14560,1.0,1.0,0.0
14561,4.0,8.0,4.0
14562,0.0,0.0,0.0
14563,1.0,2.0,1.0
14564,1.0,3.0,2.0
14565,0.0,1.0,1.0
14566,1.0,3.0,2.0
14567,1.0,2.0,1.0
14568,0.0,0.0,0.0
14569,0.0,3.0,3.0
14570,2.0,4.0,2.0
14571,8.0,12.0,4.0
14572,0.0,0.0,0.0
14573,1.0,5.0,4.0
14574,2.0,3.0,1.0
14575,3.0,6.0,3.0
14576,2.0,2.0,0.0
14577,1.0,1.0,0.0
14578,0.0,2.0,2.0
14579,1.0,3.0,2.0
14580,1.0,2.0,1.0
14581,0.0,0.0,0.0
14582,1.0,1.0,0.0
14583,0.0,0.0,0.0
14584,2.0,2.0,0.0
14585,1.0,1.0,0.0
14586,0.0,3.0,3.0
14587,0.0,1.0,1.0
14588,1.0,3.0,2.0
14589,1.0,5.0,4.0
14590,4.0,5.0,1.0
14591,6.0,7.0,1.0
14592,3.0,13.0,10.0
14593,1.0,1.0,0.0
14594,1.0,2.0,1.0
14595,3.0,3.0,0.0
14596,3.0,5.0,2.0
14597,4.0,7.0,3.0
14598,0.0,0.0,0.0
14599,0.0,1.0,1.0
14600,1.0,1.0,0.0
14601,0.0,0.0,0.0
14602,1.0,1.0,0.0
14603,1.0,2.0,1.0
14604,1.0,3.0,2.0
14605,0.0,3.0,3.0
14606,0.0,0.0,0.0
14607,1.0,2.0,1.0
14608,2.0,6.0,4.0
14609,7.0,10.0,3.0
14610,6.0,11.0,5.0
14611,1.0,1.0,0.0
14612,3.0,6.0,3.0
14613,1.0,2.0,1.0
14614,2.0,2.0,0.0
14615,0.0,1.0,1.0
14616,6.0,11.0,5.0
14617,2.0,2.0,0.0
14618,2.0,4.0,2.0
14619,0.0,3.0,3.0
14620,44.0,69.0,25.0
14621,26.0,35.0,9.0
14622,3.0,5.0,2.0
14623,1.0,3.0,2.0
14624,0.0,1.0,1.0
14625,1.0,1.0,0.0
14626,7.0,11.0,4.0
14627,5.0,5.0,0.0
14628,5.0,8.0,3.0
14629,3.0,8.0,5.0
14630,5.0,6.0,1.0
14631,3.0,4.0,1.0
14632,0.0,0.0,0.0
14633,6.0,14.0,8.0
14634,13.0,15.0,2.0
14635,0.0,2.0,2.0
14636,4.0,5.0,1.0
14637,2.0,2.0,0.0
14638,2.0,2.0,0.0
14639,0.0,1.0,1.0
14640,26.0,42.0,16.0
14641,6.0,12.0,6.0
14642,1.0,2.0,1.0
14643,6.0,14.0,8.0
14644,0.0,3.0,3.0
14645,3.0,4.0,1.0
14646,3.0,3.0,0.0
14647,2.0,2.0,0.0
14648,4.0,7.0,3.0
14649,1.0,2.0,1.0
14650,3.0,5.0,2.0
14651,5.0,8.0,3.0
14652,0.0,1.0,1.0
14653,5.0,8.0,3.0
14654,1.0,1.0,0.0
14655,2.0,6.0,4.0
14656,4.0,5.0,1.0
14657,3.0,6.0,3.0
14658,0.0,0.0,0.0
14659,0.0,0.0,0.0
14660,0.0,0.0,0.0
14661,3.0,6.0,3.0
14662,1.0,1.0,0.0
14663,0.0,2.0,2.0
14664,0.0,2.0,2.0
14665,0.0,0.0,0.0
14666,0.0,0.0,0.0
14667,0.0,0.0,0.0
14668,0.0,0.0,0.0
14669,2.0,2.0,0.0
14670,4.0,4.0,0.0
14671,2.0,3.0,1.0
14672,4.0,8.0,4.0
14673,1.0,1.0,0.0
14674,3.0,7.0,4.0
14675,4.0,4.0,0.0
14676,16.0,19.0,3.0
14677,0.0,0.0,0.0
14678,1.0,1.0,0.0
14679,0.0,0.0,0.0
14680,5.0,6.0,1.0
14681,1.0,4.0,3.0
14682,5.0,6.0,1.0
14683,20.0,28.0,8.0
14684,2.0,2.0,0.0
14685,9.0,9.0,0.0
14686,20.0,28.0,8.0
14687,4.0,4.0,0.0
14688,27.0,37.0,10.0
14689,15.0,22.0,7.0
14690,5.0,9.0,4.0
14691,14.0,24.0,10.0
14692,13.0,22.0,9.0
14693,0.0,1.0,1.0
14694,24.0,29.0,5.0
14695,14.0,19.0,5.0
14696,3.0,4.0,1.0
14697,14.0,28.0,14.0
14698,11.0,20.0,9.0
14699,2.0,2.0,0.0
14700,7.0,7.0,0.0
14701,4.0,10.0,6.0
14702,2.0,3.0,1.0
14703,8.0,9.0,1.0
14704,10.0,20.0,10.0
14705,10.0,14.0,4.0
14706,1.0,3.0,2.0
14707,7.0,11.0,4.0
14708,19.0,28.0,9.0
14709,3.0,3.0,0.0
14710,4.0,7.0,3.0
14711,2.0,3.0,1.0
14712,0.0,0.0,0.0
14713,6.0,8.0,2.0
14714,11.0,19.0,8.0
14715,25.0,41.0,16.0
14716,7.0,10.0,3.0
14717,21.0,35.0,14.0
14718,13.0,16.0,3.0
14719,0.0,2.0,2.0
14720,6.0,6.0,0.0
14721,6.0,6.0,0.0
14722,22.0,29.0,7.0
14723,9.0,18.0,9.0
14724,1.0,3.0,2.0
14725,4.0,13.0,9.0
14726,10.0,13.0,3.0
14727,2.0,2.0,0.0
14728,2.0,7.0,5.0
14729,6.0,13.0,7.0
14730,12.0,20.0,8.0
14731,9.0,13.0,4.0
14732,2.0,4.0,2.0
14733,10.0,13.0,3.0
14734,14.0,27.0,13.0
14735,1.0,1.0,0.0
14736,9.0,11.0,2.0
14737,0.0,0.0,0.0
14738,7.0,11.0,4.0
14739,9.0,13.0,4.0
14740,2.0,2.0,0.0
14741,4.0,7.0,3.0
14742,1.0,1.0,0.0
14743,2.0,2.0,0.0
14744,12.0,15.0,3.0
14745,3.0,4.0,1.0
14746,3.0,5.0,2.0
14747,2.0,5.0,3.0
14748,6.0,7.0,1.0
14749,10.0,21.0,11.0
14750,1.0,1.0,0.0
14751,0.0,2.0,2.0
14752,7.0,8.0,1.0
14753,8.0,14.0,6.0
14754,5.0,6.0,1.0
14755,0.0,0.0,0.0
14756,1.0,1.0,0.0
14757,3.0,4.0,1.0
14758,0.0,2.0,2.0
14759,4.0,6.0,2.0
14760,0.0,0.0,0.0
14761,0.0,1.0,1.0
14762,1.0,1.0,0.0
14763,1.0,2.0,1.0
14764,1.0,1.0,0.0
14765,0.0,1.0,1.0
14766,2.0,10.0,8.0
14767,3.0,3.0,0.0
14768,0.0,0.0,0.0
14769,1.0,2.0,1.0
14770,4.0,6.0,2.0
14771,6.0,6.0,0.0
14772,1.0,2.0,1.0
14773,3.0,5.0,2.0
14774,1.0,1.0,0.0
14775,0.0,0.0,0.0
14776,0.0,1.0,1.0
14777,0.0,0.0,0.0
14778,0.0,1.0,1.0
14779,1.0,2.0,1.0
14780,1.0,1.0,0.0
14781,0.0,1.0,1.0
14782,1.0,1.0,0.0
14783,0.0,0.0,0.0
14784,2.0,5.0,3.0
14785,1.0,1.0,0.0
14786,0.0,0.0,0.0
14787,0.0,0.0,0.0
14788,0.0,0.0,0.0
14789,2.0,2.0,0.0
14790,0.0,0.0,0.0
14791,5.0,5.0,0.0
14792,4.0,4.0,0.0
14793,17.0,31.0,14.0
14794,2.0,3.0,1.0
14795,3.0,4.0,1.0
14796,11.0,12.0,1.0
14797,13.0,14.0,1.0
14798,45.0,59.0,14.0
14799,7.0,9.0,2.0
14800,24.0,39.0,15.0
14801,18.0,21.0,3.0
14802,2.0,3.0,1.0
14803,4.0,4.0,0.0
14804,10.0,12.0,2.0
14805,3.0,4.0,1.0
14806,4.0,4.0,0.0
14807,3.0,3.0,0.0
14808,18.0,25.0,7.0
14809,15.0,19.0,4.0
14810,0.0,0.0,0.0
14811,6.0,9.0,3.0
14812,17.0,25.0,8.0
14813,9.0,19.0,10.0
14814,36.0,52.0,16.0
14815,42.0,52.0,10.0
14816,5.0,10.0,5.0
14817,7.0,13.0,6.0
14818,4.0,6.0,2.0
14819,1.0,1.0,0.0
14820,32.0,51.0,19.0
14821,10.0,17.0,7.0
14822,2.0,4.0,2.0
14823,8.0,10.0,2.0
14824,4.0,5.0,1.0
14825,14.0,22.0,8.0
14826,12.0,18.0,6.0
14827,3.0,5.0,2.0
14828,3.0,4.0,1.0
14829,5.0,6.0,1.0
14830,3.0,7.0,4.0
14831,9.0,15.0,6.0
14832,8.0,11.0,3.0
14833,1.0,1.0,0.0
14834,1.0,4.0,3.0
14835,1.0,3.0,2.0
14836,5.0,10.0,5.0
14837,4.0,10.0,6.0
14838,4.0,6.0,2.0
14839,2.0,4.0,2.0
14840,1.0,1.0,0.0
14841,0.0,1.0,1.0
14842,4.0,6.0,2.0
14843,4.0,4.0,0.0
14844,2.0,3.0,1.0
14845,14.0,20.0,6.0
14846,2.0,2.0,0.0
14847,3.0,4.0,1.0
14848,8.0,17.0,9.0
14849,2.0,5.0,3.0
14850,2.0,2.0,0.0
14851,3.0,3.0,0.0
14852,2.0,4.0,2.0
14853,1.0,1.0,0.0
14854,0.0,0.0,0.0
14855,8.0,11.0,3.0
14856,6.0,8.0,2.0
14857,5.0,6.0,1.0
14858,8.0,15.0,7.0
14859,4.0,7.0,3.0
14860,3.0,4.0,1.0
14861,1.0,1.0,0.0
14862,5.0,7.0,2.0
14863,6.0,13.0,7.0
14864,6.0,6.0,0.0
14865,7.0,12.0,5.0
14866,4.0,4.0,0.0
14867,2.0,3.0,1.0
14868,6.0,14.0,8.0
14869,5.0,7.0,2.0
14870,1.0,2.0,1.0
14871,1.0,2.0,1.0
14872,1.0,1.0,0.0
14873,0.0,1.0,1.0
14874,1.0,1.0,0.0
14875,2.0,2.0,0.0
14876,2.0,2.0,0.0
14877,1.0,1.0,0.0
14878,3.0,5.0,2.0
14879,3.0,5.0,2.0
14880,1.0,2.0,1.0
14881,0.0,2.0,2.0
14882,0.0,0.0,0.0
14883,3.0,4.0,1.0
14884,2.0,2.0,0.0
14885,1.0,1.0,0.0
14886,1.0,1.0,0.0
14887,0.0,0.0,0.0
14888,1.0,2.0,1.0
14889,1.0,2.0,1.0
14890,0.0,0.0,0.0
14891,3.0,4.0,1.0
14892,1.0,1.0,0.0
14893,3.0,3.0,0.0
14894,1.0,2.0,1.0
14895,0.0,1.0,1.0
14896,1.0,3.0,2.0
14897,0.0,0.0,0.0
14898,0.0,0.0,0.0
14899,2.0,2.0,0.0
14900,0.0,0.0,0.0
14901,3.0,3.0,0.0
14902,3.0,3.0,0.0
14903,9.0,16.0,7.0
14904,12.0,18.0,6.0
14905,3.0,4.0,1.0
14906,11.0,25.0,14.0
14907,3.0,3.0,0.0
14908,0.0,0.0,0.0
14909,0.0,0.0,0.0
14910,0.0,0.0,0.0
14911,9.0,11.0,2.0
14912,5.0,11.0,6.0
14913,1.0,2.0,1.0
14914,7.0,8.0,1.0
14915,6.0,8.0,2.0
14916,3.0,4.0,1.0
14917,1.0,1.0,0.0
14918,3.0,4.0,1.0
14919,7.0,10.0,3.0
14920,8.0,13.0,5.0
14921,5.0,5.0,0.0
14922,3.0,4.0,1.0
14923,6.0,8.0,2.0
14924,6.0,10.0,4.0
14925,1.0,1.0,0.0
14926,16.0,24.0,8.0
14927,2.0,6.0,4.0
14928,4.0,5.0,1.0
14929,3.0,5.0,2.0
14930,10.0,15.0,5.0
14931,7.0,13.0,6.0
14932,15.0,22.0,7.0
14933,0.0,1.0,1.0
14934,1.0,1.0,0.0
14935,18.0,30.0,12.0
14936,0.0,0.0,0.0
14937,17.0,28.0,11.0
14938,23.0,42.0,19.0
14939,6.0,9.0,3.0
14940,7.0,18.0,11.0
14941,0.0,3.0,3.0
14942,24.0,32.0,8.0
14943,4.0,17.0,13.0
14944,7.0,9.0,2.0
14945,1.0,2.0,1.0
14946,1.0,3.0,2.0
14947,2.0,3.0,1.0
14948,3.0,8.0,5.0
14949,3.0,3.0,0.0
14950,2.0,4.0,2.0
14951,1.0,2.0,1.0
14952,10.0,10.0,0.0
14953,2.0,3.0,1.0
14954,2.0,2.0,0.0
14955,3.0,6.0,3.0
14956,1.0,2.0,1.0
14957,1.0,4.0,3.0
14958,11.0,18.0,7.0
14959,0.0,0.0,0.0
14960,0.0,0.0,0.0
14961,2.0,8.0,6.0
14962,3.0,4.0,1.0
14963,6.0,8.0,2.0
14964,2.0,3.0,1.0
14965,3.0,3.0,0.0
14966,3.0,4.0,1.0
14967,1.0,2.0,1.0
14968,1.0,4.0,3.0
14969,3.0,4.0,1.0
14970,0.0,0.0,0.0
14971,15.0,26.0,11.0
14972,5.0,5.0,0.0
14973,2.0,2.0,0.0
14974,1.0,1.0,0.0
14975,4.0,8.0,4.0
14976,1.0,1.0,0.0
14977,1.0,1.0,0.0
14978,0.0,0.0,0.0
14979,18.0,30.0,12.0
14980,2.0,2.0,0.0
14981,2.0,3.0,1.0
14982,1.0,1.0,0.0
14983,1.0,2.0,1.0
14984,0.0,0.0,0.0
14985,0.0,0.0,0.0
14986,0.0,3.0,3.0
14987,2.0,3.0,1.0
14988,1.0,2.0,1.0
14989,1.0,2.0,1.0
14990,0.0,0.0,0.0
14991,1.0,1.0,0.0
14992,1.0,1.0,0.0
14993,2.0,5.0,3.0
14994,2.0,6.0,4.0
14995,0.0,0.0,0.0
14996,0.0,1.0,1.0
14997,0.0,0.0,0.0
14998,1.0,3.0,2.0
14999,0.0,0.0,0.0
15000,2.0,2.0,0.0
15001,1.0,1.0,0.0
15002,1.0,2.0,1.0
15003,1.0,2.0,1.0
15004,1.0,1.0,0.0
15005,1.0,3.0,2.0
15006,0.0,0.0,0.0
15007,1.0,1.0,0.0
15008,0.0,1.0,1.0
15009,0.0,0.0,0.0
15010,1.0,1.0,0.0
15011,4.0,4.0,0.0
15012,0.0,0.0,0.0
15013,11.0,16.0,5.0
15014,15.0,18.0,3.0
15015,3.0,3.0,0.0
15016,3.0,5.0,2.0
15017,9.0,14.0,5.0
15018,5.0,9.0,4.0
15019,0.0,0.0,0.0
15020,0.0,0.0,0.0
15021,4.0,5.0,1.0
15022,1.0,1.0,0.0
15023,25.0,36.0,11.0
15024,1.0,1.0,0.0
15025,17.0,21.0,4.0
15026,4.0,4.0,0.0
15027,45.0,54.0,9.0
15028,5.0,12.0,7.0
15029,16.0,26.0,10.0
15030,8.0,12.0,4.0
15031,6.0,7.0,1.0
15032,16.0,25.0,9.0
15033,6.0,6.0,0.0
15034,1.0,1.0,0.0
15035,10.0,14.0,4.0
15036,3.0,4.0,1.0
15037,3.0,5.0,2.0
15038,3.0,5.0,2.0
15039,24.0,37.0,13.0
15040,5.0,5.0,0.0
15041,25.0,35.0,10.0
15042,0.0,0.0,0.0
15043,34.0,42.0,8.0
15044,5.0,9.0,4.0
15045,22.0,30.0,8.0
15046,0.0,0.0,0.0
15047,12.0,19.0,7.0
15048,9.0,13.0,4.0
15049,2.0,5.0,3.0
15050,0.0,0.0,0.0
15051,2.0,3.0,1.0
15052,33.0,49.0,16.0
15053,4.0,7.0,3.0
15054,3.0,7.0,4.0
15055,24.0,33.0,9.0
15056,4.0,10.0,6.0
15057,3.0,7.0,4.0
15058,6.0,11.0,5.0
15059,10.0,14.0,4.0
15060,5.0,7.0,2.0
15061,8.0,12.0,4.0
15062,2.0,5.0,3.0
15063,3.0,5.0,2.0
15064,4.0,4.0,0.0
15065,5.0,7.0,2.0
15066,17.0,33.0,16.0
15067,18.0,24.0,6.0
15068,1.0,2.0,1.0
15069,0.0,0.0,0.0
15070,14.0,21.0,7.0
15071,1.0,4.0,3.0
15072,11.0,14.0,3.0
15073,15.0,21.0,6.0
15074,1.0,2.0,1.0
15075,25.0,36.0,11.0
15076,6.0,7.0,1.0
15077,12.0,14.0,2.0
15078,23.0,31.0,8.0
15079,2.0,2.0,0.0
15080,1.0,1.0,0.0
15081,2.0,3.0,1.0
15082,4.0,6.0,2.0
15083,0.0,0.0,0.0
15084,4.0,4.0,0.0
15085,5.0,7.0,2.0
15086,2.0,2.0,0.0
15087,2.0,2.0,0.0
15088,5.0,6.0,1.0
15089,3.0,6.0,3.0
15090,1.0,3.0,2.0
15091,4.0,8.0,4.0
15092,0.0,1.0,1.0
15093,8.0,8.0,0.0
15094,0.0,0.0,0.0
15095,10.0,13.0,3.0
15096,3.0,5.0,2.0
15097,0.0,0.0,0.0
15098,2.0,5.0,3.0
15099,1.0,1.0,0.0
15100,0.0,1.0,1.0
15101,1.0,1.0,0.0
15102,1.0,1.0,0.0
15103,4.0,5.0,1.0
15104,4.0,6.0,2.0
15105,1.0,1.0,0.0
15106,0.0,0.0,0.0
15107,2.0,2.0,0.0
15108,1.0,1.0,0.0
15109,2.0,2.0,0.0
15110,1.0,3.0,2.0
15111,1.0,1.0,0.0
15112,0.0,1.0,1.0
15113,1.0,3.0,2.0
15114,1.0,1.0,0.0
15115,2.0,3.0,1.0
15116,4.0,4.0,0.0
15117,4.0,4.0,0.0
15118,2.0,3.0,1.0
15119,2.0,3.0,1.0
15120,1.0,1.0,0.0
15121,1.0,1.0,0.0
15122,1.0,2.0,1.0
15123,1.0,1.0,0.0
15124,2.0,2.0,0.0
15125,0.0,0.0,0.0
15126,0.0,0.0,0.0
15127,0.0,0.0,0.0
15128,0.0,0.0,0.0
15129,4.0,5.0,1.0
15130,1.0,4.0,3.0
15131,0.0,1.0,1.0
15132,1.0,2.0,1.0
15133,0.0,0.0,0.0
15134,0.0,0.0,0.0
15135,0.0,1.0,1.0
15136,1.0,1.0,0.0
15137,3.0,6.0,3.0
15138,7.0,11.0,4.0
15139,2.0,2.0,0.0
15140,0.0,1.0,1.0
15141,5.0,6.0,1.0
15142,3.0,3.0,0.0
15143,6.0,7.0,1.0
15144,3.0,4.0,1.0
15145,15.0,19.0,4.0
15146,2.0,3.0,1.0
15147,3.0,5.0,2.0
15148,1.0,1.0,0.0
15149,12.0,30.0,18.0
15150,9.0,9.0,0.0
15151,0.0,0.0,0.0
15152,3.0,4.0,1.0
15153,14.0,17.0,3.0
15154,18.0,25.0,7.0
15155,4.0,6.0,2.0
15156,2.0,2.0,0.0
15157,9.0,11.0,2.0
15158,13.0,18.0,5.0
15159,1.0,1.0,0.0
15160,4.0,10.0,6.0
