ID,dribbleLost,dribbleTotal,dribbleWon
8809,3.0,4.0,1.0
8810,8.0,18.0,10.0
8811,1.0,3.0,2.0
8812,20.0,37.0,17.0
8813,24.0,61.0,37.0
8814,1.0,1.0,0.0
8815,5.0,13.0,8.0
8816,1.0,3.0,2.0
8817,3.0,3.0,0.0
8818,6.0,15.0,9.0
8819,1.0,5.0,4.0
8820,1.0,3.0,2.0
8821,2.0,5.0,3.0
8822,6.0,16.0,10.0
8823,17.0,44.0,27.0
8824,24.0,43.0,19.0
8825,20.0,41.0,21.0
8826,0.0,3.0,3.0
8827,12.0,26.0,14.0
8828,22.0,45.0,23.0
8829,10.0,25.0,15.0
8830,7.0,19.0,12.0
8831,9.0,25.0,16.0
8832,17.0,36.0,19.0
8833,1.0,1.0,0.0
8834,6.0,10.0,4.0
8835,4.0,12.0,8.0
8836,1.0,1.0,0.0
8837,0.0,2.0,2.0
8838,2.0,4.0,2.0
8839,16.0,33.0,17.0
8840,3.0,7.0,4.0
8841,11.0,19.0,8.0
8842,10.0,24.0,14.0
8843,3.0,9.0,6.0
8844,0.0,0.0,0.0
8845,4.0,9.0,5.0
8846,1.0,7.0,6.0
8847,3.0,5.0,2.0
8848,2.0,3.0,1.0
8849,11.0,15.0,4.0
8850,0.0,0.0,0.0
8851,7.0,12.0,5.0
8852,1.0,3.0,2.0
8853,8.0,18.0,10.0
8854,11.0,26.0,15.0
8855,1.0,2.0,1.0
8856,0.0,2.0,2.0
8857,8.0,17.0,9.0
8858,5.0,10.0,5.0
8859,14.0,22.0,8.0
8860,4.0,8.0,4.0
8861,14.0,23.0,9.0
8862,8.0,14.0,6.0
8863,1.0,1.0,0.0
8864,8.0,12.0,4.0
8865,3.0,4.0,1.0
8866,5.0,13.0,8.0
8867,0.0,0.0,0.0
8868,2.0,5.0,3.0
8869,14.0,23.0,9.0
8870,1.0,2.0,1.0
8871,2.0,2.0,0.0
8872,1.0,1.0,0.0
8873,4.0,5.0,1.0
8874,0.0,0.0,0.0
8875,1.0,4.0,3.0
8876,6.0,13.0,7.0
8877,4.0,11.0,7.0
8878,2.0,8.0,6.0
8879,0.0,2.0,2.0
8880,0.0,1.0,1.0
8881,8.0,15.0,7.0
8882,0.0,1.0,1.0
8883,5.0,10.0,5.0
8884,2.0,3.0,1.0
8885,1.0,3.0,2.0
8886,5.0,7.0,2.0
8887,0.0,1.0,1.0
8888,4.0,6.0,2.0
8889,1.0,2.0,1.0
8890,4.0,9.0,5.0
8891,7.0,8.0,1.0
8892,3.0,9.0,6.0
8893,0.0,0.0,0.0
8894,4.0,5.0,1.0
8895,2.0,4.0,2.0
8896,1.0,2.0,1.0
8897,0.0,3.0,3.0
8898,0.0,0.0,0.0
8899,1.0,1.0,0.0
8900,1.0,1.0,0.0
8901,6.0,11.0,5.0
8902,0.0,0.0,0.0
8903,0.0,1.0,1.0
8904,1.0,3.0,2.0
8905,1.0,2.0,1.0
8906,0.0,0.0,0.0
8907,0.0,1.0,1.0
8908,8.0,12.0,4.0
8909,0.0,0.0,0.0
8910,0.0,0.0,0.0
8911,1.0,1.0,0.0
8912,1.0,1.0,0.0
8913,0.0,0.0,0.0
8914,2.0,2.0,0.0
8915,4.0,7.0,3.0
8916,0.0,0.0,0.0
8917,5.0,14.0,9.0
8918,1.0,1.0,0.0
8919,1.0,5.0,4.0
8920,3.0,7.0,4.0
8921,0.0,1.0,1.0
8922,2.0,7.0,5.0
8923,1.0,1.0,0.0
8924,9.0,10.0,1.0
8925,0.0,3.0,3.0
8926,1.0,3.0,2.0
8927,1.0,3.0,2.0
8928,4.0,5.0,1.0
8929,0.0,0.0,0.0
8930,2.0,2.0,0.0
8931,6.0,8.0,2.0
8932,1.0,3.0,2.0
8933,1.0,2.0,1.0
8934,1.0,5.0,4.0
8935,0.0,4.0,4.0
8936,2.0,5.0,3.0
8937,45.0,113.0,68.0
8938,5.0,8.0,3.0
8939,1.0,2.0,1.0
8940,1.0,1.0,0.0
8941,1.0,5.0,4.0
8942,22.0,49.0,27.0
8943,3.0,8.0,5.0
8944,10.0,15.0,5.0
8945,39.0,89.0,50.0
8946,1.0,6.0,5.0
8947,25.0,67.0,42.0
8948,27.0,58.0,31.0
8949,4.0,9.0,5.0
8950,13.0,17.0,4.0
8951,48.0,94.0,46.0
8952,14.0,28.0,14.0
8953,22.0,45.0,23.0
8954,2.0,9.0,7.0
8955,0.0,0.0,0.0
8956,0.0,1.0,1.0
8957,1.0,3.0,2.0
8958,3.0,5.0,2.0
8959,2.0,8.0,6.0
8960,12.0,42.0,30.0
8961,7.0,12.0,5.0
8962,1.0,5.0,4.0
8963,4.0,7.0,3.0
8964,3.0,8.0,5.0
8965,1.0,2.0,1.0
8966,2.0,5.0,3.0
8967,11.0,15.0,4.0
8968,5.0,17.0,12.0
8969,1.0,7.0,6.0
8970,2.0,7.0,5.0
8971,23.0,48.0,25.0
8972,11.0,18.0,7.0
8973,4.0,15.0,11.0
8974,23.0,62.0,39.0
8975,3.0,5.0,2.0
8976,2.0,2.0,0.0
8977,5.0,8.0,3.0
8978,2.0,17.0,15.0
8979,7.0,9.0,2.0
8980,8.0,10.0,2.0
8981,1.0,4.0,3.0
8982,2.0,3.0,1.0
8983,6.0,16.0,10.0
8984,1.0,4.0,3.0
8985,3.0,6.0,3.0
8986,5.0,6.0,1.0
8987,2.0,7.0,5.0
8988,3.0,12.0,9.0
8989,15.0,30.0,15.0
8990,2.0,3.0,1.0
8991,2.0,6.0,4.0
8992,0.0,2.0,2.0
8993,4.0,10.0,6.0
8994,2.0,2.0,0.0
8995,1.0,3.0,2.0
8996,2.0,3.0,1.0
8997,11.0,19.0,8.0
8998,7.0,10.0,3.0
8999,2.0,3.0,1.0
9000,14.0,20.0,6.0
9001,2.0,3.0,1.0
9002,0.0,1.0,1.0
9003,0.0,0.0,0.0
9004,1.0,3.0,2.0
9005,2.0,4.0,2.0
9006,8.0,10.0,2.0
9007,1.0,1.0,0.0
9008,1.0,1.0,0.0
9009,15.0,24.0,9.0
9010,1.0,2.0,1.0
9011,0.0,1.0,1.0
9012,0.0,0.0,0.0
9013,0.0,0.0,0.0
9014,5.0,10.0,5.0
9015,1.0,1.0,0.0
9016,1.0,2.0,1.0
9017,1.0,1.0,0.0
9018,0.0,0.0,0.0
9019,1.0,1.0,0.0
9020,0.0,0.0,0.0
9021,1.0,1.0,0.0
9022,1.0,1.0,0.0
9023,13.0,27.0,14.0
9024,3.0,10.0,7.0
9025,4.0,5.0,1.0
9026,1.0,3.0,2.0
9027,0.0,2.0,2.0
9028,0.0,0.0,0.0
9029,0.0,0.0,0.0
9030,3.0,3.0,0.0
9031,1.0,1.0,0.0
9032,1.0,2.0,1.0
9033,2.0,4.0,2.0
9034,2.0,6.0,4.0
9035,2.0,5.0,3.0
9036,0.0,1.0,1.0
9037,7.0,21.0,14.0
9038,0.0,5.0,5.0
9039,48.0,105.0,57.0
9040,45.0,117.0,72.0
9041,12.0,30.0,18.0
9042,2.0,8.0,6.0
9043,50.0,110.0,60.0
9044,15.0,40.0,25.0
9045,10.0,11.0,1.0
9046,2.0,7.0,5.0
9047,0.0,0.0,0.0
9048,13.0,31.0,18.0
9049,19.0,37.0,18.0
9050,4.0,9.0,5.0
9051,2.0,4.0,2.0
9052,0.0,0.0,0.0
9053,10.0,24.0,14.0
9054,18.0,31.0,13.0
9055,7.0,19.0,12.0
9056,0.0,1.0,1.0
9057,3.0,9.0,6.0
9058,13.0,19.0,6.0
9059,3.0,7.0,4.0
9060,24.0,65.0,41.0
9061,7.0,19.0,12.0
9062,0.0,1.0,1.0
9063,11.0,19.0,8.0
9064,1.0,2.0,1.0
9065,3.0,7.0,4.0
9066,8.0,17.0,9.0
9067,11.0,18.0,7.0
9068,2.0,2.0,0.0
9069,4.0,10.0,6.0
9070,9.0,19.0,10.0
9071,2.0,4.0,2.0
9072,0.0,3.0,3.0
9073,5.0,12.0,7.0
9074,21.0,53.0,32.0
9075,2.0,2.0,0.0
9076,2.0,7.0,5.0
9077,16.0,24.0,8.0
9078,2.0,7.0,5.0
9079,4.0,9.0,5.0
9080,11.0,20.0,9.0
9081,8.0,13.0,5.0
9082,2.0,5.0,3.0
9083,0.0,3.0,3.0
9084,6.0,13.0,7.0
9085,1.0,4.0,3.0
9086,13.0,26.0,13.0
9087,2.0,4.0,2.0
9088,4.0,5.0,1.0
9089,3.0,9.0,6.0
9090,2.0,3.0,1.0
9091,0.0,1.0,1.0
9092,0.0,0.0,0.0
9093,12.0,32.0,20.0
9094,16.0,32.0,16.0
9095,1.0,1.0,0.0
9096,1.0,5.0,4.0
9097,4.0,6.0,2.0
9098,1.0,1.0,0.0
9099,8.0,11.0,3.0
9100,1.0,3.0,2.0
9101,0.0,0.0,0.0
9102,13.0,22.0,9.0
9103,1.0,1.0,0.0
9104,1.0,1.0,0.0
9105,2.0,2.0,0.0
9106,1.0,3.0,2.0
9107,2.0,2.0,0.0
9108,0.0,1.0,1.0
9109,2.0,5.0,3.0
9110,0.0,1.0,1.0
9111,1.0,3.0,2.0
9112,14.0,31.0,17.0
9113,0.0,1.0,1.0
9114,0.0,0.0,0.0
9115,0.0,0.0,0.0
9116,5.0,6.0,1.0
9117,1.0,3.0,2.0
9118,3.0,5.0,2.0
9119,2.0,3.0,1.0
9120,0.0,1.0,1.0
9121,2.0,3.0,1.0
9122,1.0,3.0,2.0
9123,0.0,1.0,1.0
9124,2.0,4.0,2.0
9125,0.0,0.0,0.0
9126,1.0,2.0,1.0
9127,1.0,2.0,1.0
9128,0.0,0.0,0.0
9129,1.0,2.0,1.0
9130,1.0,1.0,0.0
9131,0.0,0.0,0.0
9132,1.0,1.0,0.0
9133,5.0,5.0,0.0
9134,0.0,0.0,0.0
9135,2.0,2.0,0.0
9136,0.0,1.0,1.0
9137,0.0,0.0,0.0
9138,1.0,1.0,0.0
9139,0.0,0.0,0.0
9140,5.0,21.0,16.0
9141,1.0,2.0,1.0
9142,11.0,28.0,17.0
9143,18.0,32.0,14.0
9144,8.0,23.0,15.0
9145,1.0,6.0,5.0
9146,0.0,0.0,0.0
9147,1.0,1.0,0.0
9148,4.0,20.0,16.0
9149,3.0,5.0,2.0
9150,12.0,44.0,32.0
9151,26.0,72.0,46.0
9152,13.0,33.0,20.0
9153,9.0,20.0,11.0
9154,26.0,51.0,25.0
9155,9.0,26.0,17.0
9156,14.0,29.0,15.0
9157,12.0,29.0,17.0
9158,4.0,8.0,4.0
9159,1.0,1.0,0.0
9160,0.0,0.0,0.0
9161,0.0,1.0,1.0
9162,6.0,7.0,1.0
9163,6.0,15.0,9.0
9164,6.0,14.0,8.0
9165,7.0,15.0,8.0
9166,5.0,7.0,2.0
9167,2.0,7.0,5.0
9168,29.0,48.0,19.0
9169,40.0,63.0,23.0
9170,1.0,3.0,2.0
9171,4.0,9.0,5.0
9172,5.0,13.0,8.0
9173,5.0,8.0,3.0
9174,0.0,4.0,4.0
9175,24.0,44.0,20.0
9176,9.0,14.0,5.0
9177,1.0,3.0,2.0
9178,2.0,6.0,4.0
9179,2.0,3.0,1.0
9180,0.0,2.0,2.0
9181,3.0,4.0,1.0
9182,0.0,2.0,2.0
9183,21.0,69.0,48.0
9184,14.0,28.0,14.0
9185,15.0,46.0,31.0
9186,2.0,4.0,2.0
9187,2.0,8.0,6.0
9188,1.0,1.0,0.0
9189,1.0,3.0,2.0
9190,1.0,4.0,3.0
9191,7.0,14.0,7.0
9192,12.0,24.0,12.0
9193,1.0,2.0,1.0
9194,0.0,2.0,2.0
9195,4.0,12.0,8.0
9196,7.0,11.0,4.0
9197,0.0,1.0,1.0
9198,0.0,0.0,0.0
9199,6.0,8.0,2.0
9200,0.0,2.0,2.0
9201,4.0,6.0,2.0
9202,6.0,12.0,6.0
9203,4.0,10.0,6.0
9204,3.0,7.0,4.0
9205,2.0,5.0,3.0
9206,6.0,12.0,6.0
9207,0.0,1.0,1.0
9208,2.0,3.0,1.0
9209,2.0,6.0,4.0
9210,2.0,3.0,1.0
9211,0.0,1.0,1.0
9212,0.0,0.0,0.0
9213,1.0,4.0,3.0
9214,3.0,4.0,1.0
9215,0.0,1.0,1.0
9216,2.0,3.0,1.0
9217,4.0,5.0,1.0
9218,3.0,5.0,2.0
9219,0.0,1.0,1.0
9220,3.0,3.0,0.0
9221,0.0,0.0,0.0
9222,0.0,0.0,0.0
9223,5.0,8.0,3.0
9224,2.0,2.0,0.0
9225,1.0,1.0,0.0
9226,0.0,1.0,1.0
9227,0.0,0.0,0.0
9228,0.0,2.0,2.0
9229,2.0,4.0,2.0
9230,1.0,2.0,1.0
9231,0.0,6.0,6.0
9232,0.0,1.0,1.0
9233,13.0,29.0,16.0
9234,0.0,0.0,0.0
9235,25.0,51.0,26.0
9236,1.0,2.0,1.0
9237,2.0,2.0,0.0
9238,0.0,0.0,0.0
9239,0.0,3.0,3.0
9240,14.0,25.0,11.0
9241,36.0,70.0,34.0
9242,3.0,7.0,4.0
9243,5.0,11.0,6.0
9244,32.0,69.0,37.0
9245,18.0,40.0,22.0
9246,0.0,0.0,0.0
9247,8.0,17.0,9.0
9248,12.0,24.0,12.0
9249,16.0,38.0,22.0
9250,10.0,22.0,12.0
9251,1.0,5.0,4.0
9252,2.0,3.0,1.0
9253,6.0,12.0,6.0
9254,12.0,28.0,16.0
9255,13.0,26.0,13.0
9256,3.0,9.0,6.0
9257,5.0,9.0,4.0
9258,8.0,29.0,21.0
9259,14.0,19.0,5.0
9260,4.0,8.0,4.0
9261,4.0,7.0,3.0
9262,0.0,1.0,1.0
9263,6.0,13.0,7.0
9264,1.0,1.0,0.0
9265,4.0,10.0,6.0
9266,5.0,10.0,5.0
9267,26.0,48.0,22.0
9268,0.0,0.0,0.0
9269,0.0,1.0,1.0
9270,0.0,1.0,1.0
9271,2.0,8.0,6.0
9272,2.0,6.0,4.0
9273,2.0,3.0,1.0
9274,1.0,2.0,1.0
9275,2.0,3.0,1.0
9276,1.0,1.0,0.0
9277,7.0,7.0,0.0
9278,6.0,17.0,11.0
9279,4.0,9.0,5.0
9280,4.0,6.0,2.0
9281,13.0,17.0,4.0
9282,4.0,4.0,0.0
9283,0.0,1.0,1.0
9284,24.0,42.0,18.0
9285,14.0,21.0,7.0
9286,2.0,3.0,1.0
9287,0.0,0.0,0.0
9288,2.0,9.0,7.0
9289,1.0,1.0,0.0
9290,3.0,5.0,2.0
9291,4.0,7.0,3.0
9292,0.0,2.0,2.0
9293,1.0,1.0,0.0
9294,7.0,17.0,10.0
9295,1.0,4.0,3.0
9296,5.0,9.0,4.0
9297,2.0,3.0,1.0
9298,2.0,2.0,0.0
9299,2.0,6.0,4.0
9300,4.0,4.0,0.0
9301,2.0,3.0,1.0
9302,2.0,4.0,2.0
9303,1.0,1.0,0.0
9304,0.0,0.0,0.0
9305,0.0,0.0,0.0
9306,0.0,1.0,1.0
9307,2.0,2.0,0.0
9308,2.0,2.0,0.0
9309,1.0,1.0,0.0
9310,1.0,1.0,0.0
9311,0.0,0.0,0.0
9312,2.0,2.0,0.0
9313,3.0,4.0,1.0
9314,1.0,1.0,0.0
9315,2.0,2.0,0.0
9316,4.0,5.0,1.0
9317,0.0,0.0,0.0
9318,0.0,1.0,1.0
9319,0.0,0.0,0.0
9320,2.0,2.0,0.0
9321,0.0,1.0,1.0
9322,1.0,1.0,0.0
9323,0.0,0.0,0.0
9324,1.0,3.0,2.0
9325,2.0,2.0,0.0
9326,4.0,4.0,0.0
9327,0.0,2.0,2.0
9328,1.0,2.0,1.0
9329,4.0,8.0,4.0
9330,0.0,1.0,1.0
9331,4.0,9.0,5.0
9332,3.0,7.0,4.0
9333,4.0,8.0,4.0
9334,5.0,23.0,18.0
9335,58.0,110.0,52.0
9336,26.0,72.0,46.0
9337,3.0,9.0,6.0
9338,0.0,0.0,0.0
9339,54.0,153.0,99.0
9340,5.0,7.0,2.0
9341,34.0,76.0,42.0
9342,25.0,64.0,39.0
9343,0.0,3.0,3.0
9344,6.0,17.0,11.0
9345,4.0,12.0,8.0
9346,2.0,15.0,13.0
9347,3.0,6.0,3.0
9348,12.0,25.0,13.0
9349,8.0,23.0,15.0
9350,3.0,8.0,5.0
9351,3.0,6.0,3.0
9352,3.0,7.0,4.0
9353,1.0,6.0,5.0
9354,21.0,33.0,12.0
9355,22.0,34.0,12.0
9356,4.0,6.0,2.0
9357,9.0,19.0,10.0
9358,0.0,1.0,1.0
9359,14.0,34.0,20.0
9360,21.0,41.0,20.0
9361,13.0,31.0,18.0
9362,2.0,3.0,1.0
9363,20.0,41.0,21.0
9364,2.0,6.0,4.0
9365,5.0,5.0,0.0
9366,0.0,2.0,2.0
9367,10.0,17.0,7.0
9368,6.0,12.0,6.0
9369,0.0,0.0,0.0
9370,0.0,2.0,2.0
9371,7.0,11.0,4.0
9372,4.0,8.0,4.0
9373,1.0,3.0,2.0
9374,2.0,5.0,3.0
9375,5.0,19.0,14.0
9376,8.0,13.0,5.0
9377,9.0,19.0,10.0
9378,2.0,3.0,1.0
9379,7.0,11.0,4.0
9380,2.0,10.0,8.0
9381,3.0,7.0,4.0
9382,2.0,3.0,1.0
9383,3.0,7.0,4.0
9384,9.0,18.0,9.0
9385,6.0,25.0,19.0
9386,2.0,3.0,1.0
9387,1.0,4.0,3.0
9388,0.0,1.0,1.0
9389,2.0,6.0,4.0
9390,1.0,1.0,0.0
9391,4.0,5.0,1.0
9392,1.0,3.0,2.0
9393,0.0,0.0,0.0
9394,4.0,6.0,2.0
9395,4.0,10.0,6.0
9396,7.0,12.0,5.0
9397,6.0,18.0,12.0
9398,1.0,1.0,0.0
9399,2.0,3.0,1.0
9400,1.0,3.0,2.0
9401,4.0,9.0,5.0
9402,0.0,1.0,1.0
9403,2.0,4.0,2.0
9404,10.0,17.0,7.0
9405,2.0,4.0,2.0
9406,1.0,2.0,1.0
9407,0.0,0.0,0.0
9408,1.0,2.0,1.0
9409,0.0,2.0,2.0
9410,1.0,1.0,0.0
9411,3.0,5.0,2.0
9412,0.0,1.0,1.0
9413,2.0,2.0,0.0
9414,0.0,1.0,1.0
9415,3.0,6.0,3.0
9416,3.0,5.0,2.0
9417,1.0,2.0,1.0
9418,1.0,3.0,2.0
9419,6.0,8.0,2.0
9420,0.0,0.0,0.0
9421,1.0,2.0,1.0
9422,1.0,9.0,8.0
9423,1.0,8.0,7.0
9424,2.0,3.0,1.0
9425,0.0,2.0,2.0
9426,7.0,10.0,3.0
9427,0.0,0.0,0.0
9428,5.0,8.0,3.0
9429,3.0,5.0,2.0
9430,1.0,2.0,1.0
9431,0.0,2.0,2.0
9432,0.0,3.0,3.0
9433,0.0,0.0,0.0
9434,0.0,0.0,0.0
9435,0.0,0.0,0.0
9436,2.0,3.0,1.0
9437,2.0,3.0,1.0
9438,1.0,3.0,2.0
9439,2.0,4.0,2.0
9440,1.0,1.0,0.0
9441,0.0,1.0,1.0
9442,1.0,1.0,0.0
9443,0.0,1.0,1.0
9444,0.0,0.0,0.0
9445,0.0,0.0,0.0
9446,1.0,2.0,1.0
9447,1.0,2.0,1.0
9448,0.0,0.0,0.0
9449,0.0,0.0,0.0
9450,2.0,2.0,0.0
9451,1.0,6.0,5.0
9452,1.0,2.0,1.0
9453,1.0,4.0,3.0
9454,2.0,6.0,4.0
9455,0.0,3.0,3.0
9456,99.0,228.0,129.0
9457,5.0,14.0,9.0
9458,5.0,13.0,8.0
9459,45.0,112.0,67.0
9460,15.0,31.0,16.0
9461,6.0,14.0,8.0
9462,8.0,24.0,16.0
9463,6.0,11.0,5.0
9464,0.0,7.0,7.0
9465,12.0,54.0,42.0
9466,1.0,3.0,2.0
9467,20.0,44.0,24.0
9468,36.0,81.0,45.0
9469,0.0,3.0,3.0
9470,4.0,8.0,4.0
9471,3.0,5.0,2.0
9472,8.0,18.0,10.0
9473,3.0,11.0,8.0
9474,1.0,3.0,2.0
9475,5.0,8.0,3.0
9476,1.0,5.0,4.0
9477,2.0,5.0,3.0
9478,0.0,1.0,1.0
9479,12.0,34.0,22.0
9480,45.0,89.0,44.0
9481,2.0,5.0,3.0
9482,3.0,3.0,0.0
9483,40.0,70.0,30.0
9484,2.0,5.0,3.0
9485,19.0,34.0,15.0
9486,0.0,3.0,3.0
9487,1.0,4.0,3.0
9488,2.0,4.0,2.0
9489,0.0,3.0,3.0
9490,28.0,59.0,31.0
9491,0.0,3.0,3.0
9492,0.0,13.0,13.0
9493,8.0,16.0,8.0
9494,0.0,0.0,0.0
9495,4.0,10.0,6.0
9496,3.0,3.0,0.0
9497,12.0,24.0,12.0
9498,1.0,3.0,2.0
9499,1.0,1.0,0.0
9500,7.0,36.0,29.0
9501,0.0,1.0,1.0
9502,26.0,56.0,30.0
9503,33.0,69.0,36.0
9504,14.0,26.0,12.0
9505,7.0,15.0,8.0
9506,8.0,18.0,10.0
9507,2.0,4.0,2.0
9508,17.0,40.0,23.0
9509,14.0,24.0,10.0
9510,2.0,6.0,4.0
9511,9.0,21.0,12.0
9512,0.0,0.0,0.0
9513,2.0,2.0,0.0
9514,2.0,6.0,4.0
9515,7.0,14.0,7.0
9516,1.0,2.0,1.0
9517,2.0,14.0,12.0
9518,2.0,4.0,2.0
9519,17.0,28.0,11.0
9520,4.0,7.0,3.0
9521,0.0,1.0,1.0
9522,9.0,17.0,8.0
9523,7.0,22.0,15.0
9524,2.0,5.0,3.0
9525,28.0,40.0,12.0
9526,2.0,3.0,1.0
9527,0.0,1.0,1.0
9528,1.0,6.0,5.0
9529,0.0,2.0,2.0
9530,2.0,4.0,2.0
9531,0.0,2.0,2.0
9532,6.0,9.0,3.0
9533,2.0,3.0,1.0
9534,2.0,4.0,2.0
9535,2.0,4.0,2.0
9536,5.0,12.0,7.0
9537,6.0,9.0,3.0
9538,1.0,1.0,0.0
9539,1.0,1.0,0.0
9540,4.0,4.0,0.0
9541,2.0,3.0,1.0
9542,1.0,1.0,0.0
9543,0.0,1.0,1.0
9544,4.0,5.0,1.0
9545,3.0,3.0,0.0
9546,4.0,5.0,1.0
9547,1.0,2.0,1.0
9548,0.0,0.0,0.0
9549,8.0,12.0,4.0
9550,0.0,0.0,0.0
9551,0.0,0.0,0.0
9552,7.0,9.0,2.0
9553,1.0,3.0,2.0
9554,9.0,10.0,1.0
9555,0.0,0.0,0.0
9556,0.0,0.0,0.0
9557,7.0,18.0,11.0
9558,1.0,2.0,1.0
9559,1.0,2.0,1.0
9560,0.0,0.0,0.0
9561,0.0,0.0,0.0
9562,4.0,7.0,3.0
9563,0.0,0.0,0.0
9564,0.0,0.0,0.0
9565,1.0,3.0,2.0
9566,1.0,1.0,0.0
9567,0.0,1.0,1.0
9568,4.0,7.0,3.0
9569,0.0,0.0,0.0
9570,1.0,2.0,1.0
9571,1.0,1.0,0.0
9572,0.0,1.0,1.0
9573,1.0,2.0,1.0
9574,0.0,2.0,2.0
9575,1.0,1.0,0.0
9576,0.0,0.0,0.0
9577,0.0,3.0,3.0
9578,6.0,6.0,0.0
9579,2.0,5.0,3.0
9580,1.0,1.0,0.0
9581,0.0,0.0,0.0
9582,0.0,0.0,0.0
9583,2.0,6.0,4.0
9584,0.0,1.0,1.0
9585,3.0,12.0,9.0
9586,2.0,9.0,7.0
9587,1.0,1.0,0.0
9588,0.0,3.0,3.0
9589,0.0,0.0,0.0
9590,57.0,117.0,60.0
9591,13.0,29.0,16.0
9592,1.0,2.0,1.0
9593,2.0,2.0,0.0
9594,0.0,2.0,2.0
9595,14.0,35.0,21.0
9596,1.0,4.0,3.0
9597,0.0,2.0,2.0
9598,1.0,3.0,2.0
9599,2.0,8.0,6.0
9600,0.0,2.0,2.0
9601,16.0,26.0,10.0
9602,0.0,1.0,1.0
9603,2.0,2.0,0.0
9604,3.0,4.0,1.0
9605,0.0,2.0,2.0
9606,4.0,9.0,5.0
9607,10.0,14.0,4.0
9608,2.0,2.0,0.0
9609,0.0,0.0,0.0
9610,3.0,6.0,3.0
9611,6.0,11.0,5.0
9612,0.0,2.0,2.0
9613,0.0,0.0,0.0
9614,0.0,0.0,0.0
9615,6.0,9.0,3.0
9616,2.0,2.0,0.0
9617,0.0,1.0,1.0
9618,0.0,0.0,0.0
9619,3.0,3.0,0.0
9620,0.0,0.0,0.0
9621,0.0,0.0,0.0
9622,4.0,4.0,0.0
9623,0.0,0.0,0.0
9624,1.0,7.0,6.0
9625,3.0,4.0,1.0
9626,0.0,0.0,0.0
9627,3.0,4.0,1.0
9628,0.0,2.0,2.0
9629,2.0,2.0,0.0
9630,5.0,10.0,5.0
9631,0.0,3.0,3.0
9632,0.0,1.0,1.0
9633,20.0,40.0,20.0
9634,18.0,35.0,17.0
9635,3.0,8.0,5.0
9636,0.0,0.0,0.0
9637,17.0,24.0,7.0
9638,1.0,4.0,3.0
9639,3.0,8.0,5.0
9640,56.0,105.0,49.0
9641,1.0,1.0,0.0
9642,0.0,0.0,0.0
9643,0.0,0.0,0.0
9644,0.0,0.0,0.0
9645,21.0,25.0,4.0
9646,14.0,28.0,14.0
9647,3.0,5.0,2.0
9648,2.0,4.0,2.0
9649,11.0,21.0,10.0
9650,4.0,6.0,2.0
9651,5.0,11.0,6.0
9652,1.0,3.0,2.0
9653,18.0,30.0,12.0
9654,3.0,4.0,1.0
9655,5.0,10.0,5.0
9656,0.0,0.0,0.0
9657,4.0,5.0,1.0
9658,1.0,3.0,2.0
9659,5.0,8.0,3.0
9660,2.0,7.0,5.0
9661,27.0,49.0,22.0
9662,0.0,0.0,0.0
9663,4.0,6.0,2.0
9664,25.0,45.0,20.0
9665,8.0,14.0,6.0
9666,2.0,3.0,1.0
9667,0.0,1.0,1.0
9668,0.0,0.0,0.0
9669,7.0,16.0,9.0
9670,5.0,11.0,6.0
9671,15.0,20.0,5.0
9672,4.0,10.0,6.0
9673,6.0,27.0,21.0
9674,3.0,5.0,2.0
9675,2.0,4.0,2.0
9676,32.0,68.0,36.0
9677,5.0,7.0,2.0
9678,2.0,9.0,7.0
9679,19.0,28.0,9.0
9680,2.0,3.0,1.0
9681,7.0,13.0,6.0
9682,8.0,13.0,5.0
9683,2.0,4.0,2.0
9684,3.0,6.0,3.0
9685,8.0,11.0,3.0
9686,0.0,0.0,0.0
9687,3.0,3.0,0.0
9688,0.0,0.0,0.0
9689,3.0,5.0,2.0
9690,0.0,0.0,0.0
9691,0.0,1.0,1.0
9692,7.0,9.0,2.0
9693,8.0,12.0,4.0
9694,2.0,5.0,3.0
9695,3.0,7.0,4.0
9696,1.0,2.0,1.0
9697,2.0,3.0,1.0
9698,6.0,10.0,4.0
9699,4.0,4.0,0.0
9700,4.0,4.0,0.0
9701,4.0,6.0,2.0
9702,1.0,2.0,1.0
9703,0.0,0.0,0.0
9704,0.0,1.0,1.0
9705,6.0,8.0,2.0
9706,2.0,3.0,1.0
9707,6.0,14.0,8.0
9708,1.0,1.0,0.0
9709,1.0,2.0,1.0
9710,12.0,15.0,3.0
9711,1.0,1.0,0.0
9712,4.0,4.0,0.0
9713,0.0,1.0,1.0
9714,1.0,2.0,1.0
9715,2.0,4.0,2.0
9716,0.0,1.0,1.0
9717,0.0,0.0,0.0
9718,3.0,4.0,1.0
9719,0.0,0.0,0.0
9720,3.0,3.0,0.0
9721,2.0,2.0,0.0
9722,1.0,1.0,0.0
9723,3.0,3.0,0.0
9724,2.0,3.0,1.0
9725,5.0,6.0,1.0
9726,2.0,3.0,1.0
9727,0.0,0.0,0.0
9728,4.0,4.0,0.0
9729,0.0,0.0,0.0
9730,1.0,4.0,3.0
9731,1.0,2.0,1.0
9732,0.0,3.0,3.0
9733,2.0,6.0,4.0
9734,2.0,8.0,6.0
9735,0.0,1.0,1.0
9736,1.0,1.0,0.0
9737,18.0,45.0,27.0
9738,3.0,5.0,2.0
9739,1.0,5.0,4.0
