ID,turnover,dispossessed
48859,3.0,3.0
48860,3.0,0.0
48861,6.0,0.0
48862,8.0,2.0
48863,9.0,0.0
48864,3.0,0.0
48865,11.0,2.0
48866,10.0,6.0
48867,12.0,7.0
48868,24.0,3.0
48869,0.0,0.0
48870,11.0,9.0
48871,0.0,1.0
48872,2.0,1.0
48873,1.0,0.0
48874,1.0,1.0
48875,6.0,2.0
48876,5.0,0.0
48877,14.0,1.0
48878,1.0,0.0
48879,6.0,1.0
48880,1.0,2.0
48881,1.0,0.0
48882,2.0,0.0
48883,1.0,0.0
48884,1.0,2.0
48885,1.0,0.0
48886,0.0,0.0
48887,1.0,0.0
48888,2.0,0.0
48889,0.0,0.0
48890,1.0,0.0
48891,1.0,0.0
48892,3.0,0.0
48893,4.0,0.0
48894,4.0,0.0
48895,3.0,2.0
48896,0.0,2.0
48897,7.0,0.0
48898,0.0,0.0
48899,0.0,0.0
48900,1.0,0.0
48901,0.0,0.0
48902,1.0,0.0
48903,1.0,0.0
48904,1.0,0.0
48905,0.0,0.0
48906,3.0,1.0
48907,1.0,0.0
48908,4.0,0.0
48909,0.0,0.0
48910,2.0,0.0
48911,1.0,0.0
48912,0.0,0.0
48913,4.0,2.0
48914,3.0,0.0
48915,6.0,0.0
48916,0.0,0.0
48917,5.0,2.0
48918,13.0,4.0
48919,1.0,3.0
48920,8.0,2.0
48921,8.0,9.0
48922,7.0,2.0
48923,4.0,4.0
48924,1.0,0.0
48925,8.0,3.0
48926,2.0,0.0
48927,12.0,8.0
48928,1.0,0.0
48929,4.0,2.0
48930,9.0,1.0
48931,6.0,2.0
48932,6.0,1.0
48933,1.0,0.0
48934,12.0,3.0
48935,6.0,2.0
48936,0.0,4.0
48937,8.0,2.0
48938,6.0,3.0
48939,6.0,1.0
48940,0.0,1.0
48941,7.0,2.0
48942,3.0,0.0
48943,2.0,2.0
48944,8.0,7.0
48945,9.0,5.0
48946,9.0,1.0
48947,3.0,0.0
48948,0.0,0.0
48949,1.0,2.0
48950,5.0,0.0
48951,6.0,5.0
48952,0.0,0.0
48953,19.0,6.0
48954,4.0,2.0
48955,4.0,3.0
48956,14.0,4.0
48957,3.0,0.0
48958,3.0,1.0
48959,17.0,5.0
48960,1.0,3.0
48961,4.0,1.0
48962,6.0,4.0
48963,5.0,1.0
48964,1.0,1.0
48965,1.0,1.0
48966,13.0,2.0
48967,4.0,2.0
48968,3.0,0.0
48969,4.0,1.0
48970,16.0,2.0
48971,3.0,0.0
48972,3.0,0.0
48973,2.0,1.0
48974,14.0,5.0
48975,2.0,0.0
48976,0.0,1.0
48977,8.0,3.0
48978,2.0,0.0
48979,4.0,1.0
48980,6.0,4.0
48981,2.0,1.0
48982,3.0,2.0
48983,6.0,2.0
48984,4.0,7.0
48985,4.0,1.0
48986,3.0,0.0
48987,3.0,1.0
48988,11.0,3.0
48989,2.0,1.0
48990,9.0,3.0
48991,5.0,0.0
48992,5.0,2.0
48993,11.0,1.0
48994,6.0,5.0
48995,1.0,1.0
48996,1.0,0.0
48997,11.0,2.0
48998,11.0,2.0
48999,1.0,2.0
49000,7.0,1.0
49001,2.0,2.0
49002,0.0,0.0
49003,2.0,0.0
49004,4.0,4.0
49005,2.0,0.0
49006,1.0,1.0
49007,0.0,1.0
49008,3.0,0.0
49009,1.0,1.0
49010,3.0,2.0
49011,4.0,0.0
49012,0.0,1.0
49013,3.0,1.0
49014,2.0,0.0
49015,4.0,2.0
49016,4.0,1.0
49017,0.0,1.0
49018,0.0,0.0
49019,1.0,1.0
49020,1.0,0.0
49021,0.0,0.0
49022,2.0,0.0
49023,0.0,0.0
49024,1.0,1.0
49025,0.0,0.0
49026,0.0,2.0
49027,0.0,0.0
49028,1.0,0.0
49029,2.0,0.0
49030,1.0,0.0
49031,26.0,10.0
49032,4.0,5.0
49033,5.0,5.0
49034,4.0,2.0
49035,1.0,1.0
49036,1.0,0.0
49037,1.0,0.0
49038,3.0,2.0
49039,8.0,2.0
49040,11.0,7.0
49041,2.0,0.0
49042,1.0,4.0
49043,0.0,0.0
49044,8.0,4.0
49045,8.0,1.0
49046,16.0,4.0
49047,6.0,2.0
49048,5.0,2.0
49049,2.0,0.0
49050,6.0,2.0
49051,4.0,2.0
49052,4.0,2.0
49053,12.0,3.0
49054,3.0,1.0
49055,2.0,2.0
49056,6.0,1.0
49057,10.0,5.0
49058,0.0,0.0
49059,2.0,2.0
49060,3.0,1.0
49061,10.0,3.0
49062,0.0,0.0
49063,2.0,1.0
49064,1.0,1.0
49065,2.0,2.0
49066,1.0,1.0
49067,5.0,3.0
49068,4.0,0.0
49069,2.0,0.0
49070,3.0,0.0
49071,2.0,0.0
49072,6.0,2.0
49073,6.0,2.0
49074,6.0,1.0
49075,10.0,6.0
49076,9.0,4.0
49077,0.0,0.0
49078,1.0,1.0
49079,9.0,3.0
49080,8.0,2.0
49081,4.0,3.0
49082,2.0,1.0
49083,2.0,1.0
49084,6.0,2.0
49085,1.0,3.0
49086,7.0,2.0
49087,2.0,2.0
49088,12.0,6.0
49089,8.0,2.0
49090,2.0,1.0
49091,0.0,0.0
49092,5.0,2.0
49093,4.0,3.0
49094,1.0,0.0
49095,2.0,0.0
49096,2.0,0.0
49097,6.0,3.0
49098,3.0,0.0
49099,10.0,2.0
49100,1.0,1.0
49101,5.0,1.0
49102,4.0,0.0
49103,4.0,1.0
49104,1.0,1.0
49105,0.0,0.0
49106,4.0,1.0
49107,8.0,2.0
49108,2.0,1.0
49109,7.0,4.0
49110,1.0,1.0
49111,2.0,3.0
49112,9.0,1.0
49113,7.0,3.0
49114,8.0,1.0
49115,6.0,6.0
49116,5.0,7.0
49117,3.0,2.0
49118,1.0,0.0
49119,4.0,0.0
49120,1.0,0.0
49121,2.0,1.0
49122,0.0,0.0
49123,0.0,0.0
49124,2.0,0.0
49125,0.0,2.0
49126,5.0,1.0
49127,0.0,1.0
49128,0.0,0.0
49129,1.0,2.0
49130,4.0,3.0
49131,2.0,1.0
49132,1.0,0.0
49133,0.0,0.0
49134,1.0,0.0
49135,3.0,0.0
49136,0.0,0.0
49137,0.0,0.0
49138,0.0,1.0
49139,0.0,0.0
49140,2.0,0.0
49141,2.0,0.0
49142,1.0,0.0
49143,0.0,0.0
49144,2.0,3.0
49145,4.0,0.0
49146,14.0,6.0
49147,3.0,0.0
49148,1.0,0.0
49149,2.0,0.0
49150,11.0,3.0
49151,11.0,0.0
49152,6.0,7.0
49153,8.0,5.0
49154,9.0,3.0
49155,30.0,6.0
49156,15.0,11.0
49157,19.0,7.0
49158,7.0,2.0
49159,13.0,6.0
49160,3.0,6.0
49161,1.0,0.0
49162,5.0,3.0
49163,7.0,4.0
49164,15.0,7.0
49165,10.0,2.0
49166,11.0,8.0
49167,14.0,3.0
49168,6.0,0.0
49169,4.0,0.0
49170,17.0,3.0
49171,0.0,0.0
49172,6.0,1.0
49173,5.0,0.0
49174,14.0,0.0
49175,9.0,1.0
49176,9.0,3.0
49177,7.0,0.0
49178,0.0,0.0
49179,2.0,0.0
49180,12.0,4.0
49181,23.0,14.0
49182,6.0,3.0
49183,7.0,6.0
49184,13.0,5.0
49185,12.0,9.0
49186,1.0,0.0
49187,12.0,2.0
49188,11.0,3.0
49189,5.0,4.0
49190,10.0,1.0
49191,10.0,5.0
49192,1.0,2.0
49193,8.0,0.0
49194,11.0,9.0
49195,5.0,3.0
49196,4.0,0.0
49197,9.0,2.0
49198,10.0,1.0
49199,9.0,1.0
49200,2.0,1.0
49201,6.0,7.0
49202,7.0,1.0
49203,1.0,1.0
49204,7.0,3.0
49205,3.0,0.0
49206,7.0,3.0
49207,5.0,2.0
49208,3.0,1.0
49209,1.0,1.0
49210,4.0,2.0
49211,10.0,1.0
49212,0.0,1.0
49213,14.0,1.0
49214,8.0,2.0
49215,14.0,1.0
49216,8.0,2.0
49217,1.0,0.0
49218,1.0,0.0
49219,13.0,8.0
49220,4.0,1.0
49221,7.0,0.0
49222,5.0,2.0
49223,12.0,7.0
49224,9.0,2.0
49225,6.0,0.0
49226,1.0,0.0
49227,4.0,1.0
49228,6.0,2.0
49229,3.0,2.0
49230,8.0,0.0
49231,5.0,1.0
49232,7.0,3.0
49233,8.0,6.0
49234,0.0,1.0
49235,1.0,0.0
49236,6.0,1.0
49237,18.0,7.0
49238,1.0,0.0
49239,1.0,0.0
49240,4.0,2.0
49241,7.0,11.0
49242,2.0,0.0
49243,3.0,1.0
49244,3.0,3.0
49245,7.0,4.0
49246,6.0,1.0
49247,9.0,4.0
49248,1.0,0.0
49249,4.0,0.0
49250,6.0,5.0
49251,0.0,0.0
49252,4.0,0.0
49253,3.0,0.0
49254,11.0,1.0
49255,5.0,0.0
49256,7.0,3.0
49257,7.0,2.0
49258,10.0,3.0
49259,10.0,4.0
49260,1.0,1.0
49261,12.0,2.0
49262,14.0,4.0
49263,5.0,0.0
49264,1.0,1.0
49265,4.0,0.0
49266,4.0,3.0
49267,2.0,0.0
49268,1.0,0.0
49269,0.0,0.0
49270,4.0,1.0
49271,5.0,1.0
49272,5.0,3.0
49273,1.0,0.0
49274,2.0,0.0
49275,4.0,2.0
49276,0.0,0.0
49277,2.0,0.0
49278,0.0,0.0
49279,0.0,0.0
49280,1.0,1.0
49281,5.0,0.0
49282,0.0,0.0
49283,3.0,3.0
49284,1.0,1.0
49285,3.0,0.0
49286,6.0,0.0
49287,0.0,0.0
49288,0.0,0.0
49289,0.0,1.0
49290,0.0,0.0
49291,0.0,0.0
49292,1.0,1.0
49293,0.0,0.0
49294,1.0,2.0
49295,0.0,0.0
49296,1.0,0.0
49297,0.0,0.0
49298,2.0,0.0
49299,1.0,1.0
49300,2.0,0.0
49301,1.0,1.0
49302,0.0,0.0
49303,19.0,6.0
49304,10.0,4.0
49305,5.0,3.0
49306,22.0,15.0
49307,5.0,1.0
49308,4.0,0.0
49309,23.0,2.0
49310,1.0,0.0
49311,5.0,1.0
49312,8.0,7.0
49313,0.0,1.0
49314,0.0,2.0
49315,1.0,3.0
49316,9.0,2.0
49317,12.0,2.0
49318,1.0,3.0
49319,19.0,10.0
49320,14.0,2.0
49321,22.0,5.0
49322,5.0,4.0
49323,0.0,0.0
49324,5.0,6.0
49325,6.0,0.0
49326,14.0,5.0
49327,2.0,3.0
49328,9.0,6.0
49329,1.0,0.0
49330,0.0,0.0
49331,21.0,7.0
49332,5.0,0.0
49333,9.0,1.0
49334,20.0,8.0
49335,8.0,5.0
49336,7.0,8.0
49337,16.0,3.0
49338,1.0,0.0
49339,3.0,2.0
49340,7.0,2.0
49341,0.0,0.0
49342,8.0,7.0
49343,4.0,1.0
49344,11.0,2.0
49345,17.0,0.0
49346,0.0,0.0
49347,0.0,0.0
49348,27.0,14.0
49349,2.0,0.0
49350,2.0,0.0
49351,13.0,2.0
49352,9.0,5.0
49353,16.0,6.0
49354,7.0,5.0
49355,12.0,4.0
49356,1.0,1.0
49357,5.0,0.0
49358,4.0,1.0
49359,8.0,6.0
49360,13.0,2.0
49361,9.0,5.0
49362,4.0,2.0
49363,5.0,3.0
49364,1.0,0.0
49365,8.0,6.0
49366,5.0,1.0
49367,0.0,0.0
49368,8.0,4.0
49369,3.0,0.0
49370,0.0,0.0
49371,10.0,1.0
49372,0.0,0.0
49373,2.0,0.0
49374,8.0,4.0
49375,7.0,2.0
49376,1.0,1.0
49377,10.0,6.0
49378,12.0,6.0
49379,17.0,7.0
49380,2.0,4.0
49381,9.0,3.0
49382,3.0,0.0
49383,7.0,3.0
49384,4.0,2.0
49385,10.0,3.0
49386,5.0,1.0
49387,1.0,1.0
49388,7.0,4.0
49389,10.0,4.0
49390,5.0,1.0
49391,6.0,1.0
49392,4.0,0.0
49393,13.0,3.0
49394,7.0,1.0
49395,5.0,2.0
49396,20.0,13.0
49397,3.0,2.0
49398,0.0,0.0
49399,18.0,10.0
49400,8.0,5.0
49401,16.0,9.0
49402,4.0,1.0
49403,7.0,7.0
49404,0.0,0.0
49405,0.0,0.0
49406,12.0,4.0
49407,9.0,1.0
49408,5.0,1.0
49409,10.0,4.0
49410,5.0,0.0
49411,1.0,0.0
49412,10.0,2.0
49413,2.0,0.0
49414,4.0,2.0
49415,5.0,4.0
49416,7.0,5.0
49417,5.0,1.0
49418,2.0,2.0
49419,2.0,1.0
49420,1.0,0.0
49421,0.0,0.0
49422,1.0,1.0
49423,6.0,2.0
49424,5.0,3.0
49425,6.0,5.0
49426,3.0,0.0
49427,0.0,0.0
49428,0.0,1.0
49429,0.0,3.0
49430,0.0,0.0
49431,6.0,2.0
49432,0.0,0.0
49433,1.0,1.0
49434,11.0,3.0
49435,0.0,0.0
49436,2.0,0.0
49437,3.0,0.0
49438,6.0,1.0
49439,1.0,0.0
49440,4.0,0.0
49441,8.0,3.0
49442,1.0,3.0
49443,3.0,1.0
49444,2.0,1.0
49445,1.0,0.0
49446,0.0,0.0
49447,0.0,0.0
49448,3.0,0.0
49449,0.0,0.0
49450,0.0,0.0
49451,0.0,1.0
49452,0.0,0.0
49453,1.0,1.0
49454,1.0,0.0
49455,0.0,0.0
49456,0.0,0.0
49457,1.0,0.0
49458,1.0,0.0
49459,0.0,1.0
49460,1.0,1.0
49461,0.0,0.0
49462,0.0,0.0
49463,1.0,0.0
49464,2.0,0.0
49465,0.0,1.0
49466,0.0,0.0
49467,0.0,0.0
49468,0.0,0.0
49469,2.0,1.0
49470,0.0,0.0
49471,1.0,0.0
49472,1.0,1.0
49473,0.0,0.0
49474,0.0,0.0
49475,2.0,0.0
49476,0.0,0.0
49477,0.0,0.0
49478,0.0,0.0
49479,0.0,0.0
49480,0.0,1.0
49481,0.0,0.0
49482,0.0,1.0
49483,1.0,0.0
49484,1.0,1.0
49485,1.0,0.0
49486,0.0,0.0
49487,0.0,0.0
49488,1.0,0.0
49489,0.0,0.0
49490,1.0,0.0
49491,1.0,0.0
49492,0.0,0.0
49493,40.0,12.0
49494,19.0,16.0
49495,5.0,2.0
49496,7.0,5.0
49497,3.0,1.0
49498,7.0,1.0
49499,5.0,5.0
49500,21.0,3.0
49501,12.0,3.0
49502,8.0,0.0
49503,8.0,2.0
49504,1.0,1.0
49505,12.0,3.0
49506,16.0,8.0
49507,1.0,3.0
49508,7.0,2.0
49509,8.0,5.0
49510,5.0,0.0
49511,9.0,0.0
49512,3.0,1.0
49513,2.0,2.0
49514,7.0,2.0
49515,0.0,0.0
49516,1.0,0.0
49517,17.0,6.0
49518,8.0,3.0
49519,0.0,0.0
49520,11.0,5.0
49521,10.0,3.0
49522,0.0,0.0
49523,7.0,4.0
49524,15.0,1.0
49525,20.0,4.0
49526,4.0,2.0
49527,5.0,4.0
49528,8.0,8.0
49529,9.0,2.0
49530,1.0,0.0
49531,10.0,3.0
49532,16.0,7.0
49533,11.0,2.0
49534,5.0,5.0
49535,9.0,3.0
49536,19.0,4.0
49537,4.0,1.0
49538,4.0,2.0
49539,14.0,1.0
49540,4.0,0.0
49541,0.0,0.0
49542,4.0,1.0
49543,12.0,4.0
49544,4.0,0.0
49545,3.0,3.0
49546,14.0,5.0
49547,0.0,1.0
49548,3.0,0.0
49549,5.0,1.0
49550,3.0,1.0
49551,6.0,3.0
49552,3.0,6.0
49553,6.0,2.0
49554,6.0,0.0
49555,5.0,2.0
49556,0.0,0.0
49557,10.0,4.0
49558,7.0,2.0
49559,4.0,1.0
49560,6.0,3.0
49561,8.0,5.0
49562,14.0,1.0
49563,2.0,4.0
49564,0.0,0.0
49565,9.0,3.0
49566,0.0,0.0
49567,10.0,4.0
49568,4.0,1.0
49569,8.0,0.0
49570,1.0,0.0
49571,7.0,1.0
49572,5.0,2.0
49573,0.0,0.0
49574,0.0,0.0
49575,6.0,4.0
49576,1.0,0.0
49577,0.0,1.0
49578,4.0,2.0
49579,7.0,1.0
49580,1.0,0.0
49581,5.0,0.0
49582,11.0,3.0
49583,3.0,0.0
49584,7.0,2.0
49585,11.0,3.0
49586,5.0,1.0
49587,6.0,1.0
49588,2.0,1.0
49589,1.0,0.0
49590,3.0,2.0
49591,0.0,0.0
49592,3.0,3.0
49593,8.0,3.0
49594,0.0,2.0
49595,1.0,0.0
49596,0.0,4.0
49597,3.0,1.0
49598,0.0,0.0
49599,3.0,2.0
49600,0.0,1.0
49601,0.0,0.0
49602,1.0,0.0
49603,1.0,1.0
49604,1.0,0.0
49605,2.0,0.0
49606,1.0,1.0
49607,1.0,0.0
49608,1.0,0.0
49609,0.0,0.0
49610,0.0,0.0
49611,0.0,0.0
49612,1.0,0.0
49613,0.0,0.0
49614,0.0,0.0
49615,1.0,1.0
49616,0.0,0.0
49617,1.0,0.0
49618,14.0,5.0
49619,2.0,1.0
49620,9.0,1.0
49621,0.0,0.0
49622,1.0,0.0
49623,8.0,0.0
49624,5.0,0.0
49625,5.0,2.0
49626,16.0,10.0
49627,2.0,0.0
49628,2.0,4.0
49629,12.0,5.0
49630,0.0,0.0
49631,9.0,1.0
49632,4.0,3.0
49633,24.0,6.0
49634,13.0,2.0
49635,6.0,1.0
49636,3.0,2.0
49637,1.0,2.0
49638,5.0,2.0
49639,11.0,5.0
49640,8.0,2.0
49641,8.0,2.0
49642,6.0,2.0
49643,26.0,6.0
49644,16.0,5.0
49645,16.0,6.0
49646,11.0,3.0
49647,15.0,4.0
49648,2.0,1.0
49649,5.0,0.0
49650,8.0,1.0
49651,4.0,2.0
49652,0.0,1.0
49653,8.0,3.0
49654,3.0,0.0
49655,1.0,1.0
49656,6.0,6.0
49657,3.0,2.0
49658,35.0,13.0
49659,5.0,0.0
49660,3.0,0.0
49661,11.0,3.0
49662,1.0,0.0
49663,2.0,5.0
49664,11.0,3.0
49665,20.0,4.0
49666,10.0,3.0
49667,6.0,1.0
49668,9.0,1.0
49669,2.0,0.0
49670,16.0,1.0
49671,6.0,2.0
49672,4.0,1.0
49673,2.0,4.0
49674,4.0,1.0
49675,2.0,0.0
49676,8.0,6.0
49677,0.0,0.0
49678,0.0,0.0
49679,2.0,1.0
49680,5.0,0.0
49681,13.0,9.0
49682,0.0,0.0
49683,3.0,1.0
49684,0.0,1.0
49685,13.0,7.0
49686,7.0,1.0
49687,7.0,0.0
49688,5.0,1.0
49689,0.0,0.0
49690,4.0,0.0
49691,5.0,1.0
49692,0.0,0.0
49693,4.0,2.0
49694,2.0,0.0
49695,0.0,1.0
49696,1.0,1.0
49697,0.0,0.0
49698,15.0,3.0
49699,0.0,1.0
49700,7.0,7.0
49701,0.0,0.0
49702,8.0,3.0
49703,1.0,2.0
49704,7.0,2.0
49705,3.0,0.0
49706,6.0,4.0
49707,8.0,0.0
49708,1.0,2.0
49709,2.0,5.0
49710,0.0,0.0
49711,2.0,1.0
49712,5.0,1.0
49713,9.0,3.0
49714,1.0,0.0
49715,10.0,8.0
49716,2.0,1.0
49717,1.0,0.0
49718,8.0,2.0
49719,1.0,0.0
49720,4.0,0.0
49721,5.0,1.0
49722,7.0,1.0
49723,1.0,2.0
49724,3.0,2.0
49725,0.0,0.0
49726,1.0,4.0
49727,2.0,1.0
49728,2.0,0.0
49729,5.0,4.0
49730,2.0,1.0
49731,2.0,0.0
49732,4.0,2.0
49733,2.0,0.0
49734,1.0,0.0
49735,1.0,0.0
49736,1.0,2.0
49737,1.0,1.0
49738,1.0,3.0
49739,1.0,0.0
49740,1.0,1.0
49741,3.0,1.0
49742,0.0,0.0
49743,0.0,0.0
49744,1.0,0.0
49745,1.0,0.0
49746,0.0,0.0
49747,1.0,0.0
49748,1.0,0.0
49749,0.0,1.0
49750,0.0,0.0
49751,3.0,1.0
49752,18.0,7.0
49753,19.0,5.0
49754,4.0,1.0
49755,2.0,1.0
49756,7.0,2.0
49757,13.0,1.0
49758,9.0,5.0
49759,0.0,3.0
49760,8.0,6.0
49761,4.0,5.0
49762,5.0,1.0
49763,1.0,0.0
49764,6.0,3.0
49765,1.0,1.0
49766,9.0,4.0
49767,6.0,2.0
49768,10.0,1.0
49769,5.0,1.0
49770,4.0,2.0
49771,11.0,2.0
49772,10.0,2.0
49773,10.0,11.0
49774,6.0,2.0
49775,1.0,0.0
49776,14.0,10.0
49777,6.0,7.0
49778,6.0,2.0
49779,4.0,0.0
49780,10.0,0.0
49781,1.0,0.0
49782,9.0,4.0
49783,9.0,2.0
49784,1.0,1.0
49785,0.0,0.0
49786,5.0,3.0
49787,0.0,0.0
49788,4.0,3.0
49789,2.0,0.0
49790,5.0,0.0
49791,0.0,0.0
49792,0.0,0.0
49793,8.0,3.0
49794,7.0,0.0
49795,3.0,1.0
49796,2.0,0.0
49797,7.0,1.0
49798,7.0,2.0
49799,2.0,2.0
49800,7.0,5.0
49801,6.0,1.0
49802,1.0,2.0
49803,1.0,1.0
49804,11.0,0.0
49805,5.0,1.0
49806,20.0,8.0
49807,3.0,0.0
49808,5.0,4.0
49809,4.0,4.0
49810,2.0,0.0
49811,1.0,1.0
49812,0.0,1.0
49813,6.0,2.0
49814,0.0,0.0
49815,11.0,5.0
49816,7.0,6.0
49817,6.0,2.0
49818,4.0,2.0
49819,1.0,0.0
49820,0.0,0.0
49821,11.0,1.0
49822,8.0,4.0
49823,1.0,0.0
49824,3.0,3.0
49825,1.0,1.0
49826,2.0,0.0
49827,3.0,2.0
49828,3.0,0.0
49829,0.0,0.0
49830,6.0,0.0
49831,7.0,2.0
49832,8.0,5.0
49833,3.0,0.0
49834,2.0,0.0
49835,0.0,0.0
49836,0.0,0.0
49837,0.0,0.0
49838,1.0,0.0
49839,2.0,0.0
49840,1.0,0.0
49841,1.0,0.0
49842,1.0,0.0
49843,2.0,0.0
49844,0.0,0.0
49845,0.0,0.0
49846,0.0,0.0
49847,0.0,0.0
49848,1.0,1.0
49849,2.0,0.0
49850,2.0,0.0
49851,2.0,0.0
49852,0.0,0.0
49853,2.0,3.0
49854,0.0,1.0
49855,6.0,2.0
49856,0.0,0.0
49857,2.0,2.0
49858,4.0,2.0
49859,17.0,8.0
49860,3.0,0.0
49861,2.0,0.0
49862,20.0,4.0
49863,8.0,2.0
49864,7.0,2.0
49865,4.0,3.0
49866,1.0,0.0
49867,22.0,4.0
49868,12.0,6.0
49869,0.0,0.0
49870,21.0,12.0
49871,30.0,23.0
49872,0.0,0.0
49873,19.0,5.0
49874,1.0,0.0
49875,8.0,2.0
49876,11.0,4.0
49877,0.0,1.0
49878,10.0,1.0
49879,10.0,4.0
49880,28.0,13.0
49881,21.0,10.0
49882,22.0,8.0
49883,19.0,2.0
49884,14.0,4.0
49885,3.0,1.0
49886,28.0,11.0
49887,20.0,5.0
49888,6.0,2.0
49889,18.0,7.0
49890,8.0,1.0
49891,5.0,2.0
49892,32.0,13.0
49893,7.0,2.0
49894,8.0,3.0
49895,1.0,0.0
49896,5.0,2.0
49897,17.0,4.0
49898,15.0,17.0
49899,32.0,12.0
49900,22.0,9.0
49901,13.0,3.0
49902,15.0,3.0
49903,14.0,2.0
49904,8.0,1.0
49905,1.0,0.0
49906,5.0,1.0
49907,23.0,3.0
49908,2.0,1.0
49909,12.0,4.0
49910,10.0,2.0
49911,19.0,6.0
49912,17.0,10.0
49913,18.0,6.0
49914,10.0,5.0
49915,14.0,8.0
49916,4.0,1.0
49917,5.0,1.0
49918,25.0,14.0
49919,28.0,7.0
49920,14.0,5.0
49921,12.0,2.0
49922,4.0,0.0
49923,3.0,1.0
49924,3.0,3.0
49925,3.0,5.0
49926,32.0,4.0
49927,1.0,0.0
49928,13.0,3.0
49929,17.0,8.0
49930,4.0,1.0
49931,11.0,2.0
49932,5.0,0.0
49933,19.0,10.0
49934,11.0,0.0
49935,0.0,0.0
49936,18.0,9.0
49937,18.0,13.0
49938,9.0,4.0
49939,1.0,0.0
49940,4.0,0.0
49941,4.0,0.0
49942,1.0,0.0
49943,1.0,0.0
49944,1.0,2.0
49945,19.0,7.0
49946,17.0,4.0
49947,8.0,2.0
49948,23.0,12.0
49949,29.0,16.0
49950,13.0,3.0
49951,4.0,2.0
49952,1.0,2.0
49953,2.0,1.0
49954,20.0,4.0
49955,19.0,8.0
49956,4.0,1.0
49957,3.0,2.0
49958,6.0,1.0
49959,29.0,15.0
49960,3.0,1.0
49961,0.0,0.0
49962,13.0,6.0
49963,17.0,3.0
49964,13.0,4.0
49965,10.0,2.0
49966,1.0,4.0
49967,9.0,2.0
49968,13.0,4.0
49969,10.0,0.0
49970,0.0,0.0
49971,2.0,0.0
49972,2.0,7.0
49973,10.0,6.0
49974,13.0,11.0
49975,1.0,1.0
49976,0.0,0.0
49977,6.0,3.0
49978,1.0,3.0
49979,9.0,2.0
49980,9.0,3.0
49981,9.0,6.0
49982,0.0,0.0
49983,10.0,3.0
49984,19.0,10.0
49985,2.0,5.0
49986,3.0,1.0
49987,10.0,2.0
49988,12.0,3.0
49989,2.0,1.0
49990,23.0,10.0
49991,3.0,0.0
49992,10.0,8.0
49993,0.0,0.0
49994,2.0,4.0
49995,1.0,2.0
49996,3.0,0.0
49997,5.0,0.0
49998,18.0,4.0
49999,7.0,1.0
50000,7.0,2.0
50001,8.0,8.0
50002,9.0,5.0
50003,2.0,1.0
50004,0.0,0.0
50005,28.0,21.0
50006,3.0,0.0
50007,3.0,0.0
50008,3.0,4.0
50009,7.0,2.0
50010,3.0,0.0
50011,1.0,0.0
50012,7.0,1.0
50013,4.0,1.0
50014,2.0,0.0
50015,6.0,2.0
50016,2.0,1.0
50017,4.0,0.0
50018,3.0,0.0
50019,3.0,1.0
50020,8.0,1.0
50021,0.0,0.0
50022,1.0,0.0
50023,1.0,2.0
50024,3.0,1.0
50025,0.0,1.0
50026,1.0,0.0
50027,0.0,2.0
50028,0.0,0.0
50029,0.0,0.0
50030,0.0,0.0
50031,5.0,2.0
50032,0.0,0.0
50033,3.0,0.0
50034,4.0,0.0
50035,1.0,4.0
50036,4.0,0.0
50037,4.0,3.0
50038,18.0,4.0
50039,0.0,0.0
50040,4.0,5.0
50041,28.0,8.0
50042,2.0,1.0
50043,11.0,3.0
50044,1.0,0.0
50045,31.0,14.0
50046,34.0,5.0
50047,14.0,7.0
50048,5.0,1.0
50049,23.0,8.0
50050,17.0,2.0
50051,8.0,1.0
50052,1.0,2.0
50053,16.0,7.0
50054,13.0,3.0
50055,9.0,2.0
50056,15.0,5.0
50057,10.0,6.0
50058,1.0,0.0
50059,29.0,5.0
50060,3.0,1.0
50061,4.0,0.0
50062,3.0,1.0
50063,1.0,0.0
50064,18.0,6.0
50065,0.0,0.0
50066,4.0,2.0
50067,4.0,0.0
50068,25.0,3.0
50069,0.0,0.0
50070,8.0,2.0
50071,26.0,4.0
50072,0.0,1.0
50073,11.0,5.0
50074,3.0,1.0
50075,8.0,1.0
50076,1.0,0.0
50077,1.0,1.0
50078,5.0,0.0
50079,13.0,2.0
50080,4.0,1.0
50081,20.0,5.0
50082,1.0,0.0
50083,8.0,8.0
50084,2.0,2.0
50085,32.0,13.0
50086,5.0,1.0
50087,11.0,1.0
50088,32.0,16.0
50089,0.0,0.0
50090,26.0,8.0
50091,8.0,2.0
50092,3.0,2.0
50093,14.0,7.0
50094,9.0,2.0
50095,7.0,1.0
50096,8.0,2.0
50097,2.0,2.0
50098,5.0,2.0
50099,5.0,2.0
50100,14.0,4.0
50101,3.0,0.0
50102,3.0,0.0
50103,4.0,0.0
50104,2.0,1.0
50105,6.0,8.0
50106,4.0,1.0
50107,2.0,0.0
50108,0.0,1.0
50109,5.0,3.0
50110,16.0,3.0
50111,5.0,5.0
50112,17.0,5.0
50113,10.0,1.0
50114,4.0,2.0
50115,13.0,10.0
50116,11.0,5.0
50117,3.0,0.0
50118,7.0,1.0
50119,8.0,3.0
50120,0.0,0.0
50121,1.0,0.0
50122,4.0,1.0
50123,3.0,6.0
50124,10.0,4.0
50125,4.0,0.0
50126,9.0,7.0
50127,1.0,0.0
50128,13.0,3.0
50129,7.0,5.0
