ID,turnover,dispossessed
3519,49.0,34.0
3520,36.0,18.0
3521,34.0,6.0
3522,22.0,22.0
3523,193.0,67.0
3524,7.0,1.0
3525,64.0,32.0
3526,13.0,4.0
3527,89.0,25.0
3528,9.0,2.0
3529,62.0,34.0
3530,29.0,25.0
3531,34.0,19.0
3532,31.0,13.0
3533,87.0,44.0
3534,8.0,1.0
3535,8.0,8.0
3536,48.0,14.0
3537,106.0,32.0
3538,40.0,10.0
3539,6.0,2.0
3540,111.0,49.0
3541,22.0,10.0
3542,65.0,15.0
3543,60.0,34.0
3544,43.0,30.0
3545,81.0,31.0
3546,68.0,31.0
3547,33.0,10.0
3548,17.0,8.0
3549,12.0,10.0
3550,3.0,3.0
3551,27.0,19.0
3552,82.0,32.0
3553,6.0,6.0
3554,36.0,6.0
3555,12.0,5.0
3556,3.0,7.0
3557,8.0,4.0
3558,37.0,13.0
3559,25.0,18.0
3560,54.0,26.0
3561,9.0,2.0
3562,16.0,8.0
3563,127.0,68.0
3564,43.0,21.0
3565,2.0,1.0
3566,15.0,4.0
3567,33.0,15.0
3568,5.0,4.0
3569,9.0,3.0
3570,5.0,2.0
3571,48.0,26.0
3572,27.0,6.0
3573,9.0,8.0
3574,25.0,14.0
3575,11.0,7.0
3576,5.0,1.0
3577,53.0,22.0
3578,55.0,38.0
3579,22.0,11.0
3580,12.0,2.0
3581,6.0,6.0
3582,63.0,25.0
3583,18.0,8.0
3584,19.0,7.0
3585,8.0,6.0
3586,10.0,8.0
3587,21.0,9.0
3588,3.0,0.0
3589,52.0,27.0
3590,29.0,18.0
3591,17.0,3.0
3592,80.0,41.0
3593,4.0,2.0
3594,40.0,16.0
3595,15.0,11.0
3596,50.0,21.0
3597,29.0,7.0
3598,39.0,29.0
3599,54.0,19.0
3600,27.0,10.0
3601,2.0,0.0
3602,12.0,5.0
3603,9.0,5.0
3604,13.0,4.0
3605,35.0,9.0
3606,4.0,0.0
3607,3.0,3.0
3608,22.0,15.0
3609,15.0,9.0
3610,5.0,0.0
3611,3.0,3.0
3612,2.0,2.0
3613,0.0,1.0
3614,23.0,10.0
3615,34.0,14.0
3616,23.0,6.0
3617,9.0,5.0
3618,3.0,0.0
3619,4.0,2.0
3620,2.0,0.0
3621,44.0,21.0
3622,57.0,38.0
3623,0.0,0.0
3624,15.0,5.0
3625,4.0,3.0
3626,1.0,2.0
3627,3.0,0.0
3628,2.0,2.0
3629,7.0,3.0
3630,13.0,3.0
3631,12.0,6.0
3632,25.0,10.0
3633,5.0,3.0
3634,14.0,4.0
3635,34.0,8.0
3636,3.0,0.0
3637,8.0,6.0
3638,2.0,0.0
3639,41.0,17.0
3640,9.0,4.0
3641,4.0,0.0
3642,14.0,3.0
3643,0.0,1.0
3644,2.0,1.0
3645,1.0,1.0
3646,7.0,3.0
3647,4.0,1.0
3648,4.0,6.0
3649,11.0,6.0
3650,2.0,2.0
3651,6.0,0.0
3652,0.0,0.0
3653,6.0,0.0
3654,17.0,3.0
3655,1.0,0.0
3656,3.0,0.0
3657,1.0,1.0
3658,6.0,2.0
3659,0.0,0.0
3660,4.0,4.0
3661,4.0,1.0
3662,7.0,2.0
3663,4.0,1.0
3664,4.0,2.0
3665,2.0,0.0
3666,2.0,0.0
3667,1.0,0.0
3668,0.0,0.0
3669,128.0,64.0
3670,11.0,3.0
3671,113.0,39.0
3672,7.0,5.0
3673,7.0,2.0
3674,5.0,0.0
3675,16.0,11.0
3676,2.0,0.0
3677,2.0,8.0
3678,8.0,3.0
3679,24.0,15.0
3680,4.0,6.0
3681,51.0,9.0
3682,99.0,47.0
3683,68.0,36.0
3684,5.0,5.0
3685,112.0,68.0
3686,131.0,90.0
3687,11.0,6.0
3688,35.0,15.0
3689,4.0,2.0
3690,66.0,14.0
3691,98.0,67.0
3692,25.0,16.0
3693,10.0,2.0
3694,91.0,40.0
3695,96.0,45.0
3696,34.0,11.0
3697,66.0,27.0
3698,5.0,2.0
3699,24.0,19.0
3700,77.0,30.0
3701,16.0,9.0
3702,55.0,17.0
3703,16.0,9.0
3704,6.0,3.0
3705,13.0,4.0
3706,63.0,37.0
3707,2.0,0.0
3708,9.0,5.0
3709,72.0,27.0
3710,24.0,6.0
3711,39.0,8.0
3712,98.0,39.0
3713,25.0,14.0
3714,19.0,10.0
3715,78.0,36.0
3716,38.0,19.0
3717,72.0,28.0
3718,17.0,7.0
3719,2.0,3.0
3720,7.0,4.0
3721,5.0,6.0
3722,136.0,63.0
3723,38.0,11.0
3724,15.0,4.0
3725,20.0,4.0
3726,11.0,9.0
3727,88.0,32.0
3728,45.0,12.0
3729,24.0,9.0
3730,4.0,4.0
3731,67.0,26.0
3732,10.0,10.0
3733,4.0,0.0
3734,10.0,3.0
3735,10.0,3.0
3736,14.0,0.0
3737,73.0,19.0
3738,32.0,18.0
3739,3.0,4.0
3740,107.0,50.0
3741,44.0,24.0
3742,1.0,4.0
3743,35.0,7.0
3744,0.0,1.0
3745,46.0,18.0
3746,28.0,13.0
3747,3.0,3.0
3748,10.0,2.0
3749,16.0,10.0
3750,6.0,5.0
3751,23.0,8.0
3752,46.0,14.0
3753,10.0,5.0
3754,59.0,31.0
3755,10.0,5.0
3756,5.0,3.0
3757,1.0,2.0
3758,7.0,2.0
3759,13.0,6.0
3760,28.0,12.0
3761,53.0,32.0
3762,1.0,1.0
3763,18.0,6.0
3764,16.0,6.0
3765,4.0,2.0
3766,50.0,18.0
3767,5.0,5.0
3768,39.0,13.0
3769,3.0,3.0
3770,10.0,1.0
3771,43.0,24.0
3772,18.0,9.0
3773,2.0,1.0
3774,18.0,8.0
3775,28.0,5.0
3776,5.0,3.0
3777,5.0,4.0
3778,6.0,5.0
3779,68.0,15.0
3780,15.0,11.0
3781,6.0,2.0
3782,6.0,6.0
3783,27.0,18.0
3784,32.0,14.0
3785,1.0,2.0
3786,25.0,8.0
3787,15.0,13.0
3788,3.0,0.0
3789,3.0,0.0
3790,7.0,1.0
3791,0.0,1.0
3792,0.0,2.0
3793,1.0,2.0
3794,0.0,0.0
3795,6.0,2.0
3796,3.0,0.0
3797,16.0,6.0
3798,0.0,1.0
3799,5.0,3.0
3800,12.0,2.0
3801,0.0,0.0
3802,16.0,8.0
3803,6.0,0.0
3804,6.0,4.0
3805,8.0,1.0
3806,2.0,2.0
3807,6.0,2.0
3808,1.0,2.0
3809,5.0,0.0
3810,20.0,5.0
3811,2.0,1.0
3812,0.0,0.0
3813,1.0,1.0
3814,8.0,2.0
3815,2.0,0.0
3816,6.0,3.0
3817,5.0,0.0
3818,0.0,0.0
3819,0.0,3.0
3820,2.0,2.0
3821,14.0,5.0
3822,1.0,0.0
3823,0.0,1.0
3824,24.0,12.0
3825,2.0,5.0
3826,80.0,44.0
3827,39.0,30.0
3828,96.0,60.0
3829,57.0,29.0
3830,13.0,10.0
3831,3.0,2.0
3832,7.0,4.0
3833,121.0,60.0
3834,27.0,14.0
3835,105.0,54.0
3836,156.0,98.0
3837,3.0,0.0
3838,31.0,33.0
3839,22.0,26.0
3840,8.0,5.0
3841,44.0,24.0
3842,38.0,7.0
3843,49.0,25.0
3844,17.0,20.0
3845,12.0,5.0
3846,5.0,5.0
3847,82.0,57.0
3848,10.0,5.0
3849,2.0,2.0
3850,55.0,22.0
3851,21.0,8.0
3852,19.0,9.0
3853,59.0,27.0
3854,11.0,8.0
3855,42.0,17.0
3856,55.0,25.0
3857,2.0,0.0
3858,36.0,12.0
3859,29.0,8.0
3860,21.0,1.0
3861,14.0,4.0
3862,81.0,39.0
3863,43.0,26.0
3864,28.0,15.0
3865,2.0,0.0
3866,72.0,31.0
3867,51.0,26.0
3868,11.0,10.0
3869,84.0,52.0
3870,1.0,0.0
3871,38.0,18.0
3872,31.0,12.0
3873,8.0,4.0
3874,79.0,36.0
3875,100.0,48.0
3876,30.0,16.0
3877,32.0,13.0
3878,46.0,24.0
3879,51.0,33.0
3880,83.0,47.0
3881,1.0,0.0
3882,86.0,60.0
3883,4.0,8.0
3884,16.0,21.0
3885,34.0,24.0
3886,7.0,1.0
3887,72.0,47.0
3888,41.0,19.0
3889,4.0,4.0
3890,6.0,3.0
3891,69.0,32.0
3892,70.0,46.0
3893,13.0,9.0
3894,105.0,42.0
3895,75.0,24.0
3896,7.0,2.0
3897,14.0,14.0
3898,5.0,2.0
3899,15.0,5.0
3900,11.0,10.0
3901,20.0,3.0
3902,28.0,20.0
3903,58.0,40.0
3904,18.0,7.0
3905,20.0,9.0
3906,25.0,17.0
3907,29.0,5.0
3908,64.0,47.0
3909,33.0,11.0
3910,17.0,13.0
3911,14.0,9.0
3912,22.0,10.0
3913,1.0,2.0
3914,0.0,0.0
3915,34.0,18.0
3916,15.0,6.0
3917,12.0,16.0
3918,1.0,2.0
3919,6.0,2.0
3920,2.0,1.0
3921,6.0,2.0
3922,16.0,14.0
3923,4.0,4.0
3924,9.0,3.0
3925,2.0,0.0
3926,8.0,8.0
3927,5.0,6.0
3928,2.0,1.0
3929,16.0,12.0
3930,13.0,12.0
3931,1.0,2.0
3932,7.0,8.0
3933,8.0,1.0
3934,3.0,1.0
3935,0.0,2.0
3936,0.0,0.0
3937,1.0,1.0
3938,1.0,0.0
3939,5.0,0.0
3940,13.0,8.0
3941,2.0,0.0
3942,1.0,1.0
3943,1.0,1.0
3944,2.0,2.0
3945,16.0,7.0
3946,14.0,3.0
3947,13.0,11.0
3948,5.0,8.0
3949,19.0,11.0
3950,11.0,6.0
3951,3.0,2.0
3952,2.0,2.0
3953,4.0,0.0
3954,9.0,6.0
3955,10.0,5.0
3956,12.0,7.0
3957,2.0,11.0
3958,1.0,1.0
3959,4.0,0.0
3960,9.0,3.0
3961,5.0,3.0
3962,4.0,4.0
3963,17.0,4.0
3964,91.0,60.0
3965,66.0,25.0
3966,13.0,5.0
3967,26.0,7.0
3968,27.0,17.0
3969,7.0,2.0
3970,78.0,32.0
3971,5.0,3.0
3972,53.0,28.0
3973,18.0,9.0
3974,47.0,28.0
3975,3.0,0.0
3976,39.0,22.0
3977,8.0,5.0
3978,18.0,8.0
3979,0.0,0.0
3980,17.0,7.0
3981,17.0,10.0
3982,23.0,5.0
3983,59.0,31.0
3984,39.0,23.0
3985,4.0,4.0
3986,42.0,24.0
3987,4.0,2.0
3988,25.0,13.0
3989,23.0,7.0
3990,26.0,14.0
3991,109.0,42.0
3992,41.0,6.0
3993,22.0,5.0
3994,50.0,24.0
3995,0.0,0.0
3996,30.0,7.0
3997,4.0,4.0
3998,15.0,7.0
3999,19.0,13.0
4000,11.0,7.0
4001,32.0,28.0
4002,3.0,2.0
4003,16.0,13.0
4004,31.0,10.0
4005,16.0,5.0
4006,72.0,29.0
4007,12.0,5.0
4008,16.0,6.0
4009,7.0,0.0
4010,6.0,2.0
4011,2.0,2.0
4012,6.0,3.0
4013,22.0,8.0
4014,10.0,1.0
4015,24.0,7.0
4016,1.0,1.0
4017,8.0,5.0
4018,2.0,0.0
4019,12.0,5.0
4020,27.0,19.0
4021,8.0,1.0
4022,19.0,5.0
4023,13.0,9.0
4024,10.0,3.0
4025,58.0,25.0
4026,3.0,1.0
4027,5.0,1.0
4028,6.0,1.0
4029,33.0,15.0
4030,19.0,10.0
4031,10.0,0.0
4032,1.0,0.0
4033,2.0,0.0
4034,9.0,2.0
4035,2.0,1.0
4036,6.0,1.0
4037,0.0,1.0
4038,1.0,1.0
4039,9.0,5.0
4040,15.0,8.0
4041,5.0,1.0
4042,4.0,2.0
4043,0.0,1.0
4044,1.0,0.0
4045,4.0,2.0
4046,12.0,7.0
4047,12.0,4.0
4048,3.0,4.0
4049,9.0,11.0
4050,78.0,25.0
4051,1.0,2.0
4052,14.0,11.0
4053,29.0,12.0
4054,3.0,0.0
4055,123.0,50.0
4056,144.0,80.0
4057,52.0,38.0
4058,79.0,31.0
4059,25.0,11.0
4060,2.0,0.0
4061,3.0,4.0
4062,85.0,31.0
4063,8.0,5.0
4064,13.0,4.0
4065,61.0,35.0
4066,11.0,9.0
4067,5.0,9.0
4068,54.0,23.0
4069,88.0,38.0
4070,122.0,52.0
4071,5.0,2.0
4072,39.0,21.0
4073,4.0,3.0
4074,30.0,19.0
4075,13.0,9.0
4076,38.0,16.0
4077,92.0,39.0
4078,99.0,63.0
4079,26.0,24.0
4080,7.0,2.0
4081,9.0,7.0
4082,6.0,6.0
4083,30.0,8.0
4084,58.0,22.0
4085,48.0,21.0
4086,21.0,26.0
4087,90.0,43.0
4088,36.0,15.0
4089,158.0,75.0
4090,7.0,4.0
4091,3.0,2.0
4092,64.0,38.0
4093,55.0,51.0
4094,3.0,5.0
4095,91.0,45.0
4096,46.0,28.0
4097,11.0,7.0
4098,26.0,8.0
4099,3.0,1.0
4100,55.0,35.0
4101,1.0,0.0
4102,52.0,25.0
4103,74.0,72.0
4104,12.0,7.0
4105,1.0,0.0
4106,28.0,7.0
4107,8.0,3.0
4108,35.0,16.0
4109,1.0,1.0
4110,54.0,36.0
4111,56.0,39.0
4112,43.0,30.0
4113,43.0,28.0
4114,11.0,8.0
4115,9.0,3.0
4116,42.0,25.0
4117,35.0,9.0
4118,27.0,16.0
4119,5.0,2.0
4120,47.0,13.0
4121,11.0,6.0
4122,40.0,10.0
4123,71.0,32.0
4124,3.0,1.0
4125,45.0,21.0
4126,15.0,7.0
4127,15.0,8.0
4128,96.0,65.0
4129,58.0,39.0
4130,48.0,29.0
4131,64.0,18.0
4132,8.0,7.0
4133,39.0,16.0
4134,26.0,7.0
4135,5.0,4.0
4136,30.0,9.0
4137,30.0,24.0
4138,31.0,12.0
4139,2.0,1.0
4140,14.0,2.0
4141,25.0,10.0
4142,6.0,4.0
4143,31.0,16.0
4144,29.0,21.0
4145,10.0,8.0
4146,46.0,23.0
4147,7.0,5.0
4148,26.0,11.0
4149,32.0,15.0
4150,14.0,11.0
4151,8.0,8.0
4152,25.0,26.0
4153,16.0,7.0
4154,2.0,0.0
4155,11.0,5.0
4156,9.0,3.0
4157,8.0,8.0
4158,10.0,7.0
4159,27.0,20.0
4160,3.0,1.0
4161,38.0,19.0
4162,23.0,12.0
4163,13.0,6.0
4164,3.0,1.0
4165,3.0,2.0
4166,5.0,3.0
4167,20.0,9.0
4168,5.0,0.0
4169,14.0,3.0
4170,2.0,2.0
4171,7.0,4.0
4172,3.0,2.0
4173,0.0,0.0
4174,27.0,4.0
4175,0.0,1.0
4176,35.0,27.0
4177,4.0,1.0
4178,3.0,6.0
4179,12.0,6.0
4180,30.0,11.0
4181,5.0,0.0
4182,2.0,0.0
4183,6.0,3.0
4184,4.0,3.0
4185,11.0,6.0
4186,8.0,8.0
4187,8.0,2.0
4188,22.0,15.0
4189,3.0,0.0
4190,11.0,7.0
4191,4.0,2.0
4192,9.0,5.0
4193,14.0,10.0
4194,12.0,14.0
4195,3.0,2.0
4196,13.0,0.0
4197,5.0,1.0
4198,2.0,4.0
4199,3.0,1.0
4200,4.0,3.0
4201,3.0,0.0
4202,3.0,1.0
4203,4.0,1.0
4204,1.0,1.0
4205,1.0,0.0
4206,2.0,2.0
4207,1.0,0.0
4208,2.0,2.0
4209,4.0,2.0
4210,1.0,1.0
4211,3.0,0.0
4212,4.0,3.0
4213,1.0,2.0
4214,2.0,2.0
4215,0.0,2.0
4216,2.0,0.0
4217,4.0,2.0
4218,1.0,1.0
4219,5.0,2.0
4220,6.0,2.0
4221,55.0,14.0
4222,14.0,13.0
4223,13.0,3.0
4224,36.0,52.0
4225,7.0,5.0
4226,43.0,18.0
4227,106.0,46.0
4228,8.0,7.0
4229,133.0,65.0
4230,24.0,11.0
4231,22.0,17.0
4232,12.0,4.0
4233,131.0,94.0
4234,20.0,12.0
4235,26.0,17.0
4236,1.0,1.0
4237,2.0,2.0
4238,40.0,52.0
4239,6.0,3.0
4240,69.0,46.0
4241,22.0,23.0
4242,41.0,20.0
4243,56.0,26.0
4244,104.0,52.0
4245,8.0,10.0
4246,93.0,43.0
4247,32.0,19.0
4248,3.0,2.0
4249,5.0,3.0
4250,17.0,11.0
4251,26.0,11.0
4252,115.0,78.0
4253,25.0,19.0
4254,63.0,23.0
4255,42.0,20.0
4256,17.0,8.0
4257,50.0,32.0
4258,51.0,31.0
4259,17.0,15.0
4260,72.0,50.0
4261,19.0,11.0
4262,23.0,17.0
4263,50.0,34.0
4264,26.0,16.0
4265,29.0,17.0
4266,3.0,3.0
4267,46.0,25.0
4268,22.0,7.0
4269,2.0,3.0
4270,108.0,71.0
4271,78.0,55.0
4272,71.0,43.0
4273,29.0,23.0
4274,31.0,13.0
4275,61.0,38.0
4276,34.0,23.0
4277,13.0,10.0
4278,3.0,3.0
4279,0.0,0.0
4280,10.0,3.0
4281,38.0,21.0
4282,1.0,5.0
4283,3.0,2.0
4284,33.0,21.0
4285,36.0,29.0
4286,23.0,13.0
4287,19.0,14.0
4288,18.0,13.0
4289,28.0,10.0
4290,25.0,9.0
4291,53.0,14.0
4292,2.0,0.0
4293,58.0,32.0
4294,23.0,22.0
4295,18.0,14.0
4296,10.0,11.0
4297,13.0,15.0
4298,53.0,30.0
4299,22.0,7.0
4300,1.0,4.0
4301,44.0,31.0
4302,26.0,26.0
4303,45.0,20.0
4304,69.0,49.0
4305,42.0,45.0
4306,3.0,2.0
4307,2.0,3.0
4308,21.0,15.0
4309,77.0,38.0
4310,182.0,113.0
4311,15.0,7.0
4312,23.0,27.0
4313,6.0,2.0
4314,9.0,3.0
4315,8.0,12.0
4316,1.0,0.0
4317,1.0,3.0
4318,10.0,8.0
4319,38.0,22.0
4320,1.0,2.0
4321,11.0,7.0
4322,33.0,11.0
4323,48.0,31.0
4324,23.0,16.0
4325,20.0,13.0
4326,2.0,4.0
4327,4.0,10.0
4328,11.0,7.0
4329,15.0,11.0
4330,1.0,3.0
4331,0.0,2.0
4332,20.0,9.0
4333,2.0,1.0
4334,9.0,2.0
4335,3.0,0.0
4336,3.0,11.0
4337,10.0,5.0
4338,2.0,1.0
4339,20.0,7.0
4340,5.0,6.0
4341,2.0,0.0
4342,3.0,2.0
4343,4.0,3.0
4344,9.0,9.0
4345,3.0,0.0
4346,3.0,3.0
4347,13.0,8.0
4348,1.0,1.0
4349,4.0,0.0
4350,1.0,0.0
4351,2.0,0.0
4352,20.0,13.0
4353,13.0,1.0
4354,3.0,2.0
4355,5.0,2.0
4356,1.0,2.0
4357,3.0,0.0
4358,2.0,1.0
4359,6.0,2.0
4360,0.0,0.0
4361,2.0,2.0
4362,3.0,1.0
4363,2.0,0.0
4364,4.0,4.0
4365,2.0,1.0
4366,3.0,2.0
4367,2.0,3.0
4368,0.0,0.0
4369,121.0,50.0
4370,14.0,5.0
4371,24.0,16.0
4372,14.0,7.0
4373,36.0,32.0
4374,81.0,37.0
4375,2.0,1.0
4376,55.0,27.0
4377,74.0,40.0
4378,21.0,17.0
4379,22.0,11.0
4380,43.0,30.0
4381,24.0,7.0
4382,43.0,19.0
4383,67.0,29.0
4384,10.0,8.0
4385,3.0,1.0
4386,51.0,23.0
4387,107.0,55.0
4388,12.0,1.0
4389,23.0,19.0
4390,75.0,38.0
4391,0.0,4.0
4392,11.0,5.0
4393,53.0,32.0
4394,30.0,15.0
4395,11.0,2.0
4396,3.0,2.0
4397,57.0,23.0
4398,21.0,13.0
4399,53.0,19.0
4400,25.0,10.0
4401,31.0,20.0
4402,6.0,3.0
4403,31.0,17.0
4404,40.0,20.0
4405,19.0,8.0
4406,59.0,43.0
4407,2.0,1.0
4408,14.0,10.0
4409,3.0,0.0
4410,6.0,5.0
4411,33.0,19.0
4412,63.0,22.0
4413,11.0,7.0
4414,1.0,2.0
4415,49.0,21.0
4416,51.0,38.0
4417,78.0,53.0
4418,11.0,2.0
4419,18.0,9.0
4420,60.0,23.0
4421,5.0,3.0
4422,26.0,19.0
4423,5.0,5.0
4424,2.0,1.0
4425,22.0,8.0
4426,5.0,1.0
4427,52.0,28.0
4428,5.0,1.0
4429,23.0,13.0
4430,51.0,25.0
4431,64.0,40.0
4432,1.0,0.0
4433,21.0,8.0
4434,42.0,19.0
4435,16.0,6.0
4436,24.0,16.0
4437,55.0,35.0
4438,10.0,8.0
4439,28.0,19.0
4440,20.0,7.0
4441,26.0,3.0
4442,1.0,0.0
4443,11.0,0.0
4444,2.0,1.0
4445,162.0,116.0
4446,1.0,3.0
4447,14.0,18.0
4448,22.0,21.0
4449,39.0,29.0
4450,3.0,1.0
4451,23.0,10.0
4452,1.0,2.0
4453,43.0,23.0
4454,21.0,5.0
4455,24.0,23.0
4456,18.0,8.0
4457,27.0,11.0
4458,26.0,8.0
4459,21.0,12.0
4460,54.0,38.0
4461,5.0,3.0
4462,3.0,2.0
4463,25.0,11.0
4464,4.0,2.0
4465,1.0,0.0
4466,6.0,5.0
4467,15.0,4.0
4468,24.0,21.0
4469,44.0,21.0
4470,11.0,3.0
4471,7.0,2.0
4472,18.0,10.0
4473,17.0,17.0
4474,23.0,14.0
4475,31.0,25.0
4476,5.0,0.0
4477,3.0,0.0
4478,3.0,1.0
4479,1.0,2.0
4480,0.0,2.0
4481,14.0,6.0
4482,2.0,1.0
4483,22.0,21.0
4484,16.0,7.0
4485,30.0,15.0
4486,10.0,4.0
4487,4.0,1.0
4488,1.0,3.0
4489,3.0,2.0
4490,2.0,4.0
4491,1.0,0.0
4492,10.0,1.0
4493,2.0,7.0
4494,4.0,1.0
4495,3.0,1.0
4496,7.0,6.0
4497,4.0,0.0
4498,0.0,1.0
4499,4.0,2.0
4500,12.0,3.0
4501,6.0,3.0
4502,3.0,2.0
4503,3.0,1.0
4504,4.0,1.0
4505,4.0,4.0
4506,5.0,0.0
4507,31.0,9.0
4508,4.0,3.0
4509,29.0,10.0
4510,3.0,5.0
4511,68.0,32.0
4512,23.0,20.0
4513,78.0,32.0
4514,26.0,8.0
4515,45.0,21.0
4516,4.0,4.0
4517,0.0,0.0
4518,7.0,7.0
4519,83.0,54.0
4520,110.0,59.0
4521,105.0,65.0
4522,1.0,0.0
4523,102.0,54.0
4524,9.0,7.0
4525,76.0,37.0
4526,43.0,28.0
4527,78.0,44.0
4528,2.0,2.0
4529,145.0,57.0
4530,83.0,43.0
4531,54.0,40.0
4532,63.0,30.0
4533,23.0,9.0
4534,22.0,4.0
4535,50.0,34.0
4536,48.0,22.0
4537,17.0,8.0
4538,4.0,2.0
4539,75.0,32.0
4540,93.0,43.0
4541,47.0,17.0
4542,73.0,34.0
4543,18.0,6.0
4544,54.0,23.0
4545,26.0,12.0
4546,2.0,0.0
4547,18.0,3.0
4548,37.0,12.0
4549,39.0,17.0
4550,53.0,26.0
4551,1.0,0.0
4552,19.0,17.0
4553,3.0,2.0
4554,8.0,2.0
4555,65.0,35.0
4556,61.0,27.0
4557,98.0,54.0
4558,33.0,13.0
4559,3.0,0.0
4560,17.0,6.0
4561,65.0,34.0
4562,63.0,31.0
4563,23.0,1.0
4564,13.0,4.0
4565,14.0,11.0
4566,1.0,4.0
4567,42.0,36.0
4568,87.0,48.0
4569,43.0,12.0
4570,9.0,2.0
4571,11.0,14.0
4572,4.0,5.0
4573,30.0,11.0
4574,70.0,42.0
4575,43.0,14.0
4576,48.0,35.0
4577,5.0,1.0
4578,17.0,6.0
4579,57.0,47.0
4580,15.0,6.0
4581,1.0,1.0
4582,25.0,11.0
4583,25.0,11.0
4584,72.0,57.0
4585,4.0,6.0
4586,6.0,2.0
4587,69.0,32.0
4588,5.0,5.0
4589,47.0,15.0
4590,10.0,3.0
4591,11.0,14.0
4592,52.0,34.0
4593,23.0,12.0
4594,32.0,7.0
4595,11.0,7.0
4596,67.0,21.0
4597,23.0,16.0
4598,104.0,26.0
4599,15.0,2.0
4600,31.0,15.0
4601,3.0,8.0
4602,60.0,27.0
4603,2.0,4.0
4604,1.0,3.0
4605,14.0,3.0
4606,7.0,7.0
4607,8.0,12.0
4608,11.0,5.0
4609,4.0,0.0
4610,7.0,3.0
4611,13.0,5.0
4612,17.0,6.0
4613,60.0,22.0
4614,38.0,11.0
4615,70.0,34.0
4616,0.0,2.0
4617,11.0,6.0
4618,11.0,3.0
4619,1.0,1.0
4620,37.0,7.0
4621,11.0,1.0
4622,20.0,14.0
4623,7.0,1.0
4624,40.0,17.0
4625,21.0,8.0
4626,8.0,6.0
4627,33.0,23.0
4628,14.0,3.0
4629,4.0,2.0
4630,5.0,5.0
4631,1.0,4.0
4632,6.0,2.0
4633,8.0,3.0
4634,24.0,12.0
4635,4.0,1.0
4636,10.0,4.0
4637,7.0,3.0
4638,5.0,2.0
4639,14.0,12.0
4640,4.0,2.0
4641,0.0,0.0
4642,44.0,20.0
4643,21.0,9.0
4644,13.0,5.0
4645,5.0,2.0
4646,0.0,0.0
4647,4.0,3.0
4648,3.0,2.0
4649,2.0,0.0
4650,4.0,0.0
4651,4.0,3.0
4652,1.0,0.0
4653,16.0,7.0
4654,4.0,2.0
4655,11.0,5.0
4656,54.0,25.0
4657,40.0,25.0
4658,7.0,2.0
4659,3.0,0.0
4660,4.0,1.0
4661,2.0,4.0
4662,15.0,8.0
4663,10.0,1.0
4664,6.0,4.0
4665,20.0,10.0
4666,16.0,12.0
4667,4.0,4.0
4668,3.0,0.0
4669,1.0,0.0
4670,2.0,3.0
4671,25.0,5.0
4672,6.0,1.0
4673,2.0,2.0
4674,1.0,2.0
4675,1.0,0.0
4676,1.0,0.0
4677,5.0,1.0
4678,4.0,1.0
4679,3.0,3.0
4680,6.0,5.0
4681,3.0,1.0
4682,1.0,0.0
4683,9.0,7.0
4684,3.0,0.0
4685,1.0,0.0
4686,7.0,2.0
4687,65.0,44.0
4688,6.0,1.0
4689,12.0,5.0
4690,29.0,10.0
4691,8.0,3.0
4692,109.0,44.0
4693,14.0,6.0
4694,52.0,26.0
4695,99.0,62.0
4696,10.0,7.0
4697,45.0,34.0
4698,41.0,40.0
4699,22.0,10.0
4700,30.0,12.0
4701,8.0,6.0
4702,4.0,2.0
4703,21.0,21.0
4704,18.0,14.0
4705,102.0,57.0
4706,2.0,0.0
4707,21.0,2.0
4708,3.0,1.0
4709,18.0,13.0
4710,27.0,14.0
4711,35.0,16.0
4712,7.0,2.0
4713,146.0,62.0
4714,134.0,107.0
4715,19.0,4.0
4716,96.0,35.0
4717,60.0,33.0
4718,11.0,2.0
4719,83.0,26.0
4720,3.0,2.0
4721,128.0,79.0
4722,59.0,24.0
4723,17.0,10.0
4724,6.0,2.0
4725,21.0,22.0
4726,137.0,65.0
4727,92.0,32.0
4728,8.0,5.0
4729,30.0,21.0
4730,3.0,0.0
4731,45.0,17.0
4732,80.0,42.0
4733,80.0,35.0
4734,24.0,27.0
4735,34.0,11.0
4736,30.0,15.0
4737,12.0,7.0
4738,74.0,46.0
4739,29.0,22.0
4740,59.0,40.0
4741,23.0,26.0
4742,59.0,26.0
4743,4.0,7.0
4744,68.0,44.0
4745,56.0,20.0
4746,25.0,12.0
4747,6.0,4.0
4748,8.0,3.0
4749,53.0,35.0
4750,16.0,13.0
4751,5.0,7.0
4752,13.0,1.0
4753,46.0,39.0
4754,21.0,7.0
4755,9.0,4.0
4756,25.0,13.0
4757,24.0,6.0
4758,5.0,5.0
4759,14.0,10.0
4760,42.0,26.0
4761,125.0,45.0
4762,11.0,5.0
4763,18.0,12.0
4764,10.0,6.0
4765,5.0,4.0
4766,95.0,69.0
4767,54.0,26.0
4768,30.0,18.0
4769,13.0,9.0
4770,33.0,26.0
4771,3.0,1.0
4772,0.0,2.0
4773,48.0,27.0
4774,4.0,2.0
4775,94.0,44.0
4776,28.0,14.0
4777,87.0,67.0
4778,21.0,11.0
4779,1.0,2.0
4780,5.0,4.0
4781,7.0,2.0
4782,9.0,7.0
4783,35.0,29.0
4784,38.0,23.0
4785,17.0,13.0
4786,12.0,7.0
4787,28.0,10.0
4788,13.0,10.0
4789,33.0,37.0
