ID,foulGiven,foulCommitted
36632,6.0,4.0
36633,1.0,0.0
36634,4.0,2.0
36635,1.0,3.0
36636,17.0,9.0
36637,30.0,16.0
36638,12.0,11.0
36639,5.0,5.0
36640,19.0,28.0
36641,1.0,2.0
36642,2.0,6.0
36643,3.0,1.0
36644,1.0,8.0
36645,5.0,7.0
36646,11.0,22.0
36647,2.0,0.0
36648,6.0,1.0
36649,5.0,8.0
36650,1.0,0.0
36651,3.0,4.0
36652,2.0,2.0
36653,2.0,3.0
36654,4.0,4.0
36655,11.0,6.0
36656,2.0,1.0
36657,4.0,3.0
36658,1.0,1.0
36659,1.0,0.0
36660,0.0,1.0
36661,4.0,1.0
36662,2.0,0.0
36663,8.0,4.0
36664,2.0,2.0
36665,0.0,3.0
36666,12.0,8.0
36667,0.0,0.0
36668,3.0,2.0
36669,0.0,0.0
36670,2.0,2.0
36671,9.0,6.0
36672,3.0,4.0
36673,1.0,4.0
36674,2.0,1.0
36675,3.0,3.0
36676,2.0,0.0
36677,1.0,2.0
36678,2.0,0.0
36679,1.0,4.0
36680,1.0,1.0
36681,11.0,9.0
36682,1.0,0.0
36683,1.0,0.0
36684,7.0,5.0
36685,2.0,0.0
36686,0.0,1.0
36687,2.0,1.0
36688,0.0,1.0
36689,3.0,0.0
36690,0.0,1.0
36691,0.0,1.0
36692,4.0,3.0
36693,0.0,0.0
36694,1.0,5.0
36695,0.0,1.0
36696,0.0,1.0
36697,1.0,0.0
36698,0.0,1.0
36699,0.0,1.0
36700,5.0,7.0
36701,2.0,1.0
36702,2.0,2.0
36703,3.0,6.0
36704,6.0,5.0
36705,4.0,1.0
36706,2.0,0.0
36707,5.0,1.0
36708,2.0,0.0
36709,1.0,3.0
36710,15.0,6.0
36711,9.0,2.0
36712,7.0,3.0
36713,4.0,3.0
36714,6.0,3.0
36715,23.0,16.0
36716,1.0,1.0
36717,7.0,2.0
36718,0.0,4.0
36719,2.0,5.0
36720,6.0,1.0
36721,0.0,2.0
36722,10.0,10.0
36723,10.0,4.0
36724,0.0,0.0
36725,4.0,1.0
36726,2.0,3.0
36727,1.0,2.0
36728,8.0,3.0
36729,1.0,0.0
36730,0.0,2.0
36731,10.0,8.0
36732,2.0,2.0
36733,2.0,1.0
36734,3.0,1.0
36735,8.0,4.0
36736,12.0,9.0
36737,2.0,6.0
36738,1.0,0.0
36739,17.0,5.0
36740,4.0,4.0
36741,1.0,3.0
36742,7.0,4.0
36743,4.0,4.0
36744,3.0,2.0
36745,5.0,0.0
36746,7.0,4.0
36747,4.0,3.0
36748,22.0,29.0
36749,1.0,0.0
36750,0.0,0.0
36751,0.0,3.0
36752,2.0,2.0
36753,8.0,4.0
36754,2.0,0.0
36755,7.0,7.0
36756,11.0,9.0
36757,8.0,5.0
36758,0.0,1.0
36759,12.0,8.0
36760,3.0,7.0
36761,1.0,0.0
36762,1.0,2.0
36763,2.0,0.0
36764,1.0,1.0
36765,12.0,13.0
36766,1.0,3.0
36767,2.0,2.0
36768,0.0,0.0
36769,5.0,6.0
36770,11.0,8.0
36771,2.0,6.0
36772,5.0,1.0
36773,0.0,2.0
36774,0.0,1.0
36775,0.0,1.0
36776,4.0,4.0
36777,0.0,0.0
36778,0.0,3.0
36779,2.0,2.0
36780,0.0,0.0
36781,2.0,1.0
36782,5.0,4.0
36783,2.0,1.0
36784,5.0,4.0
36785,1.0,2.0
36786,0.0,3.0
36787,1.0,3.0
36788,5.0,6.0
36789,1.0,1.0
36790,0.0,2.0
36791,0.0,0.0
36792,1.0,0.0
36793,0.0,0.0
36794,3.0,1.0
36795,1.0,0.0
36796,1.0,0.0
36797,1.0,1.0
36798,1.0,4.0
36799,1.0,1.0
36800,1.0,2.0
36801,0.0,0.0
36802,6.0,5.0
36803,3.0,15.0
36804,1.0,0.0
36805,3.0,0.0
36806,2.0,0.0
36807,14.0,5.0
36808,3.0,2.0
36809,3.0,6.0
36810,2.0,3.0
36811,0.0,2.0
36812,5.0,1.0
36813,1.0,0.0
36814,14.0,19.0
36815,5.0,0.0
36816,4.0,1.0
36817,4.0,6.0
36818,5.0,3.0
36819,2.0,3.0
36820,5.0,3.0
36821,7.0,0.0
36822,1.0,0.0
36823,0.0,0.0
36824,3.0,3.0
36825,2.0,5.0
36826,0.0,2.0
36827,1.0,0.0
36828,5.0,1.0
36829,1.0,1.0
36830,9.0,5.0
36831,5.0,0.0
36832,0.0,1.0
36833,0.0,0.0
36834,0.0,0.0
36835,0.0,2.0
36836,1.0,0.0
36837,3.0,2.0
36838,8.0,10.0
36839,0.0,1.0
36840,0.0,1.0
36841,0.0,1.0
36842,3.0,3.0
36843,0.0,0.0
36844,2.0,0.0
36845,2.0,1.0
36846,1.0,1.0
36847,3.0,3.0
36848,0.0,1.0
36849,11.0,4.0
36850,4.0,6.0
36851,1.0,0.0
36852,11.0,8.0
36853,1.0,4.0
36854,4.0,2.0
36855,3.0,2.0
36856,5.0,3.0
36857,4.0,5.0
36858,0.0,1.0
36859,4.0,1.0
36860,0.0,2.0
36861,5.0,2.0
36862,18.0,12.0
36863,16.0,5.0
36864,0.0,0.0
36865,9.0,7.0
36866,2.0,3.0
36867,8.0,7.0
36868,2.0,1.0
36869,1.0,0.0
36870,1.0,0.0
36871,3.0,6.0
36872,7.0,7.0
36873,14.0,14.0
36874,0.0,0.0
36875,7.0,5.0
36876,8.0,3.0
36877,1.0,1.0
36878,3.0,8.0
36879,2.0,6.0
36880,0.0,5.0
36881,2.0,3.0
36882,0.0,0.0
36883,7.0,5.0
36884,3.0,5.0
36885,5.0,4.0
36886,1.0,1.0
36887,1.0,4.0
36888,1.0,0.0
36889,5.0,2.0
36890,1.0,0.0
36891,0.0,1.0
36892,9.0,2.0
36893,9.0,5.0
36894,1.0,3.0
36895,3.0,3.0
36896,3.0,2.0
36897,0.0,0.0
36898,5.0,7.0
36899,1.0,1.0
36900,5.0,4.0
36901,0.0,2.0
36902,2.0,2.0
36903,4.0,8.0
36904,3.0,4.0
36905,1.0,0.0
36906,2.0,0.0
36907,2.0,2.0
36908,0.0,2.0
36909,6.0,3.0
36910,2.0,2.0
36911,1.0,0.0
36912,2.0,5.0
36913,1.0,0.0
36914,0.0,3.0
36915,4.0,6.0
36916,0.0,0.0
36917,0.0,1.0
36918,1.0,3.0
36919,2.0,3.0
36920,1.0,1.0
36921,0.0,0.0
36922,0.0,4.0
36923,3.0,1.0
36924,0.0,2.0
36925,2.0,0.0
36926,0.0,3.0
36927,2.0,2.0
36928,1.0,1.0
36929,2.0,3.0
36930,3.0,3.0
36931,6.0,3.0
36932,2.0,1.0
36933,7.0,2.0
36934,1.0,2.0
36935,2.0,10.0
36936,6.0,3.0
36937,2.0,0.0
36938,2.0,1.0
36939,3.0,3.0
36940,2.0,2.0
36941,4.0,3.0
36942,18.0,4.0
36943,2.0,5.0
36944,2.0,5.0
36945,1.0,3.0
36946,2.0,3.0
36947,1.0,5.0
36948,5.0,6.0
36949,15.0,7.0
36950,7.0,6.0
36951,3.0,1.0
36952,2.0,2.0
36953,8.0,11.0
36954,2.0,1.0
36955,6.0,7.0
36956,1.0,3.0
36957,2.0,4.0
36958,7.0,5.0
36959,0.0,0.0
36960,1.0,1.0
36961,13.0,4.0
36962,0.0,0.0
36963,2.0,1.0
36964,2.0,0.0
36965,3.0,3.0
36966,2.0,5.0
36967,5.0,4.0
36968,1.0,5.0
36969,5.0,2.0
36970,1.0,4.0
36971,2.0,1.0
36972,1.0,4.0
36973,2.0,1.0
36974,25.0,22.0
36975,2.0,3.0
36976,1.0,0.0
36977,2.0,1.0
36978,1.0,1.0
36979,2.0,9.0
36980,0.0,2.0
36981,3.0,3.0
36982,0.0,2.0
36983,0.0,0.0
36984,3.0,1.0
36985,3.0,1.0
36986,2.0,0.0
36987,3.0,7.0
36988,1.0,4.0
36989,3.0,2.0
36990,3.0,7.0
36991,3.0,2.0
36992,9.0,2.0
36993,0.0,0.0
36994,0.0,3.0
36995,1.0,2.0
36996,0.0,0.0
36997,0.0,3.0
36998,1.0,0.0
36999,3.0,3.0
37000,2.0,0.0
37001,1.0,0.0
37002,1.0,1.0
37003,4.0,4.0
37004,2.0,1.0
37005,3.0,2.0
37006,7.0,7.0
37007,4.0,0.0
37008,15.0,10.0
37009,7.0,3.0
37010,8.0,5.0
37011,2.0,1.0
37012,2.0,5.0
37013,1.0,2.0
37014,10.0,3.0
37015,2.0,3.0
37016,7.0,7.0
37017,9.0,11.0
37018,6.0,6.0
37019,4.0,6.0
37020,1.0,10.0
37021,1.0,0.0
37022,4.0,11.0
37023,1.0,3.0
37024,6.0,11.0
37025,3.0,0.0
37026,21.0,14.0
37027,1.0,6.0
37028,1.0,1.0
37029,2.0,3.0
37030,5.0,1.0
37031,3.0,1.0
37032,1.0,0.0
37033,0.0,1.0
37034,7.0,1.0
37035,2.0,2.0
37036,6.0,3.0
37037,15.0,8.0
37038,4.0,4.0
37039,3.0,1.0
37040,6.0,4.0
37041,1.0,0.0
37042,5.0,3.0
37043,6.0,6.0
37044,0.0,4.0
37045,11.0,17.0
37046,0.0,1.0
37047,1.0,2.0
37048,18.0,12.0
37049,1.0,0.0
37050,1.0,0.0
37051,2.0,2.0
37052,1.0,1.0
37053,1.0,2.0
37054,4.0,4.0
37055,4.0,5.0
37056,0.0,0.0
37057,2.0,0.0
37058,2.0,1.0
37059,1.0,3.0
37060,0.0,0.0
37061,5.0,8.0
37062,5.0,13.0
37063,2.0,0.0
37064,4.0,5.0
37065,2.0,1.0
37066,4.0,3.0
37067,0.0,0.0
37068,2.0,1.0
37069,1.0,6.0
37070,0.0,1.0
37071,0.0,1.0
37072,1.0,1.0
37073,0.0,0.0
37074,0.0,0.0
37075,1.0,0.0
37076,2.0,6.0
37077,0.0,2.0
37078,2.0,5.0
37079,1.0,3.0
37080,2.0,0.0
37081,0.0,0.0
37082,0.0,2.0
37083,2.0,1.0
37084,0.0,1.0
37085,4.0,1.0
37086,1.0,0.0
37087,1.0,3.0
37088,3.0,1.0
37089,2.0,1.0
37090,0.0,2.0
37091,1.0,1.0
37092,2.0,1.0
37093,2.0,2.0
37094,1.0,2.0
37095,9.0,8.0
37096,5.0,6.0
37097,8.0,12.0
37098,0.0,1.0
37099,0.0,2.0
37100,1.0,2.0
37101,0.0,1.0
37102,0.0,0.0
37103,1.0,1.0
37104,1.0,3.0
37105,7.0,4.0
37106,2.0,2.0
37107,3.0,4.0
37108,0.0,3.0
37109,2.0,0.0
37110,1.0,2.0
37111,1.0,2.0
37112,2.0,0.0
37113,1.0,0.0
37114,0.0,2.0
37115,1.0,2.0
37116,0.0,1.0
37117,0.0,0.0
37118,4.0,2.0
37119,1.0,2.0
37120,1.0,2.0
37121,1.0,1.0
37122,5.0,7.0
37123,1.0,1.0
37124,6.0,2.0
37125,15.0,3.0
37126,7.0,2.0
37127,2.0,3.0
37128,3.0,1.0
37129,0.0,4.0
37130,3.0,1.0
37131,0.0,1.0
37132,6.0,5.0
37133,0.0,1.0
37134,2.0,2.0
37135,1.0,1.0
37136,2.0,0.0
37137,0.0,1.0
37138,3.0,2.0
37139,8.0,3.0
37140,0.0,0.0
37141,3.0,1.0
37142,0.0,2.0
37143,5.0,3.0
37144,1.0,3.0
37145,3.0,2.0
37146,0.0,1.0
37147,1.0,0.0
37148,1.0,5.0
37149,0.0,2.0
37150,0.0,0.0
37151,2.0,1.0
37152,0.0,0.0
37153,2.0,1.0
37154,2.0,0.0
37155,0.0,2.0
37156,0.0,2.0
37157,1.0,1.0
37158,2.0,1.0
37159,0.0,0.0
37160,2.0,2.0
37161,0.0,0.0
37162,2.0,0.0
37163,0.0,3.0
37164,4.0,0.0
37165,2.0,0.0
37166,1.0,1.0
37167,3.0,2.0
37168,1.0,1.0
37169,3.0,1.0
37170,1.0,1.0
37171,11.0,0.0
37172,1.0,2.0
37173,0.0,1.0
37174,4.0,2.0
37175,3.0,1.0
37176,9.0,4.0
37177,2.0,6.0
37178,1.0,2.0
37179,3.0,5.0
37180,4.0,0.0
37181,3.0,2.0
37182,1.0,1.0
37183,0.0,1.0
37184,1.0,3.0
37185,1.0,1.0
37186,3.0,2.0
37187,0.0,0.0
37188,1.0,2.0
37189,0.0,4.0
37190,2.0,1.0
37191,0.0,3.0
37192,5.0,6.0
37193,1.0,0.0
37194,0.0,1.0
37195,0.0,1.0
37196,5.0,2.0
37197,0.0,0.0
37198,2.0,1.0
37199,3.0,2.0
37200,0.0,4.0
37201,2.0,6.0
37202,0.0,0.0
37203,1.0,0.0
37204,2.0,1.0
37205,2.0,4.0
37206,0.0,0.0
37207,0.0,5.0
37208,1.0,1.0
37209,3.0,3.0
37210,0.0,1.0
37211,1.0,0.0
37212,0.0,3.0
37213,1.0,0.0
37214,2.0,1.0
37215,1.0,5.0
37216,0.0,1.0
37217,0.0,0.0
37218,3.0,3.0
37219,6.0,0.0
37220,5.0,7.0
37221,2.0,2.0
37222,1.0,0.0
37223,1.0,2.0
37224,4.0,0.0
37225,2.0,1.0
37226,3.0,2.0
37227,0.0,1.0
37228,1.0,0.0
37229,0.0,0.0
37230,2.0,2.0
37231,1.0,0.0
37232,1.0,0.0
37233,0.0,0.0
37234,0.0,0.0
37235,1.0,0.0
37236,1.0,0.0
37237,0.0,0.0
37238,0.0,1.0
37239,0.0,0.0
37240,2.0,1.0
37241,1.0,6.0
37242,2.0,0.0
37243,0.0,2.0
37244,0.0,2.0
37245,2.0,2.0
37246,1.0,4.0
37247,1.0,1.0
37248,4.0,4.0
37249,1.0,1.0
37250,0.0,3.0
37251,0.0,1.0
37252,0.0,1.0
37253,1.0,0.0
37254,1.0,2.0
37255,0.0,0.0
37256,0.0,4.0
37257,1.0,3.0
37258,0.0,0.0
37259,0.0,1.0
37260,4.0,1.0
37261,2.0,0.0
37262,3.0,0.0
37263,1.0,1.0
37264,1.0,2.0
37265,4.0,1.0
37266,1.0,8.0
37267,3.0,1.0
37268,3.0,1.0
37269,3.0,5.0
37270,5.0,1.0
37271,1.0,1.0
37272,0.0,2.0
37273,2.0,1.0
37274,1.0,0.0
37275,1.0,4.0
37276,2.0,1.0
37277,6.0,2.0
37278,5.0,6.0
37279,0.0,0.0
37280,0.0,0.0
37281,0.0,1.0
37282,2.0,1.0
37283,1.0,1.0
37284,2.0,1.0
37285,4.0,2.0
37286,2.0,1.0
37287,0.0,1.0
37288,1.0,0.0
37289,3.0,1.0
37290,2.0,1.0
37291,1.0,0.0
37292,1.0,3.0
37293,0.0,0.0
37294,7.0,10.0
37295,3.0,2.0
37296,1.0,1.0
37297,1.0,3.0
37298,2.0,2.0
37299,2.0,3.0
37300,6.0,6.0
37301,0.0,2.0
37302,1.0,1.0
37303,2.0,0.0
37304,1.0,1.0
37305,0.0,0.0
37306,1.0,1.0
37307,0.0,2.0
37308,0.0,1.0
37309,0.0,3.0
37310,2.0,0.0
37311,0.0,3.0
37312,1.0,0.0
37313,0.0,1.0
37314,2.0,0.0
37315,3.0,0.0
37316,0.0,1.0
37317,1.0,1.0
37318,1.0,0.0
37319,0.0,0.0
37320,0.0,0.0
37321,0.0,2.0
37322,2.0,4.0
37323,8.0,4.0
37324,2.0,1.0
37325,0.0,2.0
37326,1.0,0.0
37327,1.0,0.0
37328,0.0,3.0
37329,1.0,2.0
37330,1.0,1.0
37331,3.0,1.0
37332,3.0,0.0
37333,1.0,0.0
37334,1.0,2.0
37335,3.0,2.0
37336,3.0,2.0
37337,2.0,0.0
37338,1.0,2.0
37339,0.0,0.0
37340,1.0,0.0
37341,2.0,2.0
37342,1.0,0.0
37343,1.0,2.0
37344,1.0,0.0
37345,3.0,1.0
37346,2.0,1.0
37347,0.0,1.0
37348,3.0,0.0
37349,4.0,3.0
37350,0.0,1.0
37351,1.0,0.0
37352,0.0,1.0
37353,4.0,1.0
37354,1.0,1.0
37355,2.0,3.0
37356,1.0,1.0
37357,1.0,0.0
37358,0.0,1.0
37359,2.0,2.0
37360,0.0,2.0
37361,0.0,0.0
37362,1.0,0.0
37363,3.0,0.0
37364,0.0,2.0
37365,0.0,4.0
37366,2.0,1.0
37367,6.0,14.0
37368,4.0,4.0
37369,5.0,5.0
37370,7.0,5.0
37371,2.0,2.0
37372,2.0,2.0
37373,7.0,8.0
37374,9.0,28.0
37375,2.0,1.0
37376,12.0,19.0
37377,14.0,23.0
37378,1.0,5.0
37379,14.0,34.0
37380,4.0,2.0
37381,1.0,1.0
37382,5.0,0.0
37383,18.0,22.0
37384,28.0,46.0
37385,11.0,12.0
37386,0.0,2.0
37387,9.0,9.0
37388,0.0,2.0
37389,1.0,0.0
37390,1.0,0.0
37391,2.0,3.0
37392,2.0,16.0
37393,7.0,5.0
37394,16.0,27.0
37395,5.0,3.0
37396,0.0,2.0
37397,5.0,3.0
37398,2.0,7.0
37399,6.0,8.0
37400,13.0,9.0
37401,3.0,6.0
37402,2.0,1.0
37403,10.0,7.0
37404,2.0,0.0
37405,1.0,4.0
37406,6.0,15.0
37407,13.0,19.0
37408,1.0,4.0
37409,4.0,5.0
37410,5.0,5.0
37411,2.0,4.0
37412,3.0,8.0
37413,1.0,1.0
37414,3.0,0.0
37415,1.0,2.0
37416,2.0,6.0
37417,7.0,11.0
37418,7.0,11.0
37419,8.0,5.0
37420,15.0,17.0
37421,1.0,2.0
37422,3.0,5.0
37423,7.0,13.0
37424,5.0,8.0
37425,0.0,3.0
37426,6.0,6.0
37427,1.0,2.0
37428,0.0,1.0
37429,1.0,3.0
37430,0.0,4.0
37431,5.0,19.0
37432,26.0,39.0
37433,5.0,4.0
37434,17.0,18.0
37435,3.0,2.0
37436,8.0,11.0
37437,12.0,15.0
37438,2.0,7.0
37439,7.0,1.0
37440,37.0,43.0
37441,13.0,13.0
37442,9.0,11.0
37443,26.0,34.0
37444,1.0,6.0
37445,2.0,2.0
37446,26.0,37.0
37447,5.0,5.0
37448,4.0,1.0
37449,14.0,11.0
37450,2.0,13.0
37451,0.0,2.0
37452,34.0,55.0
37453,18.0,19.0
37454,3.0,1.0
37455,4.0,7.0
37456,4.0,11.0
37457,0.0,1.0
37458,45.0,30.0
37459,9.0,14.0
37460,22.0,31.0
37461,1.0,3.0
37462,4.0,8.0
37463,5.0,8.0
37464,2.0,0.0
37465,0.0,3.0
37466,2.0,3.0
37467,36.0,42.0
37468,1.0,5.0
37469,5.0,6.0
37470,6.0,6.0
37471,6.0,18.0
37472,16.0,7.0
37473,4.0,1.0
37474,7.0,7.0
37475,5.0,14.0
37476,0.0,0.0
37477,2.0,2.0
37478,8.0,7.0
37479,6.0,12.0
37480,2.0,10.0
37481,2.0,1.0
37482,1.0,1.0
37483,14.0,10.0
37484,0.0,0.0
37485,3.0,7.0
37486,1.0,1.0
37487,0.0,3.0
37488,3.0,2.0
37489,0.0,0.0
37490,4.0,7.0
37491,0.0,2.0
37492,0.0,2.0
37493,0.0,3.0
37494,2.0,1.0
37495,18.0,38.0
37496,16.0,4.0
37497,2.0,3.0
37498,7.0,8.0
37499,7.0,9.0
37500,1.0,2.0
37501,5.0,4.0
37502,17.0,23.0
37503,9.0,9.0
37504,7.0,14.0
37505,47.0,32.0
37506,16.0,20.0
37507,4.0,5.0
37508,16.0,2.0
37509,0.0,3.0
37510,24.0,32.0
37511,3.0,10.0
37512,29.0,45.0
37513,7.0,26.0
37514,0.0,1.0
37515,14.0,4.0
37516,17.0,7.0
37517,1.0,7.0
37518,4.0,3.0
37519,1.0,1.0
37520,23.0,34.0
37521,0.0,10.0
37522,1.0,0.0
37523,7.0,17.0
37524,27.0,9.0
37525,2.0,0.0
37526,5.0,6.0
37527,20.0,26.0
37528,17.0,10.0
37529,5.0,5.0
37530,3.0,5.0
37531,10.0,13.0
37532,4.0,9.0
37533,4.0,4.0
37534,2.0,6.0
37535,25.0,11.0
37536,1.0,1.0
37537,1.0,2.0
37538,9.0,25.0
37539,8.0,22.0
37540,6.0,20.0
37541,0.0,1.0
37542,3.0,6.0
37543,7.0,6.0
37544,2.0,4.0
37545,4.0,6.0
37546,0.0,0.0
37547,0.0,6.0
37548,1.0,1.0
37549,0.0,1.0
37550,8.0,7.0
37551,2.0,0.0
37552,2.0,6.0
37553,4.0,5.0
37554,1.0,14.0
37555,3.0,0.0
37556,0.0,0.0
37557,1.0,1.0
37558,1.0,3.0
37559,1.0,2.0
37560,1.0,2.0
37561,2.0,5.0
37562,33.0,14.0
37563,1.0,2.0
37564,16.0,23.0
37565,48.0,38.0
37566,3.0,2.0
37567,10.0,10.0
37568,1.0,6.0
37569,0.0,1.0
37570,21.0,27.0
37571,10.0,11.0
37572,3.0,12.0
37573,8.0,18.0
37574,9.0,15.0
37575,16.0,8.0
37576,20.0,24.0
37577,11.0,9.0
37578,11.0,3.0
37579,3.0,10.0
37580,10.0,3.0
37581,7.0,6.0
37582,9.0,3.0
37583,26.0,27.0
37584,0.0,1.0
37585,0.0,5.0
37586,3.0,2.0
37587,16.0,10.0
37588,0.0,15.0
37589,3.0,3.0
37590,3.0,2.0
37591,0.0,3.0
37592,3.0,1.0
37593,6.0,5.0
37594,2.0,3.0
37595,0.0,3.0
37596,0.0,2.0
37597,15.0,14.0
37598,0.0,3.0
37599,5.0,5.0
37600,14.0,6.0
37601,8.0,6.0
37602,1.0,5.0
37603,4.0,2.0
37604,0.0,4.0
37605,0.0,1.0
37606,0.0,3.0
37607,1.0,0.0
37608,1.0,5.0
37609,1.0,1.0
37610,5.0,0.0
37611,2.0,5.0
37612,1.0,0.0
37613,0.0,0.0
37614,0.0,0.0
37615,1.0,3.0
37616,1.0,2.0
37617,0.0,2.0
37618,2.0,1.0
37619,0.0,1.0
37620,1.0,1.0
37621,1.0,2.0
37622,0.0,0.0
37623,1.0,0.0
37624,1.0,0.0
37625,2.0,8.0
37626,7.0,4.0
37627,1.0,4.0
37628,1.0,1.0
37629,40.0,64.0
37630,43.0,46.0
37631,26.0,10.0
37632,4.0,6.0
37633,0.0,1.0
37634,50.0,33.0
37635,0.0,4.0
37636,18.0,21.0
37637,1.0,6.0
37638,0.0,3.0
37639,6.0,2.0
37640,7.0,17.0
37641,0.0,2.0
37642,27.0,18.0
37643,18.0,37.0
37644,5.0,5.0
37645,18.0,15.0
37646,30.0,26.0
37647,1.0,2.0
37648,3.0,3.0
37649,1.0,0.0
37650,9.0,14.0
37651,0.0,2.0
37652,5.0,6.0
37653,13.0,14.0
37654,5.0,7.0
37655,14.0,8.0
37656,3.0,6.0
37657,0.0,2.0
37658,0.0,1.0
37659,1.0,0.0
37660,0.0,4.0
37661,1.0,0.0
37662,3.0,5.0
37663,2.0,1.0
37664,4.0,3.0
37665,0.0,2.0
37666,1.0,0.0
37667,0.0,1.0
37668,0.0,3.0
37669,0.0,3.0
37670,2.0,1.0
37671,0.0,2.0
37672,3.0,1.0
37673,0.0,1.0
37674,0.0,3.0
37675,0.0,1.0
37676,1.0,1.0
37677,0.0,0.0
37678,1.0,3.0
37679,2.0,0.0
37680,0.0,2.0
37681,2.0,2.0
37682,14.0,19.0
37683,1.0,2.0
37684,43.0,36.0
37685,2.0,0.0
37686,2.0,3.0
37687,2.0,0.0
37688,4.0,3.0
37689,1.0,2.0
37690,0.0,3.0
37691,3.0,1.0
37692,6.0,25.0
37693,0.0,1.0
37694,3.0,1.0
37695,8.0,5.0
37696,0.0,4.0
37697,2.0,4.0
37698,8.0,18.0
37699,0.0,1.0
37700,10.0,8.0
37701,2.0,2.0
37702,13.0,17.0
37703,3.0,3.0
37704,10.0,17.0
37705,8.0,9.0
37706,13.0,25.0
37707,4.0,3.0
37708,19.0,21.0
37709,5.0,17.0
37710,2.0,3.0
37711,2.0,2.0
37712,0.0,1.0
37713,19.0,33.0
37714,2.0,0.0
37715,4.0,9.0
37716,12.0,10.0
37717,2.0,16.0
37718,1.0,1.0
37719,5.0,8.0
37720,0.0,6.0
37721,1.0,1.0
37722,1.0,2.0
37723,1.0,3.0
37724,0.0,3.0
37725,5.0,6.0
37726,5.0,4.0
37727,4.0,4.0
37728,30.0,21.0
37729,5.0,8.0
37730,0.0,0.0
37731,21.0,25.0
37732,2.0,1.0
37733,2.0,0.0
37734,2.0,6.0
37735,0.0,2.0
37736,2.0,2.0
37737,0.0,0.0
37738,10.0,6.0
37739,10.0,7.0
37740,1.0,1.0
37741,49.0,46.0
37742,2.0,2.0
37743,13.0,19.0
37744,21.0,16.0
37745,41.0,50.0
37746,1.0,0.0
37747,2.0,1.0
37748,5.0,17.0
37749,6.0,8.0
37750,6.0,4.0
37751,11.0,9.0
37752,2.0,0.0
37753,13.0,26.0
37754,1.0,3.0
37755,11.0,15.0
37756,19.0,24.0
37757,2.0,3.0
37758,3.0,5.0
37759,0.0,2.0
37760,1.0,1.0
37761,0.0,2.0
37762,14.0,20.0
37763,1.0,1.0
37764,51.0,45.0
37765,21.0,13.0
37766,3.0,3.0
37767,2.0,13.0
37768,7.0,16.0
37769,8.0,3.0
37770,0.0,2.0
37771,0.0,0.0
37772,2.0,2.0
37773,4.0,1.0
37774,11.0,8.0
37775,1.0,7.0
37776,17.0,16.0
37777,0.0,3.0
37778,2.0,3.0
37779,1.0,6.0
37780,3.0,8.0
37781,15.0,21.0
37782,6.0,5.0
37783,1.0,0.0
37784,3.0,2.0
37785,1.0,2.0
37786,1.0,1.0
37787,0.0,3.0
37788,4.0,12.0
37789,8.0,9.0
37790,0.0,2.0
37791,10.0,19.0
37792,1.0,2.0
37793,0.0,4.0
37794,1.0,1.0
37795,1.0,0.0
37796,2.0,3.0
37797,1.0,2.0
37798,1.0,0.0
37799,2.0,3.0
37800,2.0,0.0
37801,14.0,8.0
37802,6.0,5.0
37803,0.0,2.0
37804,9.0,5.0
37805,2.0,1.0
37806,4.0,0.0
37807,4.0,4.0
37808,4.0,4.0
37809,15.0,8.0
37810,7.0,4.0
37811,4.0,1.0
37812,3.0,6.0
37813,8.0,9.0
37814,5.0,14.0
37815,5.0,2.0
37816,4.0,8.0
37817,5.0,1.0
37818,5.0,5.0
37819,33.0,43.0
37820,41.0,51.0
37821,4.0,5.0
37822,1.0,0.0
37823,7.0,5.0
37824,0.0,1.0
37825,13.0,15.0
37826,29.0,21.0
37827,10.0,19.0
37828,6.0,8.0
37829,1.0,8.0
37830,1.0,2.0
37831,0.0,0.0
37832,2.0,1.0
37833,8.0,12.0
37834,7.0,18.0
37835,4.0,6.0
37836,1.0,0.0
37837,5.0,11.0
37838,4.0,21.0
37839,2.0,0.0
37840,20.0,18.0
37841,4.0,3.0
37842,0.0,1.0
37843,5.0,6.0
37844,6.0,15.0
37845,1.0,0.0
37846,13.0,12.0
37847,0.0,2.0
37848,1.0,3.0
37849,2.0,4.0
37850,6.0,6.0
37851,0.0,1.0
37852,8.0,9.0
37853,1.0,4.0
37854,1.0,7.0
37855,9.0,26.0
37856,7.0,11.0
37857,0.0,1.0
37858,1.0,8.0
37859,1.0,1.0
37860,0.0,1.0
37861,6.0,12.0
37862,3.0,2.0
37863,6.0,8.0
37864,1.0,1.0
37865,13.0,29.0
37866,2.0,0.0
37867,2.0,0.0
37868,0.0,1.0
37869,1.0,4.0
37870,1.0,3.0
37871,1.0,1.0
37872,1.0,1.0
37873,1.0,1.0
37874,0.0,0.0
37875,1.0,1.0
37876,0.0,1.0
37877,0.0,0.0
37878,1.0,0.0
37879,0.0,1.0
37880,0.0,2.0
37881,1.0,2.0
37882,3.0,4.0
37883,3.0,0.0
37884,1.0,1.0
37885,3.0,0.0
37886,14.0,18.0
37887,16.0,26.0
37888,10.0,8.0
37889,1.0,1.0
37890,2.0,3.0
37891,42.0,29.0
37892,2.0,0.0
37893,3.0,4.0
37894,33.0,50.0
37895,12.0,15.0
37896,0.0,2.0
37897,1.0,4.0
37898,9.0,16.0
37899,12.0,22.0
37900,21.0,29.0
37901,17.0,34.0
37902,0.0,0.0
