ID,foulGiven,foulCommitted
14225,4.0,4.0
14226,2.0,0.0
14227,0.0,4.0
14228,10.0,14.0
14229,10.0,5.0
14230,0.0,1.0
14231,1.0,5.0
14232,10.0,2.0
14233,15.0,17.0
14234,3.0,0.0
14235,1.0,3.0
14236,11.0,13.0
14237,10.0,2.0
14238,0.0,1.0
14239,4.0,3.0
14240,3.0,4.0
14241,6.0,9.0
14242,2.0,0.0
14243,11.0,6.0
14244,2.0,1.0
14245,0.0,3.0
14246,5.0,8.0
14247,3.0,2.0
14248,1.0,2.0
14249,4.0,1.0
14250,4.0,4.0
14251,3.0,7.0
14252,3.0,3.0
14253,1.0,2.0
14254,2.0,3.0
14255,16.0,13.0
14256,1.0,0.0
14257,4.0,2.0
14258,1.0,1.0
14259,5.0,4.0
14260,0.0,0.0
14261,12.0,5.0
14262,13.0,3.0
14263,11.0,10.0
14264,1.0,2.0
14265,12.0,6.0
14266,0.0,1.0
14267,10.0,2.0
14268,5.0,9.0
14269,8.0,7.0
14270,2.0,0.0
14271,1.0,2.0
14272,7.0,7.0
14273,4.0,5.0
14274,1.0,1.0
14275,1.0,3.0
14276,2.0,2.0
14277,2.0,0.0
14278,2.0,4.0
14279,1.0,0.0
14280,0.0,1.0
14281,0.0,0.0
14282,2.0,1.0
14283,2.0,3.0
14284,1.0,0.0
14285,1.0,0.0
14286,2.0,2.0
14287,1.0,2.0
14288,0.0,0.0
14289,1.0,0.0
14290,1.0,0.0
14291,2.0,2.0
14292,2.0,2.0
14293,1.0,2.0
14294,0.0,0.0
14295,0.0,0.0
14296,0.0,2.0
14297,0.0,1.0
14298,2.0,1.0
14299,0.0,1.0
14300,1.0,2.0
14301,2.0,1.0
14302,3.0,7.0
14303,2.0,1.0
14304,1.0,2.0
14305,5.0,0.0
14306,0.0,2.0
14307,3.0,1.0
14308,1.0,1.0
14309,6.0,4.0
14310,3.0,1.0
14311,2.0,1.0
14312,0.0,2.0
14313,0.0,1.0
14314,14.0,6.0
14315,4.0,2.0
14316,18.0,14.0
14317,7.0,8.0
14318,3.0,6.0
14319,6.0,3.0
14320,1.0,3.0
14321,1.0,0.0
14322,0.0,0.0
14323,37.0,26.0
14324,51.0,19.0
14325,1.0,3.0
14326,1.0,3.0
14327,3.0,0.0
14328,6.0,6.0
14329,0.0,0.0
14330,3.0,3.0
14331,5.0,5.0
14332,1.0,6.0
14333,17.0,9.0
14334,2.0,1.0
14335,10.0,14.0
14336,1.0,0.0
14337,1.0,0.0
14338,0.0,2.0
14339,1.0,0.0
14340,8.0,5.0
14341,2.0,0.0
14342,8.0,11.0
14343,60.0,49.0
14344,1.0,1.0
14345,12.0,6.0
14346,2.0,0.0
14347,5.0,6.0
14348,6.0,14.0
14349,7.0,9.0
14350,6.0,4.0
14351,2.0,2.0
14352,6.0,2.0
14353,2.0,2.0
14354,0.0,6.0
14355,8.0,7.0
14356,2.0,2.0
14357,6.0,10.0
14358,9.0,11.0
14359,14.0,27.0
14360,3.0,1.0
14361,7.0,3.0
14362,76.0,40.0
14363,6.0,10.0
14364,12.0,32.0
14365,1.0,1.0
14366,5.0,0.0
14367,3.0,1.0
14368,29.0,12.0
14369,1.0,2.0
14370,24.0,29.0
14371,8.0,7.0
14372,4.0,2.0
14373,2.0,2.0
14374,7.0,5.0
14375,13.0,19.0
14376,9.0,9.0
14377,12.0,37.0
14378,20.0,7.0
14379,4.0,0.0
14380,8.0,7.0
14381,0.0,0.0
14382,8.0,10.0
14383,2.0,9.0
14384,0.0,1.0
14385,2.0,2.0
14386,1.0,1.0
14387,18.0,7.0
14388,15.0,10.0
14389,3.0,1.0
14390,2.0,5.0
14391,2.0,0.0
14392,0.0,1.0
14393,2.0,1.0
14394,19.0,7.0
14395,4.0,2.0
14396,11.0,13.0
14397,3.0,5.0
14398,0.0,1.0
14399,2.0,3.0
14400,10.0,9.0
14401,5.0,2.0
14402,3.0,0.0
14403,0.0,2.0
14404,4.0,1.0
14405,0.0,0.0
14406,6.0,4.0
14407,2.0,2.0
14408,2.0,11.0
14409,2.0,1.0
14410,6.0,3.0
14411,5.0,0.0
14412,1.0,3.0
14413,2.0,7.0
14414,2.0,1.0
14415,0.0,5.0
14416,1.0,1.0
14417,4.0,4.0
14418,4.0,3.0
14419,4.0,8.0
14420,1.0,0.0
14421,0.0,0.0
14422,5.0,4.0
14423,3.0,3.0
14424,3.0,2.0
14425,1.0,2.0
14426,3.0,2.0
14427,0.0,2.0
14428,0.0,1.0
14429,0.0,1.0
14430,1.0,1.0
14431,3.0,2.0
14432,14.0,10.0
14433,4.0,1.0
14434,6.0,2.0
14435,6.0,6.0
14436,2.0,0.0
14437,5.0,1.0
14438,2.0,0.0
14439,1.0,2.0
14440,1.0,3.0
14441,3.0,5.0
14442,0.0,1.0
14443,1.0,1.0
14444,4.0,0.0
14445,0.0,0.0
14446,0.0,0.0
14447,1.0,3.0
14448,1.0,0.0
14449,0.0,0.0
14450,0.0,0.0
14451,1.0,1.0
14452,1.0,3.0
14453,2.0,1.0
14454,5.0,4.0
14455,2.0,2.0
14456,3.0,0.0
14457,2.0,2.0
14458,3.0,1.0
14459,2.0,1.0
14460,6.0,6.0
14461,6.0,4.0
14462,0.0,0.0
14463,72.0,33.0
14464,7.0,4.0
14465,0.0,2.0
14466,1.0,0.0
14467,4.0,3.0
14468,5.0,1.0
14469,6.0,0.0
14470,2.0,1.0
14471,35.0,7.0
14472,1.0,2.0
14473,2.0,1.0
14474,1.0,0.0
14475,12.0,5.0
14476,7.0,4.0
14477,2.0,1.0
14478,5.0,15.0
14479,1.0,2.0
14480,10.0,4.0
14481,4.0,10.0
14482,34.0,24.0
14483,3.0,5.0
14484,5.0,2.0
14485,12.0,12.0
14486,13.0,25.0
14487,0.0,1.0
14488,8.0,1.0
14489,3.0,10.0
14490,9.0,18.0
14491,22.0,19.0
14492,3.0,3.0
14493,23.0,11.0
14494,49.0,37.0
14495,3.0,2.0
14496,9.0,3.0
14497,9.0,6.0
14498,23.0,11.0
14499,1.0,1.0
14500,3.0,9.0
14501,0.0,1.0
14502,38.0,28.0
14503,3.0,5.0
14504,5.0,3.0
14505,28.0,30.0
14506,24.0,21.0
14507,13.0,8.0
14508,11.0,7.0
14509,16.0,4.0
14510,3.0,5.0
14511,1.0,2.0
14512,4.0,6.0
14513,7.0,3.0
14514,6.0,1.0
14515,7.0,3.0
14516,14.0,15.0
14517,9.0,5.0
14518,29.0,31.0
14519,9.0,3.0
14520,6.0,23.0
14521,5.0,5.0
14522,11.0,11.0
14523,7.0,8.0
14524,2.0,1.0
14525,2.0,3.0
14526,13.0,9.0
14527,17.0,5.0
14528,11.0,4.0
14529,1.0,2.0
14530,2.0,4.0
14531,3.0,0.0
14532,4.0,2.0
14533,2.0,1.0
14534,10.0,20.0
14535,8.0,8.0
14536,0.0,4.0
14537,3.0,1.0
14538,8.0,14.0
14539,12.0,7.0
14540,16.0,12.0
14541,5.0,16.0
14542,4.0,3.0
14543,17.0,1.0
14544,2.0,6.0
14545,7.0,12.0
14546,1.0,0.0
14547,1.0,0.0
14548,1.0,3.0
14549,0.0,2.0
14550,6.0,8.0
14551,0.0,3.0
14552,2.0,3.0
14553,27.0,15.0
14554,3.0,1.0
14555,3.0,3.0
14556,3.0,2.0
14557,15.0,11.0
14558,2.0,1.0
14559,0.0,0.0
14560,1.0,0.0
14561,4.0,1.0
14562,0.0,1.0
14563,3.0,1.0
14564,2.0,0.0
14565,0.0,1.0
14566,2.0,2.0
14567,4.0,2.0
14568,3.0,1.0
14569,0.0,0.0
14570,4.0,3.0
14571,3.0,3.0
14572,0.0,1.0
14573,1.0,3.0
14574,1.0,2.0
14575,7.0,5.0
14576,1.0,1.0
14577,3.0,0.0
14578,5.0,1.0
14579,2.0,3.0
14580,3.0,1.0
14581,0.0,0.0
14582,1.0,0.0
14583,0.0,2.0
14584,0.0,2.0
14585,1.0,3.0
14586,2.0,2.0
14587,1.0,0.0
14588,4.0,0.0
14589,0.0,0.0
14590,0.0,1.0
14591,5.0,8.0
14592,5.0,5.0
14593,0.0,1.0
14594,1.0,2.0
14595,2.0,1.0
14596,2.0,1.0
14597,3.0,8.0
14598,0.0,1.0
14599,1.0,1.0
14600,1.0,0.0
14601,1.0,2.0
14602,0.0,1.0
14603,1.0,1.0
14604,7.0,1.0
14605,7.0,2.0
14606,6.0,0.0
14607,2.0,2.0
14608,10.0,4.0
14609,8.0,8.0
14610,8.0,5.0
14611,1.0,0.0
14612,2.0,0.0
14613,3.0,3.0
14614,6.0,7.0
14615,1.0,2.0
14616,10.0,12.0
14617,2.0,5.0
14618,2.0,4.0
14619,0.0,0.0
14620,25.0,33.0
14621,11.0,16.0
14622,3.0,1.0
14623,0.0,4.0
14624,2.0,2.0
14625,0.0,1.0
14626,4.0,6.0
14627,2.0,0.0
14628,6.0,4.0
14629,12.0,9.0
14630,7.0,6.0
14631,1.0,1.0
14632,0.0,0.0
14633,26.0,7.0
14634,12.0,12.0
14635,2.0,1.0
14636,3.0,1.0
14637,0.0,0.0
14638,1.0,0.0
14639,3.0,0.0
14640,24.0,42.0
14641,2.0,4.0
14642,0.0,3.0
14643,3.0,8.0
14644,6.0,1.0
14645,3.0,1.0
14646,1.0,1.0
14647,0.0,4.0
14648,3.0,1.0
14649,2.0,3.0
14650,2.0,2.0
14651,2.0,1.0
14652,1.0,1.0
14653,8.0,3.0
14654,3.0,1.0
14655,0.0,5.0
14656,4.0,7.0
14657,0.0,1.0
14658,1.0,2.0
14659,1.0,3.0
14660,4.0,1.0
14661,7.0,2.0
14662,2.0,1.0
14663,1.0,1.0
14664,0.0,0.0
14665,0.0,0.0
14666,0.0,0.0
14667,0.0,1.0
14668,1.0,4.0
14669,2.0,0.0
14670,1.0,2.0
14671,2.0,0.0
14672,4.0,3.0
14673,0.0,3.0
14674,8.0,3.0
14675,12.0,2.0
14676,28.0,5.0
14677,2.0,2.0
14678,0.0,0.0
14679,1.0,1.0
14680,4.0,6.0
14681,1.0,0.0
14682,1.0,0.0
14683,24.0,15.0
14684,1.0,1.0
14685,12.0,5.0
14686,37.0,28.0
14687,5.0,2.0
14688,27.0,45.0
14689,9.0,4.0
14690,9.0,6.0
14691,14.0,12.0
14692,9.0,13.0
14693,3.0,1.0
14694,10.0,8.0
14695,24.0,12.0
14696,3.0,2.0
14697,15.0,13.0
14698,12.0,13.0
14699,0.0,0.0
14700,3.0,6.0
14701,3.0,1.0
14702,1.0,2.0
14703,8.0,5.0
14704,10.0,9.0
14705,4.0,11.0
14706,2.0,2.0
14707,9.0,6.0
14708,14.0,12.0
14709,4.0,3.0
14710,6.0,5.0
14711,5.0,2.0
14712,0.0,0.0
14713,16.0,11.0
14714,4.0,5.0
14715,12.0,18.0
14716,4.0,5.0
14717,30.0,23.0
14718,17.0,10.0
14719,2.0,1.0
14720,3.0,2.0
14721,3.0,6.0
14722,31.0,12.0
14723,12.0,5.0
14724,0.0,0.0
14725,13.0,8.0
14726,4.0,6.0
14727,1.0,2.0
14728,5.0,2.0
14729,3.0,13.0
14730,6.0,13.0
14731,9.0,10.0
14732,2.0,1.0
14733,22.0,29.0
14734,24.0,16.0
14735,0.0,2.0
14736,7.0,3.0
14737,0.0,2.0
14738,2.0,7.0
14739,3.0,1.0
14740,1.0,0.0
14741,3.0,3.0
14742,2.0,1.0
14743,1.0,1.0
14744,6.0,5.0
14745,4.0,5.0
14746,0.0,2.0
14747,0.0,3.0
14748,2.0,4.0
14749,5.0,5.0
14750,1.0,0.0
14751,2.0,1.0
14752,1.0,4.0
14753,2.0,9.0
14754,1.0,2.0
14755,5.0,1.0
14756,2.0,1.0
14757,0.0,0.0
14758,0.0,3.0
14759,2.0,5.0
14760,1.0,0.0
14761,3.0,1.0
14762,1.0,1.0
14763,1.0,1.0
14764,0.0,1.0
14765,2.0,2.0
14766,11.0,6.0
14767,1.0,4.0
14768,0.0,1.0
14769,3.0,2.0
14770,0.0,3.0
14771,2.0,10.0
14772,1.0,1.0
14773,1.0,4.0
14774,0.0,2.0
14775,0.0,1.0
14776,1.0,0.0
14777,1.0,0.0
14778,2.0,2.0
14779,2.0,2.0
14780,1.0,1.0
14781,2.0,1.0
14782,1.0,1.0
14783,0.0,0.0
14784,1.0,1.0
14785,3.0,9.0
14786,0.0,0.0
14787,0.0,0.0
14788,1.0,1.0
14789,1.0,1.0
14790,0.0,0.0
14791,1.0,5.0
14792,2.0,2.0
14793,9.0,12.0
14794,2.0,2.0
14795,1.0,1.0
14796,11.0,10.0
14797,14.0,3.0
14798,38.0,35.0
14799,3.0,2.0
14800,44.0,13.0
14801,26.0,20.0
14802,5.0,3.0
14803,1.0,1.0
14804,4.0,4.0
14805,2.0,2.0
14806,6.0,2.0
14807,6.0,3.0
14808,8.0,21.0
14809,4.0,2.0
14810,1.0,0.0
14811,5.0,3.0
14812,11.0,4.0
14813,13.0,7.0
14814,53.0,36.0
14815,26.0,25.0
14816,7.0,2.0
14817,9.0,8.0
14818,5.0,4.0
14819,0.0,0.0
14820,31.0,26.0
14821,20.0,8.0
14822,1.0,2.0
14823,7.0,7.0
14824,3.0,5.0
14825,26.0,15.0
14826,16.0,7.0
14827,1.0,8.0
14828,20.0,5.0
14829,3.0,1.0
14830,10.0,4.0
14831,9.0,2.0
14832,7.0,5.0
14833,0.0,1.0
14834,0.0,2.0
14835,5.0,2.0
14836,7.0,10.0
14837,3.0,1.0
14838,21.0,8.0
14839,3.0,3.0
14840,1.0,2.0
14841,0.0,0.0
14842,0.0,1.0
14843,6.0,7.0
14844,5.0,2.0
14845,10.0,13.0
14846,1.0,2.0
14847,2.0,2.0
14848,8.0,11.0
14849,2.0,3.0
14850,0.0,1.0
14851,1.0,2.0
14852,2.0,1.0
14853,4.0,3.0
14854,0.0,1.0
14855,8.0,5.0
14856,9.0,2.0
14857,3.0,6.0
14858,1.0,11.0
14859,2.0,1.0
14860,1.0,1.0
14861,1.0,1.0
14862,5.0,4.0
14863,14.0,4.0
14864,2.0,5.0
14865,6.0,2.0
14866,2.0,2.0
14867,4.0,2.0
14868,7.0,9.0
14869,4.0,2.0
14870,1.0,1.0
14871,1.0,1.0
14872,1.0,1.0
14873,5.0,1.0
14874,0.0,2.0
14875,2.0,0.0
14876,6.0,1.0
14877,1.0,2.0
14878,3.0,6.0
14879,0.0,4.0
14880,0.0,1.0
14881,1.0,2.0
14882,2.0,1.0
14883,4.0,0.0
14884,0.0,1.0
14885,1.0,3.0
14886,0.0,2.0
14887,1.0,0.0
14888,2.0,0.0
14889,3.0,1.0
14890,0.0,0.0
14891,2.0,2.0
14892,0.0,0.0
14893,0.0,0.0
14894,0.0,1.0
14895,3.0,0.0
14896,2.0,0.0
14897,1.0,0.0
14898,1.0,3.0
14899,0.0,0.0
14900,0.0,2.0
14901,0.0,1.0
14902,1.0,0.0
14903,6.0,6.0
14904,12.0,11.0
14905,1.0,2.0
14906,38.0,19.0
14907,2.0,2.0
14908,1.0,1.0
14909,3.0,0.0
14910,0.0,1.0
14911,8.0,2.0
14912,1.0,0.0
14913,2.0,2.0
14914,2.0,2.0
14915,8.0,9.0
14916,1.0,2.0
14917,3.0,1.0
14918,0.0,2.0
14919,7.0,3.0
14920,1.0,3.0
14921,1.0,2.0
14922,1.0,2.0
14923,20.0,23.0
14924,3.0,10.0
14925,1.0,0.0
14926,36.0,11.0
14927,4.0,4.0
14928,3.0,2.0
14929,4.0,1.0
14930,9.0,16.0
14931,17.0,13.0
14932,11.0,13.0
14933,2.0,5.0
14934,3.0,3.0
14935,26.0,14.0
14936,2.0,2.0
14937,18.0,20.0
14938,31.0,20.0
14939,2.0,2.0
14940,15.0,6.0
14941,4.0,1.0
14942,16.0,23.0
14943,7.0,7.0
14944,3.0,4.0
14945,6.0,1.0
14946,0.0,1.0
14947,1.0,6.0
14948,5.0,5.0
14949,1.0,0.0
14950,4.0,1.0
14951,1.0,3.0
14952,6.0,15.0
14953,3.0,3.0
14954,0.0,1.0
14955,0.0,6.0
14956,2.0,1.0
14957,5.0,5.0
14958,8.0,15.0
14959,2.0,1.0
14960,3.0,1.0
14961,16.0,11.0
14962,3.0,3.0
14963,3.0,2.0
14964,4.0,1.0
14965,7.0,2.0
14966,1.0,2.0
14967,3.0,2.0
14968,1.0,1.0
14969,1.0,2.0
14970,2.0,1.0
14971,10.0,15.0
14972,2.0,4.0
14973,1.0,3.0
14974,1.0,3.0
14975,2.0,5.0
14976,0.0,3.0
14977,0.0,1.0
14978,3.0,2.0
14979,24.0,23.0
14980,1.0,1.0
14981,2.0,1.0
14982,1.0,1.0
14983,1.0,1.0
14984,0.0,0.0
14985,0.0,0.0
14986,2.0,1.0
14987,0.0,2.0
14988,2.0,1.0
14989,0.0,1.0
14990,0.0,2.0
14991,0.0,0.0
14992,3.0,0.0
14993,1.0,1.0
14994,1.0,0.0
14995,0.0,1.0
14996,1.0,3.0
14997,5.0,5.0
14998,0.0,2.0
14999,3.0,2.0
15000,1.0,3.0
15001,1.0,2.0
15002,0.0,1.0
15003,0.0,0.0
15004,1.0,1.0
15005,3.0,4.0
15006,0.0,0.0
15007,1.0,0.0
15008,3.0,1.0
15009,1.0,1.0
15010,1.0,2.0
15011,1.0,2.0
15012,1.0,0.0
15013,2.0,3.0
15014,19.0,9.0
15015,2.0,4.0
15016,1.0,0.0
15017,3.0,8.0
15018,5.0,5.0
15019,2.0,1.0
15020,2.0,1.0
15021,5.0,7.0
15022,2.0,2.0
15023,24.0,29.0
15024,1.0,0.0
15025,17.0,18.0
15026,2.0,2.0
15027,53.0,42.0
15028,2.0,10.0
15029,11.0,15.0
15030,2.0,5.0
15031,4.0,9.0
15032,6.0,13.0
15033,0.0,0.0
15034,0.0,1.0
15035,5.0,12.0
15036,0.0,3.0
15037,1.0,3.0
15038,3.0,4.0
15039,24.0,15.0
15040,2.0,4.0
15041,17.0,20.0
15042,0.0,1.0
15043,14.0,7.0
15044,7.0,5.0
15045,11.0,12.0
15046,1.0,1.0
15047,11.0,13.0
15048,6.0,10.0
15049,0.0,2.0
15050,1.0,0.0
15051,3.0,2.0
15052,59.0,36.0
15053,3.0,2.0
15054,2.0,3.0
15055,33.0,20.0
15056,1.0,2.0
15057,2.0,3.0
15058,7.0,4.0
15059,4.0,5.0
15060,3.0,3.0
15061,5.0,2.0
15062,1.0,2.0
15063,0.0,0.0
15064,1.0,2.0
15065,4.0,6.0
15066,9.0,8.0
15067,21.0,25.0
15068,1.0,3.0
15069,4.0,2.0
15070,15.0,7.0
15071,1.0,2.0
15072,4.0,5.0
15073,4.0,11.0
15074,0.0,1.0
15075,23.0,19.0
15076,2.0,2.0
15077,1.0,2.0
15078,13.0,13.0
15079,1.0,0.0
15080,1.0,2.0
15081,1.0,1.0
15082,14.0,15.0
15083,1.0,0.0
15084,2.0,0.0
15085,7.0,6.0
15086,1.0,3.0
15087,0.0,2.0
15088,1.0,1.0
15089,1.0,1.0
15090,2.0,7.0
15091,3.0,4.0
15092,1.0,1.0
15093,11.0,16.0
15094,5.0,3.0
15095,2.0,5.0
15096,6.0,1.0
15097,2.0,0.0
15098,5.0,1.0
15099,2.0,2.0
15100,1.0,3.0
15101,3.0,1.0
15102,2.0,6.0
15103,4.0,1.0
15104,0.0,4.0
15105,2.0,3.0
15106,1.0,1.0
15107,1.0,3.0
15108,5.0,9.0
15109,3.0,0.0
15110,2.0,1.0
15111,1.0,0.0
15112,3.0,2.0
15113,2.0,3.0
15114,0.0,1.0
15115,7.0,6.0
15116,1.0,2.0
15117,0.0,3.0
15118,1.0,0.0
15119,0.0,0.0
15120,0.0,1.0
15121,1.0,0.0
15122,1.0,0.0
15123,0.0,4.0
15124,2.0,0.0
15125,0.0,3.0
15126,1.0,0.0
15127,0.0,0.0
15128,1.0,0.0
15129,2.0,6.0
15130,0.0,3.0
15131,1.0,2.0
15132,1.0,0.0
15133,1.0,3.0
15134,1.0,0.0
15135,3.0,0.0
15136,0.0,1.0
15137,0.0,1.0
15138,18.0,10.0
15139,8.0,1.0
15140,1.0,4.0
15141,6.0,3.0
15142,1.0,0.0
15143,2.0,3.0
15144,7.0,9.0
15145,28.0,11.0
15146,0.0,0.0
15147,0.0,4.0
15148,1.0,0.0
15149,25.0,14.0
15150,4.0,1.0
15151,0.0,1.0
15152,1.0,4.0
15153,7.0,2.0
15154,18.0,10.0
15155,3.0,1.0
15156,4.0,4.0
15157,4.0,5.0
15158,14.0,9.0
15159,4.0,1.0
15160,5.0,7.0
15161,1.0,2.0
15162,7.0,10.0
15163,1.0,0.0
15164,0.0,4.0
15165,8.0,5.0
15166,12.0,6.0
15167,14.0,8.0
15168,2.0,1.0
15169,6.0,15.0
15170,20.0,15.0
15171,6.0,7.0
15172,17.0,4.0
15173,20.0,14.0
15174,5.0,1.0
15175,12.0,5.0
15176,0.0,0.0
15177,6.0,4.0
15178,1.0,0.0
15179,2.0,4.0
15180,12.0,11.0
15181,9.0,5.0
15182,3.0,3.0
15183,2.0,1.0
15184,8.0,11.0
15185,2.0,4.0
15186,4.0,4.0
15187,1.0,0.0
15188,6.0,1.0
15189,0.0,6.0
15190,2.0,3.0
15191,3.0,5.0
15192,5.0,2.0
15193,11.0,10.0
15194,2.0,2.0
15195,23.0,7.0
15196,1.0,1.0
15197,0.0,1.0
15198,2.0,1.0
15199,6.0,6.0
15200,9.0,13.0
15201,6.0,20.0
15202,5.0,4.0
15203,5.0,4.0
15204,4.0,7.0
15205,2.0,1.0
15206,8.0,14.0
15207,2.0,0.0
15208,8.0,8.0
15209,14.0,11.0
15210,3.0,5.0
15211,0.0,1.0
15212,0.0,4.0
15213,20.0,12.0
15214,10.0,2.0
15215,11.0,8.0
15216,0.0,0.0
15217,1.0,3.0
15218,5.0,4.0
15219,4.0,9.0
15220,0.0,2.0
15221,6.0,1.0
15222,0.0,1.0
15223,2.0,0.0
15224,7.0,3.0
15225,2.0,8.0
15226,1.0,0.0
15227,7.0,1.0
15228,0.0,2.0
15229,0.0,1.0
15230,2.0,0.0
15231,0.0,0.0
15232,0.0,3.0
15233,2.0,2.0
15234,3.0,0.0
15235,0.0,1.0
15236,2.0,1.0
15237,2.0,7.0
15238,0.0,2.0
15239,2.0,1.0
15240,1.0,2.0
15241,4.0,4.0
15242,2.0,3.0
15243,1.0,2.0
15244,0.0,1.0
15245,0.0,0.0
15246,1.0,4.0
15247,3.0,1.0
15248,3.0,2.0
15249,1.0,1.0
15250,3.0,0.0
15251,1.0,3.0
15252,4.0,0.0
15253,1.0,2.0
15254,0.0,4.0
15255,0.0,1.0
15256,0.0,3.0
15257,1.0,1.0
15258,3.0,0.0
15259,1.0,1.0
15260,2.0,0.0
15261,1.0,2.0
15262,2.0,1.0
15263,0.0,0.0
15264,31.0,28.0
15265,5.0,15.0
15266,4.0,4.0
15267,10.0,13.0
15268,5.0,4.0
15269,8.0,1.0
15270,7.0,7.0
15271,3.0,5.0
15272,1.0,2.0
15273,33.0,23.0
15274,11.0,4.0
15275,6.0,8.0
15276,7.0,8.0
15277,0.0,2.0
15278,25.0,14.0
15279,4.0,2.0
15280,1.0,1.0
15281,2.0,0.0
15282,6.0,5.0
15283,2.0,2.0
15284,5.0,16.0
15285,18.0,5.0
15286,0.0,1.0
15287,4.0,1.0
15288,3.0,2.0
15289,5.0,6.0
15290,4.0,0.0
15291,2.0,1.0
15292,2.0,2.0
15293,2.0,7.0
15294,2.0,0.0
15295,2.0,1.0
15296,7.0,3.0
15297,1.0,1.0
15298,0.0,1.0
15299,5.0,4.0
15300,9.0,12.0
15301,2.0,0.0
15302,4.0,2.0
15303,0.0,2.0
15304,1.0,0.0
15305,3.0,3.0
15306,1.0,1.0
15307,12.0,8.0
15308,0.0,2.0
15309,4.0,1.0
15310,1.0,2.0
15311,1.0,1.0
15312,6.0,0.0
15313,4.0,2.0
15314,9.0,3.0
15315,3.0,6.0
15316,6.0,8.0
15317,8.0,5.0
15318,1.0,1.0
15319,5.0,7.0
15320,2.0,2.0
15321,2.0,0.0
15322,4.0,5.0
15323,11.0,6.0
15324,4.0,1.0
15325,2.0,0.0
15326,1.0,1.0
15327,0.0,1.0
15328,2.0,0.0
15329,0.0,0.0
15330,3.0,1.0
15331,0.0,2.0
15332,7.0,5.0
15333,0.0,1.0
15334,13.0,5.0
15335,1.0,3.0
15336,2.0,1.0
15337,2.0,2.0
15338,0.0,2.0
15339,0.0,1.0
15340,0.0,0.0
15341,0.0,3.0
15342,2.0,3.0
15343,1.0,3.0
15344,3.0,1.0
15345,3.0,2.0
15346,0.0,1.0
15347,5.0,3.0
15348,0.0,0.0
15349,1.0,2.0
15350,0.0,1.0
15351,2.0,0.0
15352,3.0,0.0
15353,1.0,0.0
15354,0.0,0.0
15355,0.0,0.0
15356,1.0,1.0
15357,1.0,0.0
15358,4.0,5.0
15359,0.0,1.0
15360,1.0,1.0
15361,2.0,2.0
15362,1.0,1.0
15363,1.0,2.0
15364,3.0,2.0
15365,1.0,2.0
15366,13.0,4.0
15367,2.0,0.0
15368,4.0,1.0
15369,8.0,7.0
15370,0.0,0.0
15371,0.0,0.0
15372,14.0,5.0
15373,3.0,0.0
15374,25.0,4.0
15375,1.0,0.0
15376,5.0,1.0
15377,4.0,0.0
15378,28.0,16.0
15379,3.0,3.0
15380,4.0,3.0
15381,0.0,0.0
15382,2.0,2.0
15383,1.0,2.0
15384,7.0,7.0
15385,0.0,1.0
15386,3.0,1.0
15387,9.0,6.0
15388,2.0,4.0
15389,0.0,0.0
15390,11.0,5.0
15391,5.0,9.0
15392,2.0,1.0
15393,4.0,3.0
15394,9.0,10.0
15395,4.0,3.0
15396,3.0,5.0
15397,15.0,4.0
15398,7.0,2.0
15399,0.0,0.0
15400,1.0,0.0
15401,6.0,8.0
15402,9.0,5.0
15403,2.0,0.0
15404,1.0,2.0
15405,6.0,0.0
15406,3.0,3.0
15407,0.0,2.0
15408,1.0,1.0
15409,0.0,1.0
15410,1.0,3.0
15411,14.0,5.0
15412,1.0,2.0
15413,3.0,1.0
15414,8.0,6.0
15415,1.0,0.0
15416,8.0,1.0
15417,3.0,5.0
15418,3.0,1.0
15419,2.0,4.0
15420,2.0,3.0
15421,3.0,1.0
15422,1.0,0.0
15423,6.0,2.0
15424,3.0,2.0
15425,4.0,1.0
15426,2.0,0.0
15427,9.0,6.0
15428,0.0,0.0
15429,13.0,1.0
15430,0.0,0.0
15431,3.0,2.0
15432,1.0,3.0
15433,2.0,0.0
15434,3.0,3.0
15435,0.0,0.0
15436,1.0,1.0
15437,0.0,2.0
15438,0.0,2.0
15439,0.0,2.0
15440,2.0,4.0
15441,2.0,2.0
15442,1.0,1.0
15443,0.0,1.0
15444,0.0,0.0
15445,2.0,1.0
15446,6.0,3.0
15447,2.0,1.0
15448,0.0,0.0
15449,0.0,2.0
15450,3.0,5.0
15451,3.0,1.0
15452,3.0,5.0
15453,0.0,0.0
15454,0.0,0.0
15455,1.0,3.0
15456,3.0,2.0
15457,0.0,1.0
15458,0.0,1.0
15459,2.0,3.0
15460,2.0,0.0
15461,0.0,0.0
15462,3.0,2.0
15463,1.0,4.0
15464,2.0,2.0
15465,1.0,3.0
15466,9.0,3.0
15467,1.0,4.0
15468,1.0,3.0
15469,0.0,1.0
15470,3.0,8.0
15471,6.0,8.0
15472,4.0,4.0
15473,4.0,1.0
15474,2.0,1.0
15475,27.0,9.0
15476,1.0,3.0
15477,7.0,6.0
15478,2.0,2.0
15479,2.0,3.0
15480,6.0,9.0
15481,2.0,0.0
15482,19.0,6.0
15483,9.0,14.0
15484,5.0,9.0
15485,19.0,6.0
15486,21.0,33.0
15487,3.0,0.0
15488,5.0,9.0
15489,3.0,0.0
15490,9.0,6.0
15491,17.0,6.0
15492,12.0,8.0
15493,14.0,8.0
15494,8.0,5.0
15495,6.0,2.0
